dataset,registry_name,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,input_len,pred_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,4,151040,20,2300,96,96,1,mean,train_split_standard,-1.075911596,0.236271001,4.975992821,14.000000000,0.667127924,-0.228911434,0.747368421,17.000000000,0.090000000,22.000000000,0.227869112,7.000000000,0.444444444,-0.781250000,0.427083333,0.907437543,6.000000000,1.642196077,0.771428571,0.657142857,0.245436926,0.534220689
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,5,1287730,173,1129,96,96,1,mean,train_split_standard,-0.719557188,-0.909369150,5.894536144,20.000000000,0.518836978,-0.433857138,0.684210526,20.000000000,0.074074074,24.000000000,0.153334921,14.000000000,0.133333333,-0.395833333,0.135416667,0.855490907,6.000000000,1.620527706,0.800000000,0.800000000,0.147262156,0.642441990
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,1,364168,5,14928,96,96,1,mean,train_split_standard,-0.425654611,-0.580588046,3.550274607,13.000000000,0.395155690,-0.000915687,0.526315789,10.000000000,0.011851852,23.000000000,0.562109290,4.000000000,0.666666667,0.041666667,-0.041666667,0.928826679,9.000000000,1.516588859,0.542857143,0.200000000,0.245436926,0.655867187
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,2,337409,4,58017,96,96,1,mean,train_split_standard,0.679523572,0.485147435,4.857878694,13.000000000,0.526963942,-0.000652638,0.852631579,16.000000000,0.008264463,23.000000000,0.739536920,6.000000000,0.625000000,0.447916667,0.000000000,0.966508700,9.000000000,1.572258859,0.600000000,0.200000000,0.245436926,0.500655631
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,3,173599,2,33903,96,96,1,mean,train_split_standard,-0.751150979,-0.940982087,5.502189202,12.000000000,0.569793353,0.011410810,0.863157895,19.000000000,0.013333333,24.000000000,0.518346698,8.000000000,0.666666667,-0.687500000,0.302083333,0.921544255,17.000000000,1.556430820,0.685714286,0.400000000,0.245436926,0.492192258
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,4,229573,3,20029,96,96,1,mean,train_split_standard,-0.079744972,-0.258700546,13.730652391,32.000000000,0.749271212,-0.000662179,0.852631579,36.000000000,0.062500000,11.000000000,1.385444315,18.000000000,0.190476190,0.031250000,-0.572916667,0.969875667,9.000000000,1.411409478,0.828571429,0.800000000,0.098174770,0.354258884
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,5,179891,2,40195,96,96,1,mean,train_split_standard,0.777080495,0.538702414,7.803335918,19.000000000,0.621629613,0.023389263,0.894736842,26.000000000,0.040000000,25.000000000,0.500854758,18.000000000,0.125000000,0.687500000,-0.739583333,0.892817713,8.000000000,1.630869791,0.771428571,0.828571429,0.147262156,0.537650626
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,1,377040,5,59191,96,96,1,mean,train_split_standard,-0.772576854,-0.978944191,1.962614982,7.000000000,0.342308071,0.124317910,0.884210526,10.000000000,0.022222222,23.000000000,0.226972154,4.000000000,0.333333333,0.166666667,-0.062500000,0.629860530,11.000000000,1.738668284,0.800000000,0.400000000,0.490873852,0.951560510
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,2,1032244,16,55725,96,96,1,mean,train_split_standard,-0.720273853,-0.898893176,2.035097315,3.000000000,0.642829255,0.271832402,0.789473684,13.000000000,0.029629630,3.000000000,0.206867172,2.000000000,0.333333333,0.052083333,0.010416667,0.675829539,9.000000000,1.788054571,0.571428571,0.285714286,0.294524311,0.904861186
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,3,1289061,22,30332,96,96,1,mean,train_split_standard,-0.544878337,-0.761472152,4.617691424,3.000000000,0.373072106,0.102296526,0.789473684,14.000000000,0.017751479,3.000000000,0.235561375,2.000000000,0.285714286,-0.468750000,0.072916667,0.732504011,11.000000000,1.666587335,0.714285714,0.428571429,0.245436926,0.811477522
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,4,832308,13,12706,96,96,1,mean,train_split_standard,-0.466928616,-0.700455247,0.968544222,3.000000000,0.189163875,-1.913599676,0.926315789,10.000000000,0.004444444,3.000000000,0.047210989,2.000000000,0.166666667,-0.177083333,-0.104166667,0.431073367,6.000000000,2.038095985,0.771428571,0.714285714,0.834485549,1.066025200
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,5,2050144,49,9711,96,96,1,mean,train_split_standard,-0.809164769,-0.987895163,3.797451029,11.000000000,0.446897965,-0.049451013,0.852631579,14.000000000,0.020740741,23.000000000,0.506472809,5.000000000,0.666666667,-0.395833333,0.197916667,0.904633415,11.000000000,1.663996092,0.514285714,0.171428571,0.294524311,0.655787807
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,1,10834,0,10834,96,96,1,mean,train_split_standard,-0.306452071,-0.566008834,6.666985412,19.000000000,0.427843043,0.290472658,0.863157895,24.000000000,0.080000000,21.000000000,0.154141437,9.000000000,0.105263158,0.666666667,-0.156250000,0.798552832,6.000000000,1.731737396,0.771428571,0.828571429,0.147262156,0.707627999
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,2,4592,0,4592,96,96,1,mean,train_split_standard,-0.815593997,-0.513346724,6.633157027,4.000000000,0.360501613,-0.022204708,0.936842105,13.000000000,0.020833333,4.000000000,0.139767657,3.000000000,0.090909091,0.343750000,-0.114583333,0.734501433,6.000000000,1.848745391,0.171428571,0.514285714,0.196349541,0.717339766
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,3,8839,0,8839,96,96,1,mean,train_split_standard,-0.367713939,-0.583319469,6.703345653,14.000000000,0.495205658,0.116048409,0.505263158,20.000000000,0.046296296,22.000000000,0.364368324,12.000000000,0.285714286,-0.229166667,0.416666667,0.933078498,15.000000000,1.545445941,0.828571429,0.400000000,0.147262156,0.484686255
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,4,7607,0,7607,96,96,1,mean,train_split_standard,0.106028150,-0.158112150,3.306619723,5.000000000,0.640203949,0.215855730,0.326315789,43.000000000,0.074074074,6.000000000,0.177753456,4.000000000,0.076923077,-0.677083333,0.604166667,0.681769225,7.000000000,1.299744833,0.200000000,0.285714286,0.196349541,0.787548932
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,5,4292,0,4292,96,96,1,mean,train_split_standard,-0.707095784,-0.454992017,4.040985402,5.000000000,0.641697193,0.144207472,0.494736842,16.000000000,0.040000000,8.000000000,0.199511687,4.000000000,0.105263158,0.041666667,-0.770833333,0.764491343,8.000000000,1.152897349,0.828571429,0.800000000,0.098174770,0.693383496
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,1,1805251,49,11802,96,96,1,mean,train_split_standard,-0.716441858,-0.839742805,20.973249562,51.000000000,0.890548765,-0.000536399,0.473684211,44.000000000,0.166666667,0.000000000,1.799452410,40.000000000,0.093750000,0.562500000,-0.500000000,0.976466146,10.000000000,1.250536620,0.828571429,0.514285714,0.049087385,0.182725357
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,2,4869659,133,1726,96,96,1,mean,train_split_standard,-0.393869780,-0.535153920,15.531996190,65.000000000,0.734615909,0.008204450,0.336842105,30.000000000,0.111111111,0.000000000,0.964042271,23.000000000,0.080000000,0.708333333,-0.322916667,0.974906739,16.000000000,1.088423687,0.742857143,0.571428571,0.049087385,0.215546469
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,3,1942317,53,2464,96,96,1,mean,train_split_standard,-0.720831231,-0.845531816,14.620834600,39.000000000,0.945173189,0.000055768,0.410526316,45.000000000,0.041666667,27.000000000,3.374146642,19.000000000,1.000000000,0.177083333,-0.510416667,0.978562439,22.000000000,1.262457824,0.771428571,0.828571429,0.098174770,0.159947619
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,4,688306,18,29488,96,96,1,mean,train_split_standard,-0.255813882,-0.409961932,13.472255787,71.000000000,0.726453433,0.000630092,0.263157895,24.000000000,0.104166667,0.000000000,3.639698242,40.000000000,0.869565217,0.843750000,-0.270833333,0.953453665,1.000000000,0.669805822,0.742857143,0.571428571,0.049087385,0.111589977
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,5,1928397,52,25145,96,96,1,mean,train_split_standard,-0.063207804,-0.252695003,8.867930803,76.000000000,0.487041603,-0.001420370,0.231578947,17.000000000,0.106666667,26.000000000,2.120868064,17.000000000,1.058823529,-0.885416667,0.166666667,0.926514443,21.000000000,0.696772518,0.828571429,0.600000000,0.098174770,0.186166719
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,1,2054005,0,2054005,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,2,3282310,0,3282310,96,96,1,mean,train_split_standard,0.985663123,1.117539746,21.880984344,57.000000000,1.190553135,-0.000129161,0.515789474,49.000000000,0.166666667,0.000000000,5.553539336,40.000000000,0.718750000,-0.520833333,0.677083333,0.978611614,16.000000000,1.238686069,0.771428571,0.742857143,0.049087385,0.081277775
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,3,957078,0,957078,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,4,3672467,0,3672467,96,96,1,mean,train_split_standard,0.873126857,0.996755602,15.193692487,41.000000000,0.856721722,-0.019889838,0.031578947,36.000000000,0.074074074,0.000000000,0.414308824,22.000000000,0.041666667,-0.614583333,0.145833333,0.960893616,2.000000000,0.711646456,0.800000000,0.657142857,0.049087385,0.277152439
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,5,3779290,0,3779290,96,96,1,mean,train_split_standard,-0.044949241,0.203998932,11.558318465,43.000000000,0.887259229,-0.024060180,0.084210526,35.000000000,0.074074074,30.000000000,0.581429219,23.000000000,0.040000000,-0.906250000,0.010416667,0.890415482,2.000000000,1.172405298,0.828571429,0.828571429,0.098174770,0.294460842
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,1,21558,0,21558,96,96,1,mean,train_split_standard,-0.491353414,-0.693286899,3.498555068,10.000000000,0.311209730,0.081418210,0.631578947,12.000000000,0.038518519,19.000000000,0.286047360,5.000000000,0.166666667,-0.885416667,0.333333333,0.782529576,8.000000000,1.761543413,0.342857143,0.514285714,0.294524311,0.671087301
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,2,28250,0,28250,96,96,1,mean,train_split_standard,-0.583789786,-0.338403581,4.179857930,11.000000000,0.302179506,0.066220745,0.915789474,12.000000000,0.009861933,22.000000000,0.330751893,6.000000000,0.285714286,-0.489583333,0.468750000,0.878090302,8.000000000,1.825101763,0.400000000,0.828571429,0.245436926,0.682606982
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,3,42021,0,42021,96,96,1,mean,train_split_standard,-0.281648690,-0.480407335,5.800003886,13.000000000,0.361353219,0.006929732,0.463157895,16.000000000,0.050000000,24.000000000,0.473064459,8.000000000,0.777777778,-0.760416667,0.281250000,0.956323202,7.000000000,1.593401534,0.228571429,0.657142857,0.196349541,0.470945614
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,4,3147,0,3147,96,96,1,mean,train_split_standard,-0.694415804,-0.442477161,2.679135693,10.000000000,0.333796246,-0.349123286,0.642105263,11.000000000,0.022038567,20.000000000,0.125821479,7.000000000,0.375000000,0.895833333,-0.406250000,0.700145771,5.000000000,1.824994939,0.771428571,0.828571429,0.343611696,0.850807965
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,5,30879,0,30879,96,96,1,mean,train_split_standard,-0.392123078,-0.573102959,4.351587406,8.000000000,0.370194594,0.049233655,0.515789474,13.000000000,0.125000000,16.000000000,0.257945391,7.000000000,0.043478261,0.572916667,-0.302083333,0.858344575,6.000000000,1.575862364,0.171428571,0.742857143,0.245436926,0.616446528
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,1,1485012,122,10154,96,96,1,mean,train_split_standard,-0.678673625,-0.932191889,2.889920801,13.000000000,0.345394381,-0.524128498,0.757894737,15.000000000,0.016296296,23.000000000,0.151835169,4.000000000,0.333333333,0.343750000,-0.052083333,0.762441345,9.000000000,1.666587335,0.342857143,0.342857143,0.294524311,0.818533275
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,2,7032304,581,8595,96,96,1,mean,train_split_standard,-0.917105450,-1.102128101,4.257246673,12.000000000,0.551238110,-0.069556117,0.884210526,15.000000000,0.029629630,23.000000000,0.270692923,5.000000000,1.000000000,0.270833333,-0.010416667,0.922196226,13.000000000,1.635179084,0.371428571,0.200000000,0.245436926,0.581030082
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,3,7305543,604,3787,96,96,1,mean,train_split_standard,0.347471438,0.588973455,2.327551791,7.000000000,0.304023383,0.177921432,0.926315789,17.000000000,0.008310249,23.000000000,0.219353780,3.000000000,0.400000000,0.281250000,-0.333333333,0.712901190,11.000000000,1.784049791,0.628571429,0.171428571,0.490873852,0.922993539
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,4,3102404,256,7620,96,96,1,mean,train_split_standard,-0.820853024,-1.037344279,3.937707962,12.000000000,0.426330182,0.041867901,0.894736842,14.000000000,0.011851852,23.000000000,0.302456326,5.000000000,0.666666667,0.583333333,-0.104166667,0.896013819,12.000000000,1.649631928,0.400000000,0.171428571,0.245436926,0.645671672
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,5,2163242,178,11400,96,96,1,mean,train_split_standard,0.673920075,0.453014518,3.114664663,13.000000000,0.384409654,-0.011873338,0.884210526,15.000000000,0.012003693,23.000000000,0.150295793,4.000000000,1.000000000,-0.187500000,0.010416667,0.806182430,11.000000000,1.824761611,0.514285714,0.571428571,0.294524311,0.775961626
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,1,2476,0,2476,96,96,1,mean,train_split_standard,0.279217839,0.495093985,0.939061157,2.000000000,0.109566223,0.299069598,0.968421053,6.000000000,0.010261053,6.000000000,0.089270141,2.000000000,0.500000000,0.338541667,0.145833333,0.128491353,4.000000000,2.140600499,0.171428571,0.600000000,0.932660319,1.243374765
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,2,2676,0,2676,96,96,1,mean,train_split_standard,0.527245421,0.744527461,1.128612892,2.000000000,0.126848405,0.461164890,0.968421053,6.000000000,0.011619134,6.000000000,0.107074739,4.000000000,1.000000000,0.604166667,-0.354166667,0.214494997,4.000000000,2.032319283,0.828571429,0.714285714,0.883572934,1.166207141
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,3,1539,0,1539,96,96,1,mean,train_split_standard,0.839149302,0.651569642,0.942319709,2.000000000,0.212543893,0.966282908,0.947368421,6.000000000,0.010713747,6.000000000,0.079868723,2.000000000,0.500000000,0.041666667,0.062500000,0.077116811,6.000000000,2.131474432,0.828571429,0.571428571,0.932660319,1.270315218
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,4,1392,0,1392,96,96,1,mean,train_split_standard,0.740971485,0.531201980,1.072570996,4.000000000,0.106827071,0.661616502,0.947368421,6.000000000,0.005281424,6.000000000,0.073146239,1.000000000,1.000000000,0.072916667,0.208333333,0.129834822,6.000000000,2.115130348,0.828571429,0.828571429,0.883572934,1.245876196
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,5,2048,0,2048,96,96,1,mean,train_split_standard,1.140898966,0.953483490,1.107150718,2.000000000,0.196360464,0.749568193,0.978947368,7.000000000,0.006186812,6.000000000,0.084109278,2.000000000,1.000000000,-0.197916667,0.333333333,0.231113633,3.000000000,2.130429318,0.771428571,0.828571429,0.883572934,1.123521969
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,1,1633000,119,4557,96,96,1,mean,train_split_standard,0.238894431,-0.085217806,0.951976777,5.000000000,0.037980396,0.770775690,0.526315789,5.000000000,0.063822407,6.000000000,0.045379136,1.000000000,0.333333333,-0.406250000,0.125000000,0.282973405,4.000000000,1.644255932,0.828571429,0.400000000,0.883572934,1.144333528
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,2,16464304,1384,9732,96,96,1,mean,train_split_standard,-0.059123203,0.171805441,1.204585475,2.000000000,0.132364687,-0.327757555,0.968421053,12.000000000,0.007407407,12.000000000,0.110459252,1.000000000,0.166666667,0.380208333,-0.385416667,0.458171698,5.000000000,2.123168380,0.742857143,0.657142857,0.834485549,1.042654089
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,3,4278091,309,5081,96,96,1,mean,train_split_standard,0.381043194,0.021429511,0.668545276,2.000000000,0.008973433,1.795679164,0.505263158,6.000000000,0.074996228,4.000000000,0.045119924,3.000000000,0.500000000,0.270833333,-0.020833333,0.198103205,3.000000000,1.256449256,0.171428571,0.571428571,1.472621556,1.140484931
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,4,12789968,1001,8300,96,96,1,mean,train_split_standard,-0.663576035,-0.374799463,0.933328162,2.000000000,0.112562373,0.587784939,0.810526316,7.000000000,0.093333333,7.000000000,0.100940718,1.000000000,0.058823529,0.322916667,-0.781250000,0.301623518,5.000000000,2.007228484,0.714285714,0.600000000,0.932660319,1.042884971
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,5,6370392,451,5639,96,96,1,mean,train_split_standard,0.525896851,0.110880214,0.705914136,1.000000000,0.038009150,-2.019482370,0.505263158,5.000000000,0.052722858,7.000000000,0.040212408,2.000000000,0.333333333,-0.333333333,0.072916667,0.247350328,4.000000000,1.728529614,0.828571429,0.657142857,1.276272016,1.148432856
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,1,2578253,0,2578253,96,96,1,mean,train_split_standard,0.369794063,0.074529423,5.119140262,22.000000000,0.594898276,-0.107003281,0.168421053,26.000000000,0.036458333,0.000000000,0.312916095,10.000000000,0.090909091,0.437500000,0.947916667,0.828738744,2.000000000,1.456821383,0.771428571,0.657142857,0.196349541,0.508546963
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,2,3245774,0,3245774,96,96,1,mean,train_split_standard,0.766486440,-0.082544700,2.544141397,8.000000000,0.404728377,0.110484925,0.221052632,26.000000000,0.020833333,29.000000000,0.252306644,7.000000000,0.090909091,0.354166667,-0.145833333,0.607034949,2.000000000,1.577741190,0.714285714,0.828571429,0.392699082,0.822056663
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,3,1081727,0,1081727,96,96,1,mean,train_split_standard,-0.493839259,-0.613962392,17.567204628,72.000000000,0.854273762,0.060331986,0.021052632,23.000000000,0.111111111,19.000000000,0.204310196,18.000000000,0.033333333,0.760416667,-0.447916667,0.951083811,1.000000000,1.095099893,0.771428571,0.685714286,0.049087385,0.238167839
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,4,4992209,0,4992209,96,96,1,mean,train_split_standard,-0.050303230,0.122814334,8.464560765,24.000000000,0.562545910,0.037898450,0.357894737,39.000000000,0.040000000,26.000000000,0.304462185,17.000000000,0.052631579,-0.062500000,0.791666667,0.845850914,2.000000000,1.517817193,0.771428571,0.828571429,0.098174770,0.539831529
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,5,5157569,0,5157569,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,1,84807942,229,367169,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,2,90124636,244,152808,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,3,53529850,145,62985,96,96,1,mean,train_split_standard,0.319806885,0.656208018,2.972835408,7.000000000,0.200242158,-1.843936887,0.852631579,18.000000000,0.029629630,12.000000000,0.059466854,4.000000000,0.166666667,0.041666667,0.614583333,0.728611094,5.000000000,1.933698711,0.771428571,0.600000000,0.441786467,0.850703160
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,4,101057714,274,23776,96,96,1,mean,train_split_standard,0.461559343,0.692536357,6.552903855,9.000000000,0.420202541,-0.147609463,0.189473684,38.000000000,0.062500000,17.000000000,0.108732838,8.000000000,0.045454545,-0.177083333,0.677083333,0.721537303,3.000000000,1.208163072,0.771428571,0.828571429,0.147262156,0.759473596
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,5,114937947,311,260740,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,1,9833,0,9833,96,96,3,mean,train_split_standard,-0.191481023,0.165816454,4.138233374,12.333333333,0.553314296,-0.102426148,0.638596491,13.333333333,0.018228640,23.000000000,0.715262996,4.666666667,0.638095238,0.041666667,0.055555556,0.939775104,6.666666667,1.562572776,0.590476190,0.228571429,0.261799388,0.590086520
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,2,22920,0,22920,96,96,3,mean,train_split_standard,-0.197972133,-0.256840747,4.672104173,12.333333333,0.693496861,-0.128527933,0.645614035,14.666666667,0.022193002,23.000000000,0.772467220,5.666666667,0.904761905,-0.017361111,0.086805556,0.948038422,5.666666667,1.529817730,0.409523810,0.580952381,0.245436926,0.528640645
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,3,6635,0,6635,96,96,3,mean,train_split_standard,-0.086073816,-0.244754638,4.581482220,12.000000000,0.635051279,-0.203465387,0.677192982,14.000000000,0.022351614,23.000000000,0.814427274,5.333333333,0.630952381,-0.315972222,0.270833333,0.950168761,6.000000000,1.569432920,0.647619048,0.276190476,0.245436926,0.547457439
