dataset,registry_name,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,input_len,pred_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
electricity_hourly_dataset,electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,train,5,5755902,315,16287,96,96,1,mean,train_split_standard,2.300640889,2.181165372,-0.579958388,-0.477457212,-0.474263238,0.144841483,-0.697299234,-0.588848743,-0.723571499,1.281873364,-0.365656532,-0.674193715,1.808208468,0.065571771,0.082420841,0.662960913,0.654589512,0.273624894,-1.155870807,-1.975853132,-0.221781722,0.124561503
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,1,1083395,145,5030,96,96,1,mean,train_split_standard,0.000000000,0.000000000,-1.333575993,-1.140345818,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.332922554,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,2,1375493,184,7085,96,96,1,mean,train_split_standard,0.030404962,-0.266014109,-0.535236256,-0.477457212,-0.768909186,0.018457000,-2.233378633,-0.758071347,0.268330891,0.940813027,-0.521760790,-0.674193715,0.838053028,-1.651137592,0.328480921,0.587480200,-0.681914213,-2.504340733,-2.250240675,1.420705620,-0.221781722,0.087040546
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,3,60701,8,1205,96,96,1,mean,train_split_standard,-1.825535880,-1.993103934,0.334464594,0.848320000,0.657263857,0.019364006,0.509620293,0.003430370,0.434443915,1.395560143,-0.272023429,1.410075572,-1.004262354,-1.600646140,0.420753451,0.626901416,0.209088271,-0.177111206,0.094837612,1.241939370,-0.716605925,-0.493745535
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,4,151040,20,2300,96,96,1,mean,train_split_standard,-2.022129344,0.942311667,-0.347307929,-0.296669410,0.758089278,-0.311133940,-0.093839471,-0.419626140,0.811676208,1.168186585,-0.583579350,-0.413660054,0.367674633,-1.878349125,1.251206220,0.674462927,-0.459163592,-0.080849850,0.876530375,0.348108120,-0.345487773,-0.345619976
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,5,1287730,173,1129,96,96,1,mean,train_split_standard,-1.258727625,-1.505925259,-0.165247791,0.064906193,0.138728127,-0.585240546,-0.422999342,-0.165792234,0.434443915,1.395560143,-0.704026489,0.498207759,-0.784752436,-0.944257266,0.389995941,0.454404913,-0.459163592,-0.153830470,1.032868927,1.241939370,-0.592899874,0.039803137
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,1,364168,5,14928,96,96,1,mean,train_split_standard,-0.629113601,-0.803318915,-0.629892811,-0.356932011,-0.377846806,-0.006198831,-1.245899020,-1.011905253,-1.039393884,1.281873364,-0.043447724,-0.804460545,1.190836824,0.116063223,-0.132881728,0.765072270,0.209088271,-0.503903923,-0.374178045,-2.512151882,-0.345487773,0.087616101
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,2,337409,4,58017,96,96,1,mean,train_split_standard,1.738458983,1.474161458,-0.370718773,-0.356932011,0.172671709,-0.005847015,0.454760314,-0.504237442,-1.124367216,1.281873364,0.243275059,-0.543926884,1.036493913,1.100646533,-0.009851689,0.924702061,0.209088271,-0.316403389,-0.061500940,-2.512151882,-0.345487773,-0.465159742
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,3,173599,2,33903,96,96,1,mean,train_split_standard,-1.326409556,-1.573482213,-0.243013027,-0.417194611,0.351555678,0.010287360,0.509620293,-0.250403536,-1.004302508,1.395560143,-0.114168008,-0.283393223,1.190836824,-1.651137592,0.882116100,0.734222232,1.991093237,-0.369713355,0.407514717,-1.260788131,-0.345487773,-0.495301494
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,4,229573,3,20029,96,96,1,mean,train_split_standard,0.111912770,-0.115444223,1.387911845,0.788057399,1.101174024,-0.005859774,0.454760314,1.187988596,0.160292538,-0.082367984,1.287060437,1.019275081,-0.573082158,0.090817497,-1.701514736,0.938965315,0.209088271,-0.858155581,1.189207480,1.241939370,-0.716605925,-0.986542219
oikolab_weather_dataset,oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,5,179891,2,40195,96,96,1,mean,train_split_standard,1.947450710,1.588608632,0.213086408,0.004643592,0.568058214,0.026308058,0.674200228,0.341875577,-0.372657737,1.509246922,-0.142434956,1.019275081,-0.815621018,1.681298229,-2.193634896,0.612529930,-0.013662350,-0.118997588,0.876530375,1.420705620,-0.592899874,-0.333404480
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,1,377040,5,59191,96,96,1,mean,train_split_standard,-1.372309227,-1.654607360,-0.944575336,-0.718507614,-0.598573446,0.161296050,0.619340250,-1.011905253,-0.793754251,1.281873364,-0.585028832,-0.804460545,-0.043906463,0.419011934,-0.194396748,-0.501417757,0.654589512,0.244075427,1.032868927,-1.260788131,0.273042482,1.140708602
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,2,1032244,16,55725,96,96,1,mean,train_split_standard,-1.260262904,-1.483538067,-0.930208954,-0.959558016,0.656601952,0.358590728,0.125600443,-0.758071347,-0.618297370,-0.991862217,-0.617518453,-1.064994206,-0.043906463,0.141308948,0.020905821,-0.306682364,0.209088271,0.410411964,-0.217839493,-1.975853132,-0.221781722,0.974392004
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,3,1289061,22,30332,96,96,1,mean,train_split_standard,-0.884521126,-1.189868867,-0.418325159,-0.959558016,-0.470082469,0.131843338,0.125600443,-0.673460045,-0.899651303,-0.991862217,-0.571148664,-1.064994206,-0.220298362,-1.120977347,0.205450881,-0.066596137,0.654589512,0.001301648,0.563853270,-1.082021881,-0.345487773,0.641812169
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,4,832308,13,12706,96,96,1,mean,train_split_standard,-0.717533011,-1.059475534,-1.141605411,-0.959558016,-1.238204980,-2.564336463,0.838780164,-1.011905253,-1.214850765,-0.991862217,-0.875522604,-1.064994206,-0.661278107,-0.414097022,-0.317426788,-1.343526341,-0.459163592,1.252569288,0.876530375,0.705640620,1.138984838,1.548367138
pedestrian_counts_dataset,pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,5,2050144,49,9711,96,96,1,mean,train_split_standard,-1.450689841,-1.673735619,-0.580901138,-0.477457212,-0.161736812,-0.071112871,0.454760314,-0.673460045,-0.828845627,1.281873364,-0.133356194,-0.674193715,1.190836824,-0.944257266,0.574541001,0.662583987,0.654589512,-0.007425845,-0.530516597,-2.690918132,-0.221781722,0.087333393
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,1,10834,0,10834,96,96,1,mean,train_split_standard,-0.373751460,-0.772163089,-0.012144265,0.004643592,-0.241322778,0.383521318,0.509620293,0.172652974,0.574809419,1.054499806,-0.702723161,-0.153126393,-0.888730818,1.630806777,-0.471214338,0.213202003,-0.459163592,0.220731702,0.876530375,1.420705620,-0.592899874,0.271958860
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,2,4592,0,4592,96,96,1,mean,train_split_standard,-1.464462880,-0.659623979,-0.018849230,-0.899295416,-0.522585168,-0.034672038,0.893640142,-0.758071347,-0.826652416,-0.878175438,-0.725951168,-0.934727375,-0.941901581,0.848189274,-0.348184298,-0.058134597,-0.459163592,0.614822976,-2.406579227,-0.545723131,-0.469193824,0.306546684
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,3,8839,0,8839,96,96,1,mean,train_split_standard,-0.504989954,-0.809155975,-0.004937473,-0.296669410,0.040028091,0.150235925,-1.355618977,-0.165792234,-0.223519388,1.168186585,-0.362996829,0.237674098,-0.220298362,-0.540325651,1.220448710,0.783083964,1.545591996,-0.406711211,1.189207480,-1.260788131,-0.592899874,-0.522033636
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,4,7607,0,7607,96,96,1,mean,train_split_standard,0.509886018,0.099513523,-0.678186496,-0.839032815,0.645636936,0.283724189,-2.288238611,1.780267710,0.434443915,-0.650801880,-0.664566173,-0.804460545,-0.993708992,-1.625891866,1.774083889,-0.281520471,-0.236412971,-1.234250073,-2.250240675,-1.975853132,-0.469193824,0.556592053
saugeenday_dataset,saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,5,4292,0,4292,96,96,1,mean,train_split_standard,-1.232032129,-0.534919770,-0.532631339,-0.839032815,0.651873712,0.187897536,-1.410478955,-0.504237442,-0.372657737,-0.423428321,-0.629404906,-0.804460545,-0.888730818,0.116063223,-2.285907425,0.068909627,-0.013662350,-1.728842878,1.189207480,1.241939370,-0.716605925,0.221227989
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,1,1805251,49,11802,96,96,1,mean,train_split_standard,-1.252053796,-1.357133521,2.823432864,1.933046810,1.691242605,-0.005691550,-1.520198912,1.864879012,2.627654924,-1.332922554,1.956096896,3.885145349,-0.931378201,1.378349518,-1.486212167,0.966884118,0.431838891,-1.399986846,1.189207480,-0.545723131,-0.840311976,-1.597447697
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,2,4869659,133,1726,96,96,1,mean,train_split_standard,-0.561022413,-0.706226031,1.744947702,2.776723217,1.039963776,0.005998984,-2.233378633,0.680320785,1.311728318,-1.332922554,0.606075369,1.670609233,-0.982311362,1.731789681,-0.963334497,0.960278105,1.768342617,-1.945994773,0.720191822,-0.188190631,-0.840311976,-1.480557445
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,3,1942317,53,2464,96,96,1,mean,train_split_standard,-1.261456950,-1.369504657,1.564350661,1.209895603,1.919390358,-0.004899549,-1.849358783,1.949490314,-0.333179939,1.736620480,4.500800408,1.149541911,2.425580112,0.444257659,-1.516969677,0.975764501,3.104846342,-1.359835379,0.876530375,1.420705620,-0.716605925,-1.678569126
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,4,688306,18,29488,96,96,1,mean,train_split_standard,-0.265271589,-0.438690323,1.336696273,3.138298821,1.005871873,-0.004131415,-2.617398482,0.172652974,1.147237493,-1.332922554,4.929931393,3.885145349,1.942419695,2.059984118,-0.809546948,0.869397904,-1.572916696,-3.355929610,0.720191822,-0.188190631,-0.840311976,-1.850791717
solar_10_minutes_dataset,solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,5,1928397,52,25145,96,96,1,mean,train_split_standard,0.147339588,-0.102610359,0.424094738,3.439611823,0.005929594,-0.006873824,-2.781978418,-0.419626140,1.206454190,1.622933701,2.475504110,0.889008250,2.643475986,-2.130806384,0.482268471,0.755277101,2.882095721,-3.265103853,1.189207480,-0.009424381,-0.716605925,-1.585191510
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,1,2054005,0,2054005,96,96,1,mean,train_split_standard,0.000000000,0.000000000,-1.333575993,-1.140345818,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.332922554,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,2,3282310,0,3282310,96,96,1,mean,train_split_standard,2.394287716,2.825585994,3.003350693,2.294622413,2.944259443,-0.005146885,-1.300758998,2.287935521,2.627654924,-1.332922554,8.022695723,3.885145349,1.383765463,-1.247205977,1.989386458,0.975972816,1.768342617,-1.439900347,0.876530375,0.884406870,-0.840311976,-1.958746651
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,3,957078,0,957078,96,96,1,mean,train_split_standard,0.000000000,0.000000000,-1.333575993,-1.140345818,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.332922554,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,4,3672467,0,3672467,96,96,1,mean,train_split_standard,2.153206430,2.567469863,1.677894121,1.330420804,1.549958483,-0.031575992,-3.824318009,1.187988596,0.434443915,-1.332922554,-0.282293055,1.540342402,-1.124306840,-1.474417510,0.420753451,0.900915265,-1.350166075,-3.215007368,1.032868927,0.348108120,-0.840311976,-1.261151797
solar_4_seconds_dataset,solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,5,3779290,0,3779290,96,96,1,mean,train_split_standard,0.186454070,0.873346145,0.957343785,1.450946005,1.677503326,-0.037153656,-3.550018117,1.103377295,0.434443915,2.077680817,-0.012226749,1.670609233,-1.130480556,-2.181297836,0.020905821,0.602353520,-1.350166075,-1.663138713,1.189207480,1.420705620,-0.716605925,-1.199509048
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,1,21558,0,21558,96,96,1,mean,train_split_standard,-0.769857136,-1.044156748,-0.640143897,-0.537719813,-0.728460701,0.103919433,-0.697299234,-0.842682649,-0.407749113,0.827126248,-0.489563388,-0.674193715,-0.661278107,-2.130806384,0.974388630,0.145323771,-0.013662350,0.321120494,-1.468547912,-0.545723131,-0.221781722,0.141821544
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,2,28250,0,28250,96,96,1,mean,train_split_standard,-0.967879339,-0.285769883,-0.505106070,-0.477457212,-0.766176895,0.083593436,0.783920185,-0.842682649,-1.086528454,1.168186585,-0.417320930,-0.543926884,-0.220298362,-1.171468799,1.374236259,0.550141198,-0.013662350,0.535189550,-1.155870807,1.420705620,-0.345487773,0.182848136
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,3,42021,0,42021,96,96,1,mean,train_split_standard,-0.320616314,-0.589232391,-0.183984583,-0.356932011,-0.519028297,0.004294099,-1.575058891,-0.504237442,-0.135790948,1.395560143,-0.187344038,-0.283393223,1.602417920,-1.827857673,0.820601080,0.881553928,-0.236412971,-0.245193352,-2.093902122,0.348108120,-0.469193824,-0.570970033
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,4,3147,0,3147,96,96,1,mean,train_split_standard,-1.204868389,-0.508175480,-0.802557146,-0.537719813,-0.634124457,-0.471912439,-0.642439256,-0.927293951,-0.798104422,0.940813027,-0.748488171,-0.413660054,0.110436448,2.186212748,-1.209394577,-0.203673156,-0.681914213,0.534829761,0.876530375,1.420705620,-0.098075671,0.781884978
sunspot_dataset_without_missing_values,sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,5,30879,0,30879,96,96,1,mean,train_split_standard,-0.557280535,-0.787323258,-0.471068381,-0.658245014,-0.482100863,0.060873889,-1.300758998,-0.758071347,1.640709970,0.486065911,-0.534976128,-0.413660054,-1.117596278,1.403595244,-0.901819477,0.466493713,-0.459163592,-0.304266529,-2.406579227,0.884406870,-0.345487773,-0.052778009
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,1,1485012,122,10154,96,96,1,mean,train_split_standard,-1.171144642,-1.554697530,-0.760778424,-0.356932011,-0.585682968,-0.705974848,-0.038979492,-0.588848743,-0.934119756,1.281873364,-0.706450088,-0.804460545,-0.043906463,0.848189274,-0.163639238,0.060225362,0.209088271,0.001301648,-1.468547912,-1.618320632,-0.221781722,0.666940774
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,2,7032304,581,8595,96,96,1,mean,train_split_standard,-1.681926214,-1.917851798,-0.489767213,-0.417194611,0.274056702,-0.098002636,0.619340250,-0.588848743,-0.618297370,1.281873364,-0.514376134,-0.674193715,2.425580112,0.671469193,-0.040609199,0.736984131,1.100090754,-0.104483584,-1.312209360,-2.512151882,-0.345487773,-0.178911372
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,3,7305543,604,3787,96,96,1,mean,train_split_standard,1.027118911,1.696038019,-0.872242932,-0.718507614,-0.758475642,0.232988597,0.838780164,-0.419626140,-1.123282686,1.281873364,-0.597340113,-0.934727375,0.203042194,0.696714919,-0.994092007,-0.149638242,0.654589512,0.396923581,0.094837612,-2.690918132,0.273042482,1.038969197
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,4,3102404,256,7620,96,96,1,mean,train_split_standard,-1.475729052,-1.779408548,-0.553101473,-0.417194611,-0.247641488,0.051022491,0.674200228,-0.673460045,-1.039393884,1.281873364,-0.463046524,-0.674193715,1.190836824,1.428840970,-0.317426788,0.626069378,0.877340133,-0.055805372,-1.155870807,-2.690918132,-0.345487773,0.051305437
traffic_hourly_dataset,traffic_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/traffic_hourly_dataset/traffic_hourly_dataset.tsf,train,5,2163242,178,11400,96,96,1,mean,train_split_standard,1.726454868,1.405493304,-0.716233003,-0.356932011,-0.422729364,-0.020854248,0.619340250,-0.588848743,-1.035797261,1.281873364,-0.708937716,-0.804460545,2.425580112,-0.439342748,0.020905821,0.245522753,0.654589512,0.534043895,-0.530516597,-0.188190631,-0.221781722,0.515324618
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,1,2476,0,2476,96,96,1,mean,train_split_standard,0.880902352,1.495417270,-1.147449111,-1.019820617,-1.570657467,0.395019379,1.058220078,-1.350350461,-1.077074619,-0.650801880,-0.807555078,-1.064994206,0.573465180,0.835566411,0.420753451,-2.625334014,-0.904664834,1.597811805,-2.406579227,-0.009424381,1.386396940,2.179986055
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,2,2676,0,2676,96,96,1,mean,train_split_standard,1.412240477,2.028457462,-1.109878956,-1.019820617,-1.498475635,0.611815289,1.058220078,-1.350350461,-1.044906201,-0.650801880,-0.778782875,-0.804460545,2.425580112,1.479332422,-1.055607027,-2.261002609,-0.904664834,1.233112944,1.189207480,0.705640620,1.262690889,1.905158591
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,3,1539,0,1539,96,96,1,mean,train_split_standard,2.080417871,1.829806286,-1.146803249,-1.019820617,-1.140554549,1.287390249,0.948500121,-1.350350461,-1.066351813,-0.650801880,-0.822747756,-1.064994206,0.573465180,0.116063223,0.174693371,-2.842968505,-0.459163592,1.567074560,1.189207480,-0.188190631,1.386396940,2.275932725
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,4,1392,0,1392,96,96,1,mean,train_split_standard,1.870096031,1.572580179,-1.120986755,-0.899295416,-1.582097979,0.879911229,0.948500121,-1.350350461,-1.195025488,-0.650801880,-0.833611279,-1.195261036,2.425580112,0.191800400,0.605298510,-2.619642768,-0.459163592,1.512026519,1.189207480,1.420705620,1.262690889,2.188894740
us_births_dataset,us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,train,5,2048,0,2048,96,96,1,mean,train_split_standard,2.726842349,2.474997212,-1.114132872,-1.019820617,-1.208147262,0.997543066,1.113080056,-1.265739159,-1.173579875,-0.650801880,-0.815895025,-1.064994206,2.425580112,-0.464588473,0.974388630,-2.190602210,-1.127415454,1.563554542,0.876530375,1.420705620,1.262690889,1.753138133
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,1,1633000,119,4557,96,96,1,mean,train_split_standard,0.794519363,0.255288985,-1.144889167,-0.839032815,-1.869647265,1.025907236,-1.245899020,-1.434961762,0.191615973,-0.650801880,-0.878482876,-1.195261036,-0.043906463,-0.969502992,0.359238431,-1.970912170,-0.904664834,-0.073912111,1.189207480,-1.260788131,1.262690889,1.827257143
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,2,16464304,1384,9732,96,96,1,mean,train_split_standard,0.156089840,0.804548545,-1.094820788,-1.019820617,-1.475435988,-0.443336638,1.058220078,-0.842682649,-1.144668012,0.031318795,-0.773313506,-1.195261036,-0.661278107,0.936549315,-1.147879557,-1.228731520,-0.681914213,1.539099186,0.720191822,0.348108120,1.138984838,1.465132446
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,3,4278091,309,5081,96,96,1,mean,train_split_standard,1.099038144,0.483194666,-1.201066787,-1.019820617,-1.990799543,2.396674264,-1.355618977,-1.350350461,0.456286668,-0.878175438,-0.878901763,-0.934727375,0.573465180,0.671469193,-0.071366709,-2.330442044,-1.127415454,-1.380072665,-2.406579227,-0.188190631,2.747163500,1.813550617
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,4,12789968,1001,8300,96,96,1,mean,train_split_standard,-1.138801766,-0.363548007,-1.148585421,-1.019820617,-1.558143559,0.781164493,0.235320400,-1.265739159,0.890631805,-0.537115100,-0.788695444,-1.195261036,-1.060753877,0.797697822,-2.316664935,-1.891905963,-0.681914213,1.148605341,0.563853270,-0.009424381,1.386396940,1.465954721
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,5,6370392,451,5639,96,96,1,mean,train_split_standard,1.409351498,0.674351127,-1.193660082,-1.080083217,-1.869527172,-2.705950292,-1.355618977,-1.434961762,-0.071295482,-0.537115100,-0.886832301,-1.064994206,-0.043906463,-0.792782910,0.205450881,-2.121819800,-0.904664834,0.209927664,1.189207480,0.348108120,2.252339296,1.841856633
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,1,2578253,0,2578253,96,96,1,mean,train_split_standard,1.074939647,0.596669360,-0.318935350,0.185431394,0.456410455,-0.148086707,-3.111138289,0.341875577,-0.456548058,-1.332922554,-0.446143553,-0.022859563,-0.941901581,1.075400807,2.789081717,0.341076535,-1.350166075,-0.705205047,0.876530375,0.348108120,-0.469193824,-0.437055279
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,2,3245774,0,3245774,96,96,1,mean,train_split_standard,1.924755550,0.261001422,-0.829313728,-0.658245014,-0.337864926,0.142794990,-2.836838396,0.341875577,-0.826652416,1.963994038,-0.544088335,-0.413660054,-0.941901581,0.873435000,-0.440456828,-0.598112221,-1.350166075,-0.297938509,0.563853270,1.420705620,0.025630380,0.679489091
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,3,1081727,0,1081727,96,96,1,mean,train_split_standard,-0.775182447,-0.874640006,2.148336765,3.198561421,1.539734182,0.075717459,-3.879177988,0.088041672,1.311728318,0.827126248,-0.621650522,1.019275081,-1.155175422,1.858018311,-1.332424617,0.859358649,-1.572916696,-1.923508832,0.876530375,0.526874370,-0.840311976,-1.399992909
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,4,4992209,0,4992209,96,96,1,mean,train_split_standard,0.174984465,0.699854381,0.344144666,0.305956595,0.321285562,0.045713509,-2.123658676,1.441822502,-0.372657737,1.622933701,-0.459805058,0.889008250,-1.083690284,-0.136394037,2.327719068,0.413567665,-1.350166075,-0.499766805,0.876530375,1.420705620,-0.716605925,-0.325637336
