dataset,registry_name,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,input_len,pred_len,n_channels,pooling,scale,pc1,pc2,pc3,pc1_explained_ratio,pc2_explained_ratio,pc3_explained_ratio
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,1,1633000,119,4557,96,96,1,mean,train_split_standard,-3.575457573,1.457034183,0.476938737,0.359667531,0.099896136,0.091346773
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,2,16464304,1384,9732,96,96,1,mean,train_split_standard,-3.885619531,0.910759525,-1.170439663,0.359667531,0.099896136,0.091346773
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,3,4278091,309,5081,96,96,1,mean,train_split_standard,-4.089886768,2.728087942,0.741042912,0.359667531,0.099896136,0.091346773
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,4,12789968,1001,8300,96,96,1,mean,train_split_standard,-3.623312134,1.102024103,-2.505468820,0.359667531,0.099896136,0.091346773
weather_dataset,weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,train,5,6370392,451,5639,96,96,1,mean,train_split_standard,-3.842241257,3.143001392,1.069183259,0.359667531,0.099896136,0.091346773
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,1,2578253,0,2578253,96,96,1,mean,train_split_standard,0.962895982,1.516573458,0.020924161,0.359667531,0.099896136,0.091346773
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,2,3245774,0,3245774,96,96,1,mean,train_split_standard,-0.717185819,1.538625556,-0.222668238,0.359667531,0.099896136,0.091346773
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,3,1081727,0,1081727,96,96,1,mean,train_split_standard,4.786986398,1.562070647,-2.042368366,0.359667531,0.099896136,0.091346773
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,4,4992209,0,4992209,96,96,1,mean,train_split_standard,1.730595710,0.057883397,-0.187673108,0.359667531,0.099896136,0.091346773
wind_4_seconds_dataset,wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,train,5,5157569,0,5157569,96,96,1,mean,train_split_standard,-0.802710392,0.296622877,-0.123902612,0.359667531,0.099896136,0.091346773
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,1,84807942,229,367169,96,96,1,mean,train_split_standard,-0.802710392,0.296622877,-0.123902612,0.359667531,0.099896136,0.091346773
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,2,90124636,244,152808,96,96,1,mean,train_split_standard,-0.802710392,0.296622877,-0.123902612,0.359667531,0.099896136,0.091346773
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,3,53529850,145,62985,96,96,1,mean,train_split_standard,-2.082263807,0.924020619,1.062944053,0.359667531,0.099896136,0.091346773
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,4,101057714,274,23776,96,96,1,mean,train_split_standard,0.809900563,1.745525877,0.686915561,0.359667531,0.099896136,0.091346773
wind_farms_minutely_dataset_without_missing_values,wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,train,5,114937947,311,260740,96,96,1,mean,train_split_standard,-0.802710392,0.296622877,-0.123902612,0.359667531,0.099896136,0.091346773
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,1,9833,0,9833,96,96,3,mean,train_split_standard,-0.345628060,-1.064886277,2.192634228,0.359667531,0.099896136,0.091346773
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,2,22920,0,22920,96,96,3,mean,train_split_standard,-0.023309732,-1.040350021,1.816586351,0.359667531,0.099896136,0.091346773
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,3,6635,0,6635,96,96,3,mean,train_split_standard,-0.057724052,-1.557530660,2.163311767,0.359667531,0.099896136,0.091346773
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,4,24091,0,24091,96,96,3,mean,train_split_standard,0.123057031,-2.385631425,1.244173538,0.359667531,0.099896136,0.091346773
Australia_Solar__H,Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,train,5,16006,0,16006,96,96,3,mean,train_split_standard,0.010387034,-1.923905328,0.507556316,0.359667531,0.099896136,0.091346773
CPHL__15T,CPHL__15T,TIME,arrow,dataset/Time_Dataset/CPHL/15T/data-00000-of-00001.arrow,train,1,3611,0,3611,96,96,1,mean,train_split_standard,-0.811366448,-1.333065791,0.033930480,0.359667531,0.099896136,0.091346773
CPHL__15T,CPHL__15T,TIME,arrow,dataset/Time_Dataset/CPHL/15T/data-00000-of-00001.arrow,train,2,9997,1,2607,96,96,1,mean,train_split_standard,-1.762236423,-1.313725797,0.184846882,0.359667531,0.099896136,0.091346773
CPHL__15T,CPHL__15T,TIME,arrow,dataset/Time_Dataset/CPHL/15T/data-00000-of-00001.arrow,train,3,4247,0,4247,96,96,1,mean,train_split_standard,1.730396265,-1.050307416,-1.421512105,0.359667531,0.099896136,0.091346773
CPHL__15T,CPHL__15T,TIME,arrow,dataset/Time_Dataset/CPHL/15T/data-00000-of-00001.arrow,train,4,13970,1,6580,96,96,1,mean,train_split_standard,-2.368339013,-0.345280195,-1.503129546,0.359667531,0.099896136,0.091346773
CPHL__15T,CPHL__15T,TIME,arrow,dataset/Time_Dataset/CPHL/15T/data-00000-of-00001.arrow,train,5,4204,0,4204,96,96,1,mean,train_split_standard,2.001025315,-0.793829687,-1.741745695,0.359667531,0.099896136,0.091346773
CPHL__30T,CPHL__30T,TIME,arrow,dataset/Time_Dataset/CPHL/30T/data-00000-of-00001.arrow,train,1,17558,1,9484,96,96,1,mean,train_split_standard,-4.178317920,0.146785043,-3.773497410,0.359667531,0.099896136,0.091346773
CPHL__30T,CPHL__30T,TIME,arrow,dataset/Time_Dataset/CPHL/30T/data-00000-of-00001.arrow,train,2,19284,1,11210,96,96,1,mean,train_split_standard,-0.310179793,0.078543705,-1.492298771,0.359667531,0.099896136,0.091346773
CPHL__30T,CPHL__30T,TIME,arrow,dataset/Time_Dataset/CPHL/30T/data-00000-of-00001.arrow,train,3,14768,1,6694,96,96,1,mean,train_split_standard,-0.758624854,-0.502650466,1.261783727,0.359667531,0.099896136,0.091346773
CPHL__30T,CPHL__30T,TIME,arrow,dataset/Time_Dataset/CPHL/30T/data-00000-of-00001.arrow,train,4,10714,1,2640,96,96,1,mean,train_split_standard,-2.617941044,-1.267385881,-1.029008990,0.359667531,0.099896136,0.091346773
CPHL__30T,CPHL__30T,TIME,arrow,dataset/Time_Dataset/CPHL/30T/data-00000-of-00001.arrow,train,5,2875,0,2875,96,96,1,mean,train_split_standard,-0.361645832,0.408554114,-1.078413098,0.359667531,0.099896136,0.091346773
CPHL__H,CPHL__H,TIME,arrow,dataset/Time_Dataset/CPHL/H/data-00000-of-00001.arrow,train,1,10543,2,4898,96,96,1,mean,train_split_standard,-3.696453746,-0.331851976,-1.234348638,0.359667531,0.099896136,0.091346773
CPHL__H,CPHL__H,TIME,arrow,dataset/Time_Dataset/CPHL/H/data-00000-of-00001.arrow,train,2,3017,0,3017,96,96,1,mean,train_split_standard,2.952297932,-2.139670635,-0.217392460,0.359667531,0.099896136,0.091346773
CPHL__H,CPHL__H,TIME,arrow,dataset/Time_Dataset/CPHL/H/data-00000-of-00001.arrow,train,3,9534,2,3889,96,96,1,mean,train_split_standard,-1.189196623,-2.435330045,0.649998588,0.359667531,0.099896136,0.091346773
CPHL__H,CPHL__H,TIME,arrow,dataset/Time_Dataset/CPHL/H/data-00000-of-00001.arrow,train,4,4843,1,902,96,96,1,mean,train_split_standard,0.211359986,-1.751615501,1.385000716,0.359667531,0.099896136,0.091346773
CPHL__H,CPHL__H,TIME,arrow,dataset/Time_Dataset/CPHL/H/data-00000-of-00001.arrow,train,5,1577,0,1577,96,96,1,mean,train_split_standard,0.992601368,-2.278720098,-0.584647684,0.359667531,0.099896136,0.091346773
Coastal_T_S__15T,Coastal_T_S__15T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/15T/data-00000-of-00001.arrow,train,1,46608,3,176,96,96,3,mean,train_split_standard,1.772040818,1.000669467,-0.713352383,0.359667531,0.099896136,0.091346773
Coastal_T_S__15T,Coastal_T_S__15T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/15T/data-00000-of-00001.arrow,train,2,11589,0,11589,96,96,3,mean,train_split_standard,-4.021691675,2.030682734,0.089147750,0.359667531,0.099896136,0.091346773
Coastal_T_S__15T,Coastal_T_S__15T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/15T/data-00000-of-00001.arrow,train,3,58530,3,12098,96,96,3,mean,train_split_standard,-1.979782028,0.778395531,-1.233268098,0.359667531,0.099896136,0.091346773
Coastal_T_S__15T,Coastal_T_S__15T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/15T/data-00000-of-00001.arrow,train,4,52233,3,5801,96,96,3,mean,train_split_standard,2.097099405,0.579521595,-1.246410015,0.359667531,0.099896136,0.091346773
Coastal_T_S__15T,Coastal_T_S__15T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/15T/data-00000-of-00001.arrow,train,5,29030,1,13842,96,96,3,mean,train_split_standard,-4.243867179,1.918946961,0.511924659,0.359667531,0.099896136,0.091346773
Coastal_T_S__20T,Coastal_T_S__20T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/20T/data-00000-of-00001.arrow,train,1,2762,0,2762,96,96,3,mean,train_split_standard,4.017189695,-0.408060477,1.186156750,0.359667531,0.099896136,0.091346773
Coastal_T_S__20T,Coastal_T_S__20T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/20T/data-00000-of-00001.arrow,train,2,1975,0,1975,96,96,3,mean,train_split_standard,2.595391541,-0.163581321,0.242932829,0.359667531,0.099896136,0.091346773
Coastal_T_S__20T,Coastal_T_S__20T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/20T/data-00000-of-00001.arrow,train,3,3147,0,3147,96,96,3,mean,train_split_standard,1.490010929,0.045485555,0.865992432,0.359667531,0.099896136,0.091346773
Coastal_T_S__20T,Coastal_T_S__20T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/20T/data-00000-of-00001.arrow,train,4,4839,0,4839,96,96,3,mean,train_split_standard,3.026205883,-0.192020120,2.278922984,0.359667531,0.099896136,0.091346773
Coastal_T_S__20T,Coastal_T_S__20T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/20T/data-00000-of-00001.arrow,train,5,2574,0,2574,96,96,3,mean,train_split_standard,4.030389691,0.094909559,1.203661575,0.359667531,0.099896136,0.091346773
Coastal_T_S__5T,Coastal_T_S__5T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/5T/data-00000-of-00001.arrow,train,1,348585,7,26264,96,96,3,mean,train_split_standard,-1.170478878,-0.196844462,0.071916430,0.359667531,0.099896136,0.091346773
Coastal_T_S__5T,Coastal_T_S__5T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/5T/data-00000-of-00001.arrow,train,2,386996,7,64675,96,96,3,mean,train_split_standard,-0.153612684,0.822979470,-2.046326793,0.359667531,0.099896136,0.091346773
Coastal_T_S__5T,Coastal_T_S__5T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/5T/data-00000-of-00001.arrow,train,3,544918,11,32651,96,96,3,mean,train_split_standard,1.250866083,2.134236223,0.145634495,0.359667531,0.099896136,0.091346773
Coastal_T_S__5T,Coastal_T_S__5T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/5T/data-00000-of-00001.arrow,train,4,109409,2,6521,96,96,3,mean,train_split_standard,1.044355819,2.241557525,-0.873871008,0.359667531,0.099896136,0.091346773
Coastal_T_S__5T,Coastal_T_S__5T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/5T/data-00000-of-00001.arrow,train,5,171358,3,37256,96,96,3,mean,train_split_standard,1.264880678,0.548511205,-0.452045541,0.359667531,0.099896136,0.091346773
Coastal_T_S__H,Coastal_T_S__H,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/H/data-00000-of-00001.arrow,train,1,25641,7,12,96,96,3,mean,train_split_standard,-1.578631604,0.127706836,-1.133121960,0.359667531,0.099896136,0.091346773
Coastal_T_S__H,Coastal_T_S__H,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/H/data-00000-of-00001.arrow,train,2,49650,13,904,96,96,3,mean,train_split_standard,-2.073124636,-0.721519604,1.773876458,0.359667531,0.099896136,0.091346773
Coastal_T_S__H,Coastal_T_S__H,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/H/data-00000-of-00001.arrow,train,3,60643,15,5506,96,96,3,mean,train_split_standard,-2.715902751,1.862205800,-1.567540220,0.359667531,0.099896136,0.091346773
Coastal_T_S__H,Coastal_T_S__H,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/H/data-00000-of-00001.arrow,train,4,65002,16,3908,96,96,3,mean,train_split_standard,-4.828086607,1.118165865,-1.055031354,0.359667531,0.099896136,0.091346773
Coastal_T_S__H,Coastal_T_S__H,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/H/data-00000-of-00001.arrow,train,5,42944,11,618,96,96,3,mean,train_split_standard,-2.253784745,0.813810904,0.841762442,0.359667531,0.099896136,0.091346773
Crypto__D,Crypto__D,TIME,arrow,dataset/Time_Dataset/Crypto/D/data-00000-of-00001.arrow,train,1,981,0,981,96,96,4,mean,train_split_standard,2.844753643,0.311896348,-2.136706561,0.359667531,0.099896136,0.091346773
Crypto__D,Crypto__D,TIME,arrow,dataset/Time_Dataset/Crypto/D/data-00000-of-00001.arrow,train,2,1233,0,1233,96,96,4,mean,train_split_standard,1.983839352,-1.528670789,0.055114277,0.359667531,0.099896136,0.091346773
Crypto__D,Crypto__D,TIME,arrow,dataset/Time_Dataset/Crypto/D/data-00000-of-00001.arrow,train,3,966,0,966,96,96,4,mean,train_split_standard,2.216734270,-1.008321258,-1.706018408,0.359667531,0.099896136,0.091346773
Crypto__D,Crypto__D,TIME,arrow,dataset/Time_Dataset/Crypto/D/data-00000-of-00001.arrow,train,4,1722,0,1722,96,96,4,mean,train_split_standard,1.636732240,-0.810435868,-0.148717703,0.359667531,0.099896136,0.091346773
Crypto__D,Crypto__D,TIME,arrow,dataset/Time_Dataset/Crypto/D/data-00000-of-00001.arrow,train,5,807,0,807,96,96,4,mean,train_split_standard,1.237838899,0.876316115,0.459900969,0.359667531,0.099896136,0.091346773
EWELD_Load__15T,EWELD_Load__15T,TIME,arrow,dataset/Time_Dataset/EWELD_Load/15T/data-00000-of-00001.arrow,train,1,4272,0,4272,96,96,10,mean,train_split_standard,1.710386249,-0.790208314,-1.223094366,0.359667531,0.099896136,0.091346773
EWELD_Load__15T,EWELD_Load__15T,TIME,arrow,dataset/Time_Dataset/EWELD_Load/15T/data-00000-of-00001.arrow,train,2,2661,0,2661,96,96,10,mean,train_split_standard,1.136442374,-0.425311859,-1.448853340,0.359667531,0.099896136,0.091346773
EWELD_Load__15T,EWELD_Load__15T,TIME,arrow,dataset/Time_Dataset/EWELD_Load/15T/data-00000-of-00001.arrow,train,3,13216,0,13216,96,96,10,mean,train_split_standard,1.435811116,-0.471775039,-1.332093477,0.359667531,0.099896136,0.091346773
EWELD_Load__15T,EWELD_Load__15T,TIME,arrow,dataset/Time_Dataset/EWELD_Load/15T/data-00000-of-00001.arrow,train,4,12151,0,12151,96,96,10,mean,train_split_standard,0.782820753,-0.900671938,-1.236118018,0.359667531,0.099896136,0.091346773
EWELD_Load__15T,EWELD_Load__15T,TIME,arrow,dataset/Time_Dataset/EWELD_Load/15T/data-00000-of-00001.arrow,train,5,4817,0,4817,96,96,10,mean,train_split_standard,1.283040561,-1.491812178,-0.779358393,0.359667531,0.099896136,0.091346773
Finland_Traffic__15T,Finland_Traffic__15T,TIME,arrow,dataset/Time_Dataset/Finland_Traffic/15T/data-00000-of-00001.arrow,train,1,12427,0,12427,96,96,1,mean,train_split_standard,4.221289532,-1.209810024,-2.365217456,0.359667531,0.099896136,0.091346773
Finland_Traffic__15T,Finland_Traffic__15T,TIME,arrow,dataset/Time_Dataset/Finland_Traffic/15T/data-00000-of-00001.arrow,train,2,10263,0,10263,96,96,1,mean,train_split_standard,2.369849443,-0.665405406,-3.127039799,0.359667531,0.099896136,0.091346773
Finland_Traffic__15T,Finland_Traffic__15T,TIME,arrow,dataset/Time_Dataset/Finland_Traffic/15T/data-00000-of-00001.arrow,train,3,16340,0,16340,96,96,1,mean,train_split_standard,4.272164746,-0.321118323,-1.437924315,0.359667531,0.099896136,0.091346773
Finland_Traffic__15T,Finland_Traffic__15T,TIME,arrow,dataset/Time_Dataset/Finland_Traffic/15T/data-00000-of-00001.arrow,train,4,22897,0,22897,96,96,1,mean,train_split_standard,2.864308435,-2.581427692,-1.716996548,0.359667531,0.099896136,0.091346773
Finland_Traffic__15T,Finland_Traffic__15T,TIME,arrow,dataset/Time_Dataset/Finland_Traffic/15T/data-00000-of-00001.arrow,train,5,20267,0,20267,96,96,1,mean,train_split_standard,3.642077034,-1.891826990,-1.319341249,0.359667531,0.099896136,0.091346773
MetroPT-3__5T,MetroPT-3__5T,TIME,arrow,dataset/Time_Dataset/MetroPT-3/5T/data-00000-of-00001.arrow,train,1,11753,0,11753,96,96,6,mean,train_split_standard,-4.449082138,0.219035236,-0.389326079,0.359667531,0.099896136,0.091346773
MetroPT-3__5T,MetroPT-3__5T,TIME,arrow,dataset/Time_Dataset/MetroPT-3/5T/data-00000-of-00001.arrow,train,2,53,0,53,96,96,6,mean,train_split_standard,-4.035578667,0.936948996,-1.492389965,0.359667531,0.099896136,0.091346773
MetroPT-3__5T,MetroPT-3__5T,TIME,arrow,dataset/Time_Dataset/MetroPT-3/5T/data-00000-of-00001.arrow,train,3,3630,0,3630,96,96,6,mean,train_split_standard,-4.495207142,1.526827449,-0.159130387,0.359667531,0.099896136,0.091346773
MetroPT-3__5T,MetroPT-3__5T,TIME,arrow,dataset/Time_Dataset/MetroPT-3/5T/data-00000-of-00001.arrow,train,4,8778,0,8778,96,96,6,mean,train_split_standard,-5.052521742,1.333289792,0.168155948,0.359667531,0.099896136,0.091346773
MetroPT-3__5T,MetroPT-3__5T,TIME,arrow,dataset/Time_Dataset/MetroPT-3/5T/data-00000-of-00001.arrow,train,5,12040,0,12040,96,96,6,mean,train_split_standard,1.105344882,-0.845982386,0.939256800,0.359667531,0.099896136,0.091346773
NE_China_Wind__H,NE_China_Wind__H,TIME,arrow,dataset/Time_Dataset/NE_China_Wind/H/data-00000-of-00001.arrow,train,1,4867,0,4867,96,96,4,mean,train_split_standard,-0.069043675,-1.251004673,0.603159277,0.359667531,0.099896136,0.091346773
NE_China_Wind__H,NE_China_Wind__H,TIME,arrow,dataset/Time_Dataset/NE_China_Wind/H/data-00000-of-00001.arrow,train,2,3995,0,3995,96,96,4,mean,train_split_standard,1.709787915,-0.598424155,1.138630596,0.359667531,0.099896136,0.091346773
NE_China_Wind__H,NE_China_Wind__H,TIME,arrow,dataset/Time_Dataset/NE_China_Wind/H/data-00000-of-00001.arrow,train,3,4067,0,4067,96,96,4,mean,train_split_standard,1.482671586,-1.709415085,1.169954672,0.359667531,0.099896136,0.091346773
NE_China_Wind__H,NE_China_Wind__H,TIME,arrow,dataset/Time_Dataset/NE_China_Wind/H/data-00000-of-00001.arrow,train,4,5356,0,5356,96,96,4,mean,train_split_standard,0.840921485,0.020154355,0.802042075,0.359667531,0.099896136,0.091346773
NE_China_Wind__H,NE_China_Wind__H,TIME,arrow,dataset/Time_Dataset/NE_China_Wind/H/data-00000-of-00001.arrow,train,5,1575,0,1575,96,96,4,mean,train_split_standard,4.397730276,0.275976071,0.595608495,0.359667531,0.099896136,0.091346773
Oil_Price__B,Oil_Price__B,TIME,arrow,dataset/Time_Dataset/Oil_Price/B/data-00000-of-00001.arrow,train,1,181,0,181,96,96,12,mean,train_split_standard,2.140984793,1.027141987,-0.998724316,0.359667531,0.099896136,0.091346773
Oil_Price__B,Oil_Price__B,TIME,arrow,dataset/Time_Dataset/Oil_Price/B/data-00000-of-00001.arrow,train,2,1740,0,1740,96,96,12,mean,train_split_standard,2.031085408,-1.041355391,-0.287555232,0.359667531,0.099896136,0.091346773
Oil_Price__B,Oil_Price__B,TIME,arrow,dataset/Time_Dataset/Oil_Price/B/data-00000-of-00001.arrow,train,3,201,0,201,96,96,12,mean,train_split_standard,1.592266800,0.698398397,-1.205548960,0.359667531,0.099896136,0.091346773
Oil_Price__B,Oil_Price__B,TIME,arrow,dataset/Time_Dataset/Oil_Price/B/data-00000-of-00001.arrow,train,4,679,0,679,96,96,12,mean,train_split_standard,1.933128169,0.705594539,-1.806153595,0.359667531,0.099896136,0.091346773
Oil_Price__B,Oil_Price__B,TIME,arrow,dataset/Time_Dataset/Oil_Price/B/data-00000-of-00001.arrow,train,5,841,0,841,96,96,12,mean,train_split_standard,1.861058364,0.967759342,-0.586103349,0.359667531,0.099896136,0.091346773
OpenElectricity_NEM__5T,OpenElectricity_NEM__5T,TIME,arrow,dataset/Time_Dataset/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,train,1,14525,0,14525,96,96,10,mean,train_split_standard,2.681631433,0.245559372,0.237530642,0.359667531,0.099896136,0.091346773
OpenElectricity_NEM__5T,OpenElectricity_NEM__5T,TIME,arrow,dataset/Time_Dataset/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,train,2,9164,0,9164,96,96,10,mean,train_split_standard,2.253621486,-0.995240554,-1.220914576,0.359667531,0.099896136,0.091346773
OpenElectricity_NEM__5T,OpenElectricity_NEM__5T,TIME,arrow,dataset/Time_Dataset/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,train,3,21726,0,21726,96,96,10,mean,train_split_standard,1.076598498,-0.009046002,-0.868461484,0.359667531,0.099896136,0.091346773
OpenElectricity_NEM__5T,OpenElectricity_NEM__5T,TIME,arrow,dataset/Time_Dataset/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,train,4,2934,0,2934,96,96,10,mean,train_split_standard,3.411596682,1.990647111,0.122539351,0.359667531,0.099896136,0.091346773
OpenElectricity_NEM__5T,OpenElectricity_NEM__5T,TIME,arrow,dataset/Time_Dataset/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,train,5,18399,0,18399,96,96,10,mean,train_split_standard,1.254152911,-0.722538827,-0.832506605,0.359667531,0.099896136,0.091346773
Port_Activity__D,Port_Activity__D,TIME,arrow,dataset/Time_Dataset/Port_Activity/D/data-00000-of-00001.arrow,train,1,19932,15,477,96,96,2,mean,train_split_standard,-5.299028581,1.818512703,0.594314266,0.359667531,0.099896136,0.091346773
Port_Activity__D,Port_Activity__D,TIME,arrow,dataset/Time_Dataset/Port_Activity/D/data-00000-of-00001.arrow,train,2,124066,95,851,96,96,2,mean,train_split_standard,-5.688540899,1.448494029,-0.235178973,0.359667531,0.099896136,0.091346773
Port_Activity__D,Port_Activity__D,TIME,arrow,dataset/Time_Dataset/Port_Activity/D/data-00000-of-00001.arrow,train,3,121942,94,24,96,96,2,mean,train_split_standard,-3.671461495,2.932998502,-0.262463916,0.359667531,0.099896136,0.091346773
Port_Activity__D,Port_Activity__D,TIME,arrow,dataset/Time_Dataset/Port_Activity/D/data-00000-of-00001.arrow,train,4,77908,60,88,96,96,2,mean,train_split_standard,-5.845841867,0.853725386,0.488185066,0.359667531,0.099896136,0.091346773
Port_Activity__D,Port_Activity__D,TIME,arrow,dataset/Time_Dataset/Port_Activity/D/data-00000-of-00001.arrow,train,5,22975,17,926,96,96,2,mean,train_split_standard,-5.622100687,1.499913763,-0.729562573,0.359667531,0.099896136,0.091346773
SG_Carpark__15T,SG_Carpark__15T,TIME,arrow,dataset/Time_Dataset/SG_Carpark/15T/data-00000-of-00001.arrow,train,1,3038171,305,1896,96,96,1,mean,train_split_standard,5.507913954,-0.027483365,-2.261213128,0.359667531,0.099896136,0.091346773
SG_Carpark__15T,SG_Carpark__15T,TIME,arrow,dataset/Time_Dataset/SG_Carpark/15T/data-00000-of-00001.arrow,train,2,2021822,203,957,96,96,1,mean,train_split_standard,5.890399851,2.791778232,-0.977788323,0.359667531,0.099896136,0.091346773
SG_Carpark__15T,SG_Carpark__15T,TIME,arrow,dataset/Time_Dataset/SG_Carpark/15T/data-00000-of-00001.arrow,train,3,878202,88,2162,96,96,1,mean,train_split_standard,4.049650551,-2.021955214,0.542181090,0.359667531,0.099896136,0.091346773
SG_Carpark__15T,SG_Carpark__15T,TIME,arrow,dataset/Time_Dataset/SG_Carpark/15T/data-00000-of-00001.arrow,train,4,307986,30,9336,96,96,1,mean,train_split_standard,2.718022146,2.117859800,-0.635012071,0.359667531,0.099896136,0.091346773
SG_Carpark__15T,SG_Carpark__15T,TIME,arrow,dataset/Time_Dataset/SG_Carpark/15T/data-00000-of-00001.arrow,train,5,2173299,218,3109,96,96,1,mean,train_split_standard,3.913689308,2.425801536,-0.626241212,0.359667531,0.099896136,0.091346773
SG_PM25__H,SG_PM25__H,TIME,arrow,dataset/Time_Dataset/SG_PM25/H/data-00000-of-00001.arrow,train,1,10048,0,10048,96,96,5,mean,train_split_standard,-3.544289511,0.307979801,-1.617149697,0.359667531,0.099896136,0.091346773
SG_PM25__H,SG_PM25__H,TIME,arrow,dataset/Time_Dataset/SG_PM25/H/data-00000-of-00001.arrow,train,2,9968,0,9968,96,96,5,mean,train_split_standard,-2.848970317,-0.840984318,0.141190452,0.359667531,0.099896136,0.091346773
SG_PM25__H,SG_PM25__H,TIME,arrow,dataset/Time_Dataset/SG_PM25/H/data-00000-of-00001.arrow,train,3,23133,0,23133,96,96,5,mean,train_split_standard,-3.547576119,0.105784716,-0.378311145,0.359667531,0.099896136,0.091346773
SG_PM25__H,SG_PM25__H,TIME,arrow,dataset/Time_Dataset/SG_PM25/H/data-00000-of-00001.arrow,train,4,8165,0,8165,96,96,5,mean,train_split_standard,-3.357742787,0.379402648,-0.200226343,0.359667531,0.099896136,0.091346773
