group_id,group_rank,dataset_id,dataset_name,frequency,dataset_dir,arrow_path,sample_rank,candidate_index,row_index,variate_index,item_id,variate_name,series_length_original,series_length_used,downsampled,sampled_with_replacement,pc1,pc2,pc1_explained_ratio,pc2_explained_ratio
group_005,1,Coastal_T_S/15T,Coastal_T_S,15T,TIME/Coastal_T_S/15T,TIME/Coastal_T_S/15T/data-00000-of-00001.arrow,4,12,4,0,WATR20,TEMP,16686,16686,False,False,1.970366990,-0.951273345,0.360542135,0.137536367
group_005,1,Coastal_T_S/15T,Coastal_T_S,15T,TIME/Coastal_T_S/15T,TIME/Coastal_T_S/15T/data-00000-of-00001.arrow,5,2,0,2,NRSMAI,PRES_REL,21971,21971,False,False,-5.233872608,4.505695068,0.360542135,0.137536367
group_005,2,Housing_Inventory/M,Housing_Inventory,M,TIME/Housing_Inventory/M,TIME/Housing_Inventory/M/data-00000-of-00001.arrow,1,2,0,2,item0,MEDLISPRIUS,114,114,False,True,0.314298524,2.608940178,0.360542135,0.137536367
group_005,2,Housing_Inventory/M,Housing_Inventory,M,TIME/Housing_Inventory/M,TIME/Housing_Inventory/M/data-00000-of-00001.arrow,2,3,0,3,item0,MEDSQUFEEUS,114,114,False,True,-1.469211878,1.347042172,0.360542135,0.137536367
group_005,2,Housing_Inventory/M,Housing_Inventory,M,TIME/Housing_Inventory/M,TIME/Housing_Inventory/M/data-00000-of-00001.arrow,3,1,0,1,item0,MEDDAYONMARUS,114,114,False,True,-3.175134891,0.385937714,0.360542135,0.137536367
group_005,2,Housing_Inventory/M,Housing_Inventory,M,TIME/Housing_Inventory/M,TIME/Housing_Inventory/M/data-00000-of-00001.arrow,4,1,0,1,item0,MEDDAYONMARUS,114,114,False,True,-3.175134891,0.385937714,0.360542135,0.137536367
group_005,2,Housing_Inventory/M,Housing_Inventory,M,TIME/Housing_Inventory/M,TIME/Housing_Inventory/M/data-00000-of-00001.arrow,5,1,0,1,item0,MEDDAYONMARUS,114,114,False,True,-3.175134891,0.385937714,0.360542135,0.137536367
group_005,3,EWELD_Load/15T,EWELD_Load,15T,TIME/EWELD_Load/15T,TIME/EWELD_Load/15T/data-00000-of-00001.arrow,1,2,0,2,item0,User_U62,20544,20544,False,False,-1.189946142,-2.138240181,0.360542135,0.137536367
group_005,3,EWELD_Load/15T,EWELD_Load,15T,TIME/EWELD_Load/15T,TIME/EWELD_Load/15T/data-00000-of-00001.arrow,2,4,0,4,item0,User_U142,20544,20544,False,False,-0.016116925,-1.536751558,0.360542135,0.137536367
group_005,3,EWELD_Load/15T,EWELD_Load,15T,TIME/EWELD_Load/15T,TIME/EWELD_Load/15T/data-00000-of-00001.arrow,3,5,0,5,item0,User_U143,20544,20544,False,False,-2.437679623,-0.581936930,0.360542135,0.137536367
group_005,3,EWELD_Load/15T,EWELD_Load,15T,TIME/EWELD_Load/15T,TIME/EWELD_Load/15T/data-00000-of-00001.arrow,4,6,0,6,item0,User_U148,20544,20544,False,False,-0.946091761,-1.700333382,0.360542135,0.137536367
group_005,3,EWELD_Load/15T,EWELD_Load,15T,TIME/EWELD_Load/15T,TIME/EWELD_Load/15T/data-00000-of-00001.arrow,5,3,0,3,item0,User_U74,20544,20544,False,False,-0.032040076,-2.116980203,0.360542135,0.137536367
group_005,4,Coastal_T_S/5T,Coastal_T_S,5T,TIME/Coastal_T_S/5T,TIME/Coastal_T_S/5T/data-00000-of-00001.arrow,1,45,15,0,SAM8SG,TEMP,47326,47326,False,False,5.104655293,1.108799930,0.360542135,0.137536367
group_005,4,Coastal_T_S/5T,Coastal_T_S,5T,TIME/Coastal_T_S/5T,TIME/Coastal_T_S/5T/data-00000-of-00001.arrow,2,31,10,1,NWSLYN,PSAL,57944,50000,True,False,2.559990723,1.877024579,0.360542135,0.137536367
group_005,4,Coastal_T_S/5T,Coastal_T_S,5T,TIME/Coastal_T_S/5T,TIME/Coastal_T_S/5T/data-00000-of-00001.arrow,3,14,4,2,GBRMYR,PRES_REL,81445,50000,True,False,5.292831735,1.121260898,0.360542135,0.137536367
group_005,4,Coastal_T_S/5T,Coastal_T_S,5T,TIME/Coastal_T_S/5T,TIME/Coastal_T_S/5T/data-00000-of-00001.arrow,4,43,14,1,SAM5CB,PSAL,66261,50000,True,False,6.997254827,2.051437330,0.360542135,0.137536367
group_005,4,Coastal_T_S/5T,Coastal_T_S,5T,TIME/Coastal_T_S/5T,TIME/Coastal_T_S/5T/data-00000-of-00001.arrow,5,41,13,2,PH100,PRES_REL,105408,50000,True,False,-2.825456713,1.601672024,0.360542135,0.137536367
group_005,5,NE_China_Wind/H,NE_China_Wind,H,TIME/NE_China_Wind/H,TIME/NE_China_Wind/H/data-00000-of-00001.arrow,1,1,0,1,item0,v component,8764,8764,False,True,0.101426947,-1.734087438,0.360542135,0.137536367
group_005,5,NE_China_Wind/H,NE_China_Wind,H,TIME/NE_China_Wind/H,TIME/NE_China_Wind/H/data-00000-of-00001.arrow,2,0,0,0,item0,u component,8764,8764,False,True,-0.425158937,-1.732486634,0.360542135,0.137536367
group_005,5,NE_China_Wind/H,NE_China_Wind,H,TIME/NE_China_Wind/H,TIME/NE_China_Wind/H/data-00000-of-00001.arrow,3,0,0,0,item0,u component,8764,8764,False,True,-0.425158937,-1.732486634,0.360542135,0.137536367
group_005,5,NE_China_Wind/H,NE_China_Wind,H,TIME/NE_China_Wind/H,TIME/NE_China_Wind/H/data-00000-of-00001.arrow,4,0,0,0,item0,u component,8764,8764,False,True,-0.425158937,-1.732486634,0.360542135,0.137536367
group_005,5,NE_China_Wind/H,NE_China_Wind,H,TIME/NE_China_Wind/H,TIME/NE_China_Wind/H/data-00000-of-00001.arrow,5,3,0,3,item0,temperature,8764,8764,False,True,1.852403099,0.621682381,0.360542135,0.137536367
group_006,1,Commodity_Import/M,Commodity_Import,M,TIME/Commodity_Import/M,TIME/Commodity_Import/M/data-00000-of-00001.arrow,1,1,1,0,CoffeeImportsforUnitedStates_m,target,894,894,False,False,-0.993993799,2.016308666,0.377035549,0.148220711
group_006,1,Commodity_Import/M,Commodity_Import,M,TIME/Commodity_Import/M,TIME/Commodity_Import/M/data-00000-of-00001.arrow,2,0,0,0,BananaImportsforUnitedStates_m,target,408,408,False,False,-2.374154300,1.897073645,0.377035549,0.148220711
group_006,1,Commodity_Import/M,Commodity_Import,M,TIME/Commodity_Import/M,TIME/Commodity_Import/M/data-00000-of-00001.arrow,3,4,4,0,RawSilkImportsforUnitedStates_m,target,254,254,False,False,-2.521238634,1.898898647,0.377035549,0.148220711
group_006,1,Commodity_Import/M,Commodity_Import,M,TIME/Commodity_Import/M,TIME/Commodity_Import/M/data-00000-of-00001.arrow,4,3,3,0,RawCattleHidesImportsforUnitedStates_m,target,432,432,False,False,-1.484848140,-1.227281116,0.377035549,0.148220711
group_006,1,Commodity_Import/M,Commodity_Import,M,TIME/Commodity_Import/M,TIME/Commodity_Import/M/data-00000-of-00001.arrow,5,7,7,0,TotalImportsforUnitedStates_m,target,1240,1240,False,False,1.189048837,1.395312658,0.377035549,0.148220711
group_006,2,SG_Carpark/15T,SG_Carpark,15T,TIME/SG_Carpark/15T,TIME/SG_Carpark/15T/data-00000-of-00001.arrow,1,240,240,0,B92,target,14495,14495,False,False,0.530058280,-0.011287006,0.377035549,0.148220711
group_006,2,SG_Carpark/15T,SG_Carpark,15T,TIME/SG_Carpark/15T,TIME/SG_Carpark/15T/data-00000-of-00001.arrow,2,35,35,0,SE53,target,14495,14495,False,False,0.306839027,1.242933323,0.377035549,0.148220711
group_006,2,SG_Carpark/15T,SG_Carpark,15T,TIME/SG_Carpark/15T,TIME/SG_Carpark/15T/data-00000-of-00001.arrow,3,60,60,0,AM22,target,14495,14495,False,False,4.639296063,6.116156713,0.377035549,0.148220711
group_006,2,SG_Carpark/15T,SG_Carpark,15T,TIME/SG_Carpark/15T,TIME/SG_Carpark/15T/data-00000-of-00001.arrow,4,73,73,0,J76M,target,14495,14495,False,False,1.231015382,-2.438868159,0.377035549,0.148220711
group_006,2,SG_Carpark/15T,SG_Carpark,15T,TIME/SG_Carpark/15T,TIME/SG_Carpark/15T/data-00000-of-00001.arrow,5,26,26,0,U29,target,14495,14495,False,False,1.002509796,0.821463069,0.377035549,0.148220711
group_006,3,Oil_Price/B,Oil_Price,B,TIME/Oil_Price/B,TIME/Oil_Price/B/data-00000-of-00001.arrow,1,3,0,3,item0,ULSN2DFP_NewYorkHarbor,5035,5035,False,False,3.531517163,-0.399825306,0.377035549,0.148220711
group_006,3,Oil_Price/B,Oil_Price,B,TIME/Oil_Price/B,TIME/Oil_Price/B/data-00000-of-00001.arrow,2,5,0,5,item0,CGP_NewYorkHarbor_Regular,5035,5035,False,False,3.718065996,-1.779725250,0.377035549,0.148220711
group_006,3,Oil_Price/B,Oil_Price,B,TIME/Oil_Price/B,TIME/Oil_Price/B/data-00000-of-00001.arrow,3,2,0,2,item0,ULSN2DFP_LosAngeles,5035,5035,False,False,3.320393309,-0.974925092,0.377035549,0.148220711
group_006,3,Oil_Price/B,Oil_Price,B,TIME/Oil_Price/B,TIME/Oil_Price/B/data-00000-of-00001.arrow,4,1,0,1,item0,COP_WestTexasIntermediate(WTI)-Cushing_Oklahoma,5035,5035,False,False,2.803207078,-1.128519044,0.377035549,0.148220711
group_006,3,Oil_Price/B,Oil_Price,B,TIME/Oil_Price/B,TIME/Oil_Price/B/data-00000-of-00001.arrow,5,10,0,10,item0,PP_MontBelvieu_Texas,5035,5035,False,False,3.788406610,-1.206913899,0.377035549,0.148220711
group_006,4,azure2019_I/5T,azure2019_I,5T,TIME/azure2019_I/5T,TIME/azure2019_I/5T/data-00000-of-00001.arrow,1,648,216,0,item_1746,min_cpu,8634,8634,False,False,-2.782457921,1.071248055,0.377035549,0.148220711
group_006,4,azure2019_I/5T,azure2019_I,5T,TIME/azure2019_I/5T,TIME/azure2019_I/5T/data-00000-of-00001.arrow,2,766,255,1,item_1896,max_cpu,8637,8637,False,False,-6.234140310,-1.666147606,0.377035549,0.148220711
group_006,4,azure2019_I/5T,azure2019_I,5T,TIME/azure2019_I/5T,TIME/azure2019_I/5T/data-00000-of-00001.arrow,3,1154,384,2,item_569,avg_cpu,8639,8639,False,False,-5.013061336,0.565016423,0.377035549,0.148220711
group_006,4,azure2019_I/5T,azure2019_I,5T,TIME/azure2019_I/5T,TIME/azure2019_I/5T/data-00000-of-00001.arrow,4,365,121,2,item_1410,avg_cpu,8635,8635,False,False,-2.874255007,0.962481897,0.377035549,0.148220711
group_006,4,azure2019_I/5T,azure2019_I,5T,TIME/azure2019_I/5T,TIME/azure2019_I/5T/data-00000-of-00001.arrow,5,247,82,1,item_1274,max_cpu,8633,8633,False,False,-4.977877194,-0.535797177,0.377035549,0.148220711
group_006,5,Finland_Traffic/15T,Finland_Traffic,15T,TIME/Finland_Traffic/15T,TIME/Finland_Traffic/15T/data-00000-of-00001.arrow,1,0,0,0,volume,target,35136,35136,False,True,0.639133820,-1.323520688,0.377035549,0.148220711
group_006,5,Finland_Traffic/15T,Finland_Traffic,15T,TIME/Finland_Traffic/15T,TIME/Finland_Traffic/15T/data-00000-of-00001.arrow,2,0,0,0,volume,target,35136,35136,False,True,0.639133820,-1.323520688,0.377035549,0.148220711
group_006,5,Finland_Traffic/15T,Finland_Traffic,15T,TIME/Finland_Traffic/15T,TIME/Finland_Traffic/15T/data-00000-of-00001.arrow,3,0,0,0,volume,target,35136,35136,False,True,0.639133820,-1.323520688,0.377035549,0.148220711
group_006,5,Finland_Traffic/15T,Finland_Traffic,15T,TIME/Finland_Traffic/15T,TIME/Finland_Traffic/15T/data-00000-of-00001.arrow,4,0,0,0,volume,target,35136,35136,False,True,0.639133820,-1.323520688,0.377035549,0.148220711
group_006,5,Finland_Traffic/15T,Finland_Traffic,15T,TIME/Finland_Traffic/15T,TIME/Finland_Traffic/15T/data-00000-of-00001.arrow,5,0,0,0,volume,target,35136,35136,False,True,0.639133820,-1.323520688,0.377035549,0.148220711
group_007,1,azure2019_U/5T,azure2019_U,5T,TIME/azure2019_U/5T,TIME/azure2019_U/5T/data-00000-of-00001.arrow,1,57,19,0,item_1477,min_cpu,1094,1094,False,False,3.248883070,-0.725619797,0.446268866,0.118517086
group_007,1,azure2019_U/5T,azure2019_U,5T,TIME/azure2019_U/5T,TIME/azure2019_U/5T/data-00000-of-00001.arrow,2,194,64,2,item_689,avg_cpu,1684,1684,False,False,0.741407348,-1.742660456,0.446268866,0.118517086
group_007,1,azure2019_U/5T,azure2019_U,5T,TIME/azure2019_U/5T,TIME/azure2019_U/5T/data-00000-of-00001.arrow,3,67,22,1,item_1499,max_cpu,1701,1701,False,False,2.567566058,0.244530158,0.446268866,0.118517086
group_007,1,azure2019_U/5T,azure2019_U,5T,TIME/azure2019_U/5T,TIME/azure2019_U/5T/data-00000-of-00001.arrow,4,182,60,2,item_644,avg_cpu,1658,1658,False,False,3.842087781,0.751282900,0.446268866,0.118517086
group_007,1,azure2019_U/5T,azure2019_U,5T,TIME/azure2019_U/5T,TIME/azure2019_U/5T/data-00000-of-00001.arrow,5,171,57,0,item_492,min_cpu,921,921,False,False,2.108062025,1.167339290,0.446268866,0.118517086
group_007,2,OpenElectricity_NEM/5T,OpenElectricity_NEM,5T,TIME/OpenElectricity_NEM/5T,TIME/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,1,4,0,4,item0,demand__VIC1,43488,43488,False,False,-5.048979795,0.574556502,0.446268866,0.118517086
group_007,2,OpenElectricity_NEM/5T,OpenElectricity_NEM,5T,TIME/OpenElectricity_NEM/5T,TIME/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,2,8,0,8,item0,price__TAS1,43488,43488,False,False,-4.046763185,2.000322407,0.446268866,0.118517086
group_007,2,OpenElectricity_NEM/5T,OpenElectricity_NEM,5T,TIME/OpenElectricity_NEM/5T,TIME/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,3,3,0,3,item0,demand__TAS1,43488,43488,False,False,-4.523348059,-0.587464101,0.446268866,0.118517086
group_007,2,OpenElectricity_NEM/5T,OpenElectricity_NEM,5T,TIME/OpenElectricity_NEM/5T,TIME/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,4,1,0,1,item0,demand__QLD1,43488,43488,False,False,-5.607671944,2.651150176,0.446268866,0.118517086
group_007,2,OpenElectricity_NEM/5T,OpenElectricity_NEM,5T,TIME/OpenElectricity_NEM/5T,TIME/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,5,7,0,7,item0,price__SA1,43488,43488,False,False,-3.762290958,0.233545520,0.446268866,0.118517086
group_007,3,SG_Weather/D,SG_Weather,D,TIME/SG_Weather/D,TIME/SG_Weather/D/data-00000-of-00001.arrow,1,2,0,2,S104,wind_speed,2953,2953,False,False,-0.885934072,-1.833853426,0.446268866,0.118517086
group_007,3,SG_Weather/D,SG_Weather,D,TIME/SG_Weather/D,TIME/SG_Weather/D/data-00000-of-00001.arrow,2,22,5,2,S50,wind_speed,2953,2953,False,False,-0.276528306,-0.567837287,0.446268866,0.118517086
group_007,3,SG_Weather/D,SG_Weather,D,TIME/SG_Weather/D,TIME/SG_Weather/D/data-00000-of-00001.arrow,3,8,2,0,S115,humidity,2953,2953,False,False,0.912839542,-1.557263370,0.446268866,0.118517086
group_007,3,SG_Weather/D,SG_Weather,D,TIME/SG_Weather/D,TIME/SG_Weather/D/data-00000-of-00001.arrow,4,11,2,3,S115,wind_direction,2953,2953,False,False,0.326614448,-2.247939024,0.446268866,0.118517086
group_007,3,SG_Weather/D,SG_Weather,D,TIME/SG_Weather/D,TIME/SG_Weather/D/data-00000-of-00001.arrow,5,18,4,2,S43,wind_speed,2953,2953,False,False,-0.503469577,-1.242813467,0.446268866,0.118517086
group_007,4,Auto_Production_SF/M,Auto_Production_SF,M,TIME/Auto_Production_SF/M,TIME/Auto_Production_SF/M/data-00000-of-00001.arrow,1,0,0,0,RSF_AutoProduction,target,367,367,False,True,3.967254822,1.026230544,0.446268866,0.118517086
group_007,4,Auto_Production_SF/M,Auto_Production_SF,M,TIME/Auto_Production_SF/M,TIME/Auto_Production_SF/M/data-00000-of-00001.arrow,2,0,0,0,RSF_AutoProduction,target,367,367,False,True,3.967254822,1.026230544,0.446268866,0.118517086
group_007,4,Auto_Production_SF/M,Auto_Production_SF,M,TIME/Auto_Production_SF/M,TIME/Auto_Production_SF/M/data-00000-of-00001.arrow,3,0,0,0,RSF_AutoProduction,target,367,367,False,True,3.967254822,1.026230544,0.446268866,0.118517086
group_007,4,Auto_Production_SF/M,Auto_Production_SF,M,TIME/Auto_Production_SF/M,TIME/Auto_Production_SF/M/data-00000-of-00001.arrow,4,0,0,0,RSF_AutoProduction,target,367,367,False,True,3.967254822,1.026230544,0.446268866,0.118517086
group_007,4,Auto_Production_SF/M,Auto_Production_SF,M,TIME/Auto_Production_SF/M,TIME/Auto_Production_SF/M/data-00000-of-00001.arrow,5,0,0,0,RSF_AutoProduction,target,367,367,False,True,3.967254822,1.026230544,0.446268866,0.118517086
group_007,5,Vehicle_Supply/M,Vehicle_Supply,M,TIME/Vehicle_Supply/M,TIME/Vehicle_Supply/M/data-00000-of-00001.arrow,1,3,0,3,item0,CanadianAutoImports,391,391,False,False,-0.865737423,1.762528390,0.446268866,0.118517086
group_007,5,Vehicle_Supply/M,Vehicle_Supply,M,TIME/Vehicle_Supply/M,TIME/Vehicle_Supply/M/data-00000-of-00001.arrow,2,0,0,0,item0,AutoInventory/SalesRatio,391,391,False,False,-1.670350737,1.311672215,0.446268866,0.118517086
group_007,5,Vehicle_Supply/M,Vehicle_Supply,M,TIME/Vehicle_Supply/M,TIME/Vehicle_Supply/M/data-00000-of-00001.arrow,3,5,0,5,item0,MexicanAutoImports,391,391,False,False,-1.641548931,-2.684323980,0.446268866,0.118517086
group_007,5,Vehicle_Supply/M,Vehicle_Supply,M,TIME/Vehicle_Supply/M,TIME/Vehicle_Supply/M/data-00000-of-00001.arrow,4,1,0,1,item0,AutoExports,391,391,False,False,-1.292992811,-4.001264279,0.446268866,0.118517086
group_007,5,Vehicle_Supply/M,Vehicle_Supply,M,TIME/Vehicle_Supply/M,TIME/Vehicle_Supply/M/data-00000-of-00001.arrow,5,4,0,4,item0,DomesticAutoProduction,391,391,False,False,-3.458118584,1.362958914,0.446268866,0.118517086
group_008,1,WUI_Global/Q,WUI_Global,Q,TIME/WUI_Global/Q,TIME/WUI_Global/Q/data-00000-of-00001.arrow,1,8,0,8,item0,WUI_India,294,294,False,False,2.261091153,-0.566336466,0.473210502,0.135057872
group_008,1,WUI_Global/Q,WUI_Global,Q,TIME/WUI_Global/Q,TIME/WUI_Global/Q/data-00000-of-00001.arrow,2,9,0,9,item0,WUI_United_Kingdom,294,294,False,False,-1.038292385,-2.144908319,0.473210502,0.135057872
group_008,1,WUI_Global/Q,WUI_Global,Q,TIME/WUI_Global/Q,TIME/WUI_Global/Q/data-00000-of-00001.arrow,3,3,0,3,item0,WUI_Turkey,294,294,False,False,-0.242369280,-3.211347962,0.473210502,0.135057872
group_008,1,WUI_Global/Q,WUI_Global,Q,TIME/WUI_Global/Q,TIME/WUI_Global/Q/data-00000-of-00001.arrow,4,10,0,10,item0,WUI_Germany,294,294,False,False,-0.234638387,-1.499241473,0.473210502,0.135057872
group_008,1,WUI_Global/Q,WUI_Global,Q,TIME/WUI_Global/Q,TIME/WUI_Global/Q/data-00000-of-00001.arrow,5,11,0,11,item0,WUI_Canada,294,294,False,False,1.072683462,-1.841625241,0.473210502,0.135057872
group_008,2,CPHL/H,CPHL,H,TIME/CPHL/H,TIME/CPHL/H/data-00000-of-00001.arrow,1,2,2,0,TAN100,target,8783,8783,False,True,-5.918298776,1.357305013,0.473210502,0.135057872
group_008,2,CPHL/H,CPHL,H,TIME/CPHL/H,TIME/CPHL/H/data-00000-of-00001.arrow,2,3,3,0,WATR20,target,2490,2490,False,True,-5.565892921,-0.748079938,0.473210502,0.135057872
group_008,2,CPHL/H,CPHL,H,TIME/CPHL/H,TIME/CPHL/H/data-00000-of-00001.arrow,3,3,3,0,WATR20,target,2490,2490,False,True,-5.565892921,-0.748079938,0.473210502,0.135057872
group_008,2,CPHL/H,CPHL,H,TIME/CPHL/H,TIME/CPHL/H/data-00000-of-00001.arrow,4,2,2,0,TAN100,target,8783,8783,False,True,-5.918298776,1.357305013,0.473210502,0.135057872
group_008,2,CPHL/H,CPHL,H,TIME/CPHL/H,TIME/CPHL/H/data-00000-of-00001.arrow,5,1,1,0,NRSROT,target,2708,2708,False,True,-7.540697787,1.625923091,0.473210502,0.135057872
group_008,3,Supply_Chain_Customer/D,Supply_Chain_Customer,D,TIME/Supply_Chain_Customer/D,TIME/Supply_Chain_Customer/D/data-00000-of-00001.arrow,1,11,0,11,item0,Costco_TotalRevenue,2007,2007,False,False,2.239837091,1.555913197,0.473210502,0.135057872
group_008,3,Supply_Chain_Customer/D,Supply_Chain_Customer,D,TIME/Supply_Chain_Customer/D,TIME/Supply_Chain_Customer/D/data-00000-of-00001.arrow,2,1,0,1,item0,Amazon_NumberOfPieces,2007,2007,False,False,1.535710354,2.233520530,0.473210502,0.135057872
group_008,3,Supply_Chain_Customer/D,Supply_Chain_Customer,D,TIME/Supply_Chain_Customer/D,TIME/Supply_Chain_Customer/D/data-00000-of-00001.arrow,3,9,0,9,item0,Costco_OrderCount,2007,2007,False,False,2.169237980,1.589127033,0.473210502,0.135057872
group_008,3,Supply_Chain_Customer/D,Supply_Chain_Customer,D,TIME/Supply_Chain_Customer/D,TIME/Supply_Chain_Customer/D/data-00000-of-00001.arrow,4,0,0,0,item0,Amazon_OrderCount,2007,2007,False,False,1.403793797,2.306675119,0.473210502,0.135057872
group_008,3,Supply_Chain_Customer/D,Supply_Chain_Customer,D,TIME/Supply_Chain_Customer/D,TIME/Supply_Chain_Customer/D/data-00000-of-00001.arrow,5,32,0,32,item0,Target_TotalRevenue,2007,2007,False,False,2.357705713,1.476298652,0.473210502,0.135057872
group_008,4,Supply_Chain_Location/D,Supply_Chain_Location,D,TIME/Supply_Chain_Location/D,TIME/Supply_Chain_Location/D/data-00000-of-00001.arrow,1,41,0,41,item0,San_Diego_TotalRevenue,2007,2007,False,False,2.414033912,1.323956221,0.473210502,0.135057872
group_008,4,Supply_Chain_Location/D,Supply_Chain_Location,D,TIME/Supply_Chain_Location/D,TIME/Supply_Chain_Location/D/data-00000-of-00001.arrow,2,23,0,23,item0,Miami_TotalRevenue,2007,2007,False,False,2.709125914,1.194646437,0.473210502,0.135057872
group_008,4,Supply_Chain_Location/D,Supply_Chain_Location,D,TIME/Supply_Chain_Location/D,TIME/Supply_Chain_Location/D/data-00000-of-00001.arrow,3,4,0,4,item0,Birmingham_NumberOfPieces,2007,2007,False,False,2.445291100,1.359897243,0.473210502,0.135057872
group_008,4,Supply_Chain_Location/D,Supply_Chain_Location,D,TIME/Supply_Chain_Location/D,TIME/Supply_Chain_Location/D/data-00000-of-00001.arrow,4,36,0,36,item0,Sacramento_OrderCount,2007,2007,False,False,2.122424120,1.641728056,0.473210502,0.135057872
group_008,4,Supply_Chain_Location/D,Supply_Chain_Location,D,TIME/Supply_Chain_Location/D,TIME/Supply_Chain_Location/D/data-00000-of-00001.arrow,5,46,0,46,item0,Seattle_NumberOfPieces,2007,2007,False,False,2.738156499,0.466147991,0.473210502,0.135057872
group_008,5,Port_Activity/W,Port_Activity,W,TIME/Port_Activity/W,TIME/Port_Activity/W/data-00000-of-00001.arrow,1,108,54,0,port434_resampled,import,304,304,False,False,2.155787865,-2.095866701,0.473210502,0.135057872
group_008,5,Port_Activity/W,Port_Activity,W,TIME/Port_Activity/W,TIME/Port_Activity/W/data-00000-of-00001.arrow,2,151,75,1,port67_resampled,export,304,304,False,False,1.770977069,-0.256644689,0.473210502,0.135057872
group_008,5,Port_Activity/W,Port_Activity,W,TIME/Port_Activity/W,TIME/Port_Activity/W/data-00000-of-00001.arrow,3,88,44,0,port310_resampled,import,304,304,False,False,2.276032617,-2.376465855,0.473210502,0.135057872
group_008,5,Port_Activity/W,Port_Activity,W,TIME/Port_Activity/W,TIME/Port_Activity/W/data-00000-of-00001.arrow,4,16,8,0,port1112_resampled,import,304,304,False,False,-0.100069704,-0.886700717,0.473210502,0.135057872
group_008,5,Port_Activity/W,Port_Activity,W,TIME/Port_Activity/W,TIME/Port_Activity/W/data-00000-of-00001.arrow,5,67,33,1,port2025_resampled,export,304,304,False,False,0.452562291,-3.113146302,0.473210502,0.135057872
group_009,1,Crypto/D,Crypto,D,TIME/Crypto/D,TIME/Crypto/D/data-00000-of-00001.arrow,1,3,0,3,cryptocurrencies_d,Litecoin,2842,2842,False,True,0.536247174,2.595512077,0.503003996,0.165907296
group_009,1,Crypto/D,Crypto,D,TIME/Crypto/D,TIME/Crypto/D/data-00000-of-00001.arrow,2,2,0,2,cryptocurrencies_d,Ethereum,2842,2842,False,True,2.096172660,2.213377427,0.503003996,0.165907296
group_009,1,Crypto/D,Crypto,D,TIME/Crypto/D,TIME/Crypto/D/data-00000-of-00001.arrow,3,0,0,0,cryptocurrencies_d,BitcoinCash,2842,2842,False,True,0.691085861,1.002523724,0.503003996,0.165907296
group_009,1,Crypto/D,Crypto,D,TIME/Crypto/D,TIME/Crypto/D/data-00000-of-00001.arrow,4,3,0,3,cryptocurrencies_d,Litecoin,2842,2842,False,True,0.536247174,2.595512077,0.503003996,0.165907296
group_009,1,Crypto/D,Crypto,D,TIME/Crypto/D,TIME/Crypto/D/data-00000-of-00001.arrow,5,3,0,3,cryptocurrencies_d,Litecoin,2842,2842,False,True,0.536247174,2.595512077,0.503003996,0.165907296
group_009,2,US_Term_Structure/B,US_Term_Structure,B,TIME/US_Term_Structure/B,TIME/US_Term_Structure/B/data-00000-of-00001.arrow,1,33,0,33,item0,TermPrem_3Y,9326,9326,False,False,4.266239565,-0.450400766,0.503003996,0.165907296
group_009,2,US_Term_Structure/B,US_Term_Structure,B,TIME/US_Term_Structure/B,TIME/US_Term_Structure/B/data-00000-of-00001.arrow,2,6,0,6,item0,FwdRate_Fitted_6Y,9326,9326,False,False,5.465902376,-2.235350690,0.503003996,0.165907296
group_009,2,US_Term_Structure/B,US_Term_Structure,B,TIME/US_Term_Structure/B,TIME/US_Term_Structure/B/data-00000-of-00001.arrow,3,21,0,21,item0,Yield_Fitted_10Y,9326,9326,False,False,5.549651507,-2.412427798,0.503003996,0.165907296
group_009,2,US_Term_Structure/B,US_Term_Structure,B,TIME/US_Term_Structure/B,TIME/US_Term_Structure/B/data-00000-of-00001.arrow,4,5,0,5,item0,FwdRate_Fitted_5Y,9326,9326,False,False,5.504460739,-2.259037557,0.503003996,0.165907296
group_009,2,US_Term_Structure/B,US_Term_Structure,B,TIME/US_Term_Structure/B,TIME/US_Term_Structure/B/data-00000-of-00001.arrow,5,7,0,7,item0,FwdRate_Fitted_7Y,9326,9326,False,False,5.826383110,-2.519218792,0.503003996,0.165907296
group_009,3,US_Labor/M,US_Labor,M,TIME/US_Labor/M,TIME/US_Labor/M/data-00000-of-00001.arrow,1,12,0,12,item0,LaborForceFlowsUnemployedtoEmployed,380,380,False,False,-4.038717588,-1.236100663,0.503003996,0.165907296
group_009,3,US_Labor/M,US_Labor,M,TIME/US_Labor/M,TIME/US_Labor/M/data-00000-of-00001.arrow,2,10,0,10,item0,AverageWeeksUnemployed,380,380,False,False,-0.044909842,3.226107409,0.503003996,0.165907296
group_009,3,US_Labor/M,US_Labor,M,TIME/US_Labor/M,TIME/US_Labor/M/data-00000-of-00001.arrow,3,11,0,11,item0,NewEntrantsasaPercentofTotalUnemployed,380,380,False,False,-3.048641647,-0.184586786,0.503003996,0.165907296
