dataset,data_path,split,sample_rank,sample_index,seq_len,pred_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,25,130,96,96,8,mean,train_split_standard,-0.455231699,-0.537807629,14.964025327,41.875000000,0.857169179,0.000050013,0.715789474,32.875000000,0.124710648,13.500000000,1.066530941,22.875000000,0.080875518,0.785807292,-0.422526042,0.938014875,5.000000000,1.495801602,0.771428571,0.553571429,0.061359232,0.278071201
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,26,440,96,96,8,mean,train_split_standard,-0.390563321,-0.212230434,14.297562685,41.625000000,0.699705155,-0.006650653,0.743421053,32.375000000,0.104754051,18.250000000,0.544135809,19.125000000,0.050829195,0.499348958,-0.196614583,0.924142880,4.625000000,1.592205821,0.721428571,0.635714286,0.079767001,0.376927743
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,27,530,96,96,8,mean,train_split_standard,-0.461483115,-0.339277066,7.987242858,18.500000000,0.562732402,-0.096698895,0.832894737,19.250000000,0.052838955,6.625000000,0.405852912,11.125000000,0.065393574,-0.563151042,0.182942708,0.883150891,6.000000000,1.713544113,0.825000000,0.421428571,0.147262156,0.464897418
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,28,371,96,96,8,mean,train_split_standard,0.183838644,0.094639478,12.386164557,28.500000000,0.710332735,-0.011667796,0.701315789,32.125000000,0.079617347,9.625000000,0.873313970,18.750000000,0.159922448,0.359375000,-0.572265625,0.908400505,5.250000000,1.620126537,0.685714286,0.607142857,0.085902924,0.338315885
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,29,550,96,96,8,mean,train_split_standard,-0.130355054,0.113263096,8.596197126,20.375000000,0.493151842,-0.043658525,0.856578947,24.125000000,0.074476746,22.375000000,0.414039146,11.875000000,0.066542566,0.299479167,-0.123697917,0.875497981,5.375000000,1.696334350,0.678571429,0.414285714,0.147262156,0.492769189
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,30,91,96,96,8,mean,train_split_standard,0.449114056,0.398980857,12.603678045,34.750000000,0.724230869,0.003989045,0.735526316,38.875000000,0.124895833,8.250000000,0.895090471,17.750000000,0.080043698,0.363281250,-0.666015625,0.914728095,5.125000000,1.582576238,0.682142857,0.646428571,0.092038847,0.334071164
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,31,358,96,96,8,mean,train_split_standard,0.196524091,0.351525634,13.701344661,34.875000000,0.699046907,-0.006312542,0.706578947,38.750000000,0.097179233,14.125000000,0.930964298,21.250000000,0.066423150,0.431640625,-0.605468750,0.928360253,5.375000000,1.511951769,0.675000000,0.692857143,0.073631078,0.332942738
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,32,483,96,96,8,mean,train_split_standard,0.077706381,0.404863145,14.202656659,32.750000000,0.730792530,-0.023577307,0.760526316,42.125000000,0.128182870,16.500000000,0.545071007,17.625000000,0.037751569,-0.171223958,0.233723958,0.925519534,5.625000000,1.575917431,0.625000000,0.639285714,0.073631078,0.354121981
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,33,246,96,96,8,mean,train_split_standard,0.397268501,0.221029268,11.593604386,29.375000000,0.649385211,-0.012177745,0.743421053,27.000000000,0.095506425,19.250000000,0.544547486,14.250000000,0.080482456,0.468750000,-0.416015625,0.904450968,5.125000000,1.633220670,0.717857143,0.675000000,0.098174770,0.463843158
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,34,525,96,96,8,mean,train_split_standard,-0.483414569,-0.313742409,9.096458188,18.000000000,0.588947061,-0.084158329,0.814473684,22.250000000,0.090889918,7.000000000,0.450170736,13.875000000,0.054301850,-0.509765625,0.221354167,0.895181752,6.000000000,1.670627081,0.767857143,0.600000000,0.116582540,0.443276674
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,35,194,96,96,8,mean,train_split_standard,0.078127683,-0.028185406,7.906922217,24.875000000,0.534964841,0.021066658,0.777631579,24.875000000,0.045335386,17.000000000,0.478380813,15.125000000,0.074472506,0.014322917,-0.492838542,0.865176715,5.000000000,1.700645114,0.789285714,0.714285714,0.147262156,0.477897092
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,36,583,96,96,8,mean,train_split_standard,0.768000018,0.319562358,16.603611379,30.250000000,0.693639278,-0.004098082,0.796052632,47.500000000,0.115740741,13.125000000,0.818424879,20.000000000,0.040796824,0.436197917,-0.386718750,0.922741649,5.500000000,1.636673859,0.814285714,0.642857143,0.061359232,0.370854922
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,37,639,96,96,8,mean,train_split_standard,0.057196701,-0.053377654,8.272105623,24.875000000,0.580062161,-0.013005644,0.840789474,24.375000000,0.073362912,16.375000000,0.683142236,14.375000000,0.091349969,-0.059244792,0.497395833,0.894452791,8.250000000,1.733419790,0.496428571,0.650000000,0.147262156,0.437493825
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,38,373,96,96,8,mean,train_split_standard,0.088884553,0.409753380,12.296302594,29.125000000,0.698094205,-0.007061889,0.715789474,32.000000000,0.057915958,6.875000000,0.879407856,18.000000000,0.114746280,0.342447917,-0.595052083,0.911764853,5.250000000,1.603143677,0.775000000,0.646428571,0.085902924,0.348790836
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,39,612,96,96,8,mean,train_split_standard,0.644715011,0.240449942,11.513211864,26.625000000,0.593733815,0.014467822,0.817105263,30.750000000,0.065137603,20.750000000,0.687411354,16.750000000,0.055082173,0.043619792,-0.533854167,0.897323042,5.625000000,1.746616063,0.671428571,0.689285714,0.098174770,0.408726729
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,40,595,96,96,8,mean,train_split_standard,0.631804972,0.690452324,15.253001244,34.375000000,0.688907646,-0.000900346,0.809210526,43.875000000,0.090277778,20.375000000,0.804297454,20.500000000,0.044286855,0.290364583,-0.457682292,0.918369291,5.250000000,1.592577589,0.775000000,0.635714286,0.061359232,0.362088104
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,41,470,96,96,8,mean,train_split_standard,0.465172517,0.455665126,13.413355491,37.375000000,0.737001500,-0.014729720,0.739473684,46.625000000,0.099571759,8.125000000,0.560873276,16.625000000,0.046440878,0.005208333,0.397135417,0.944066592,5.625000000,1.614099957,0.721428571,0.628571429,0.073631078,0.330432305
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,42,212,96,96,8,mean,train_split_standard,-0.141622707,0.006868397,7.965427407,25.875000000,0.518932391,0.002023374,0.761842105,24.500000000,0.058702995,23.125000000,0.458359666,14.125000000,0.100735514,0.213541667,0.082031250,0.888859517,5.375000000,1.653795048,0.525000000,0.596428571,0.122718463,0.511705615
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,43,273,96,96,8,mean,train_split_standard,-0.035642072,0.197995053,11.308181670,29.875000000,0.655485389,-0.009518084,0.752631579,29.500000000,0.086234883,19.250000000,0.655848898,14.250000000,0.104533793,0.504557292,-0.496093750,0.900980669,4.875000000,1.614469665,0.717857143,0.467857143,0.110446617,0.422248177
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,44,115,96,96,8,mean,train_split_standard,0.004875575,-0.033340689,12.925866135,29.375000000,0.773460806,0.001567101,0.735526316,29.750000000,0.107546296,15.250000000,0.919395537,16.375000000,0.123425876,0.665364583,-0.597656250,0.912328677,5.000000000,1.544056765,0.732142857,0.578571429,0.079767001,0.324713219
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,45,396,96,96,8,mean,train_split_standard,0.108580470,0.024847249,9.577534322,23.125000000,0.524986233,0.027163363,0.796052632,29.000000000,0.093945473,8.125000000,0.587132642,14.125000000,0.074005747,0.300130208,-0.294270833,0.854685879,5.000000000,1.680730927,0.782142857,0.482142857,0.110446617,0.469215295
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,46,45,96,96,8,mean,train_split_standard,-0.273761080,-0.311946978,12.224837408,33.375000000,0.755890197,-0.012160623,0.723684211,27.125000000,0.081038832,5.750000000,0.789602957,18.625000000,0.131074887,0.240885417,-0.253255208,0.924990864,5.250000000,1.493929812,0.757142857,0.589285714,0.085902924,0.347412939
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,47,20,96,96,8,mean,train_split_standard,0.156502716,0.127982698,13.339014182,32.125000000,0.673467476,0.019301449,0.703947368,34.750000000,0.088561980,3.750000000,0.758413496,20.500000000,0.107310502,-0.154947917,0.248046875,0.919691018,5.000000000,1.529139183,0.707142857,0.667857143,0.073631078,0.361545759
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,48,448,96,96,8,mean,train_split_standard,-0.121803076,0.126192455,13.412294115,37.750000000,0.656629305,-0.030482950,0.751315789,32.125000000,0.095150463,20.500000000,0.515861521,17.500000000,0.055007628,0.392578125,-0.218098958,0.912870052,5.250000000,1.636076509,0.800000000,0.757142857,0.085902924,0.412355656
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,49,104,96,96,8,mean,train_split_standard,0.107098450,0.049686777,11.901597357,32.125000000,0.698324709,-0.010016253,0.743421053,29.125000000,0.088765590,10.875000000,0.777096259,15.500000000,0.191341991,0.510416667,-0.601562500,0.900248544,5.250000000,1.538120316,0.464285714,0.671428571,0.098174770,0.364429372
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,50,322,96,96,8,mean,train_split_standard,-0.346374689,-0.308327554,13.543481247,39.875000000,0.742019795,-0.003243533,0.690789474,29.625000000,0.108217593,16.125000000,0.951219657,15.625000000,0.076602994,0.759114583,-0.413411458,0.917434945,4.625000000,1.518203849,0.657142857,0.664285714,0.073631078,0.317557907
illness,dataset/illness/national_illness.csv,val,1,30,36,36,7,mean,train_split_standard,0.026773488,-0.397599485,5.917615005,18.000000000,0.739210944,0.054907842,0.816326531,16.714285714,0.127830688,4.571428571,0.539453918,5.571428571,0.278443778,0.571428571,-0.694444444,0.858511792,4.714285714,1.669631975,0.530612245,0.520408163,0.168299606,0.467448682
illness,dataset/illness/national_illness.csv,val,2,49,36,36,7,mean,train_split_standard,-0.460310460,-0.537858855,7.065233374,19.857142857,0.884295377,-0.017089872,0.816326531,18.714285714,0.126984127,1.714285714,0.756172495,10.571428571,0.373726274,-0.376984127,0.666666667,0.909408520,15.142857143,1.495495800,0.551020408,0.510204082,0.168299606,0.356985600
illness,dataset/illness/national_illness.csv,val,3,13,36,36,7,mean,train_split_standard,-0.777286133,-1.110015904,5.284857549,16.000000000,0.706849832,0.073562420,0.844897959,8.857142857,0.077711640,3.571428571,0.562317495,7.000000000,0.779761905,0.777777778,-0.051587302,0.849145157,9.571428571,1.582852236,0.520408163,0.469387755,0.196349541,0.438587247
illness,dataset/illness/national_illness.csv,val,4,52,36,36,7,mean,train_split_standard,-0.764670213,-0.877976982,7.471332409,20.285714286,0.899841734,-0.006549268,0.787755102,17.428571429,0.134920635,5.714285714,0.839272077,12.714285714,0.355144855,-0.527777778,0.599206349,0.934025885,15.142857143,1.478422500,0.510204082,0.459183673,0.154274639,0.339308120
illness,dataset/illness/national_illness.csv,val,5,21,36,36,7,mean,train_split_standard,-0.438303282,-0.556791059,7.396853348,18.142857143,0.753988591,0.051689869,0.775510204,14.714285714,0.166666667,3.285714286,0.628119653,13.285714286,0.129120879,0.686507937,-0.484126984,0.863067343,5.857142857,1.566175691,0.551020408,0.469387755,0.126224705,0.373498288
illness,dataset/illness/national_illness.csv,val,6,54,36,36,7,mean,train_split_standard,-0.828939200,-0.941544562,7.354890401,20.571428571,0.889409687,-0.005199344,0.808163265,15.428571429,0.129629630,2.285714286,0.843339454,12.714285714,0.341075591,-0.611111111,0.527777778,0.937678703,15.142857143,1.463201803,0.530612245,0.520408163,0.112199738,0.332975901
illness,dataset/illness/national_illness.csv,val,7,23,36,36,7,mean,train_split_standard,-0.302567790,-0.393100341,7.204697544,19.714285714,0.756174791,0.052649666,0.755102041,15.000000000,0.153439153,3.285714286,0.651853063,8.857142857,0.187372152,0.722222222,-0.555555556,0.827182150,5.285714286,1.548288197,0.510204082,0.489795918,0.126224705,0.366468791
illness,dataset/illness/national_illness.csv,val,8,45,36,36,7,mean,train_split_standard,0.273558987,0.115390648,5.832175995,17.285714286,0.784521687,-0.018623735,0.861224490,18.857142857,0.103835979,0.428571429,0.618684089,7.285714286,0.455808081,-0.190476190,0.750000000,0.864935576,14.142857143,1.534434414,0.571428571,0.540816327,0.182324574,0.431521320
illness,dataset/illness/national_illness.csv,val,9,2,36,36,7,mean,train_split_standard,-0.375187231,-0.673291601,6.944500069,22.571428571,0.844189775,-0.008952194,0.738775510,13.714285714,0.166666667,0.000000000,1.164695798,16.714285714,0.680402930,-0.765873016,0.535714286,0.847145455,11.142857143,1.475942698,0.469387755,0.530612245,0.154274639,0.247865258
illness,dataset/illness/national_illness.csv,val,10,24,36,36,7,mean,train_split_standard,-0.324573800,-0.412246489,7.096498714,22.142857143,0.771251459,0.050645579,0.759183673,14.142857143,0.158730159,3.285714286,0.716824922,7.857142857,0.204378954,0.730158730,-0.567460317,0.823993102,4.571428571,1.501142783,0.500000000,0.500000000,0.140249672,0.355309074
illness,dataset/illness/national_illness.csv,val,11,29,36,36,7,mean,train_split_standard,-0.090123777,-0.514754803,6.112293665,21.714285714,0.773413044,0.050517561,0.795918367,15.857142857,0.140634921,4.428571429,0.660320403,5.285714286,0.171289028,0.626984127,-0.670634921,0.865984458,4.000000000,1.580564630,0.530612245,0.489795918,0.154274639,0.426280196
illness,dataset/illness/national_illness.csv,val,12,0,36,36,7,mean,train_split_standard,-0.462567137,-0.574050398,7.047318478,23.285714286,0.933345714,-0.006065500,0.714285714,15.000000000,0.166666667,2.571428571,1.265947522,6.571428571,0.363553114,-0.718253968,0.591269841,0.888855039,11.428571429,1.436881635,0.469387755,0.510204082,0.098174770,0.218601331
illness,dataset/illness/national_illness.csv,val,13,12,36,36,7,mean,train_split_standard,-0.898188772,-0.835230334,5.100909332,16.000000000,0.699153531,0.073081568,0.840816327,8.428571429,0.067460317,3.000000000,0.556162585,6.428571429,0.823412698,0.500000000,0.003968254,0.833662328,9.714285714,1.582852236,0.561224490,0.428571429,0.196349541,0.456695079
illness,dataset/illness/national_illness.csv,val,14,51,36,36,7,mean,train_split_standard,-0.673968110,-0.787293185,7.403101848,20.142857143,0.896894880,0.002238783,0.804081633,17.857142857,0.126984127,7.571428571,0.780756460,12.285714286,0.406360306,-0.480158730,0.623015873,0.924441289,15.142857143,1.514831683,0.520408163,0.469387755,0.168299606,0.340321628
illness,dataset/illness/national_illness.csv,val,15,10,36,36,7,mean,train_split_standard,-0.588946704,-1.064311051,4.990229401,16.285714286,0.701865495,0.072374422,0.836734694,10.142857143,0.067552910,2.142857143,0.689249578,6.571428571,0.990646259,-0.373015873,0.115079365,0.827375678,9.714285714,1.559653785,0.530612245,0.500000000,0.196349541,0.438419845
illness,dataset/illness/national_illness.csv,val,16,22,36,36,7,mean,train_split_standard,-0.307748249,-0.557700007,7.415224924,19.571428571,0.742056908,0.053280565,0.771428571,15.000000000,0.153439153,3.000000000,0.646994549,12.857142857,0.127586699,0.698412698,-0.529761905,0.845071876,5.571428571,1.556082248,0.520408163,0.479591837,0.126224705,0.370690902
illness,dataset/illness/national_illness.csv,val,17,39,36,36,7,mean,train_split_standard,-0.251859366,-0.170753095,4.205600231,12.714285714,0.620716459,-0.037151115,0.914285714,16.142857143,0.064523810,1.857142857,0.438017981,6.714285714,0.674319728,0.067460317,0.357142857,0.804427681,10.571428571,1.679152887,0.530612245,0.530612245,0.238424442,0.556871104
illness,dataset/illness/national_illness.csv,val,18,15,36,36,7,mean,train_split_standard,-0.821626370,-1.035148667,5.705176338,16.857142857,0.702376919,0.064457296,0.840816327,10.428571429,0.111111111,2.714285714,0.521868940,7.285714286,0.503174603,0.773809524,-0.162698413,0.839999592,9.285714286,1.556544159,0.500000000,0.551020408,0.196349541,0.449828105
illness,dataset/illness/national_illness.csv,val,19,26,36,36,7,mean,train_split_standard,-0.246484075,-0.460173250,6.396418818,22.142857143,0.770321086,0.050883933,0.742857143,14.285714286,0.150793651,2.714285714,0.838197833,6.428571429,0.212376512,0.722222222,-0.599206349,0.829407256,3.714285714,1.608255777,0.530612245,0.530612245,0.154274639,0.332120973
illness,dataset/illness/national_illness.csv,val,20,57,36,36,7,mean,train_split_standard,-0.765709748,-0.834727656,6.295669163,19.857142857,0.782213004,0.067262863,0.791836735,13.000000000,0.074074074,0.857142857,0.654911997,11.714285714,0.377922078,-0.710317460,0.384920635,0.880243699,15.142857143,1.478479325,0.540816327,0.571428571,0.196349541,0.381316964
illness,dataset/illness/national_illness.csv,val,21,27,36,36,7,mean,train_split_standard,-0.301208073,-0.529443371,6.252784287,22.428571429,0.775594486,0.044981234,0.759183673,14.714285714,0.145502646,6.714285714,0.695129152,6.000000000,0.122309437,0.706349206,-0.619047619,0.849987211,3.714285714,1.511963315,0.540816327,0.479591837,0.154274639,0.349481248
illness,dataset/illness/national_illness.csv,val,22,47,36,36,7,mean,train_split_standard,0.076111792,-0.346291444,6.515446294,18.571428571,0.817166555,-0.018545153,0.840816327,19.714285714,0.121693122,0.000000000,0.692138012,8.571428571,0.413492063,-0.281746032,0.718253968,0.892706377,14.857142857,1.487063593,0.551020408,0.540816327,0.182324574,0.403237037
illness,dataset/illness/national_illness.csv,val,23,56,36,36,7,mean,train_split_standard,-0.782892865,-0.873861491,6.773804046,20.285714286,0.815828117,0.069147179,0.808163265,13.714285714,0.100529101,1.285714286,0.658250540,13.000000000,0.375541126,-0.688492063,0.432539683,0.907383653,15.142857143,1.464801786,0.489795918,0.500000000,0.196349541,0.370646708
illness,dataset/illness/national_illness.csv,val,24,61,36,36,7,mean,train_split_standard,-0.718024468,-0.803942637,4.783569576,17.428571429,0.672082513,0.047724363,0.836734694,9.714285714,0.067552910,1.142857143,0.517996786,7.428571429,1.187471655,-0.438492063,0.162698413,0.784881539,14.714285714,1.533189482,0.489795918,0.510204082,0.196349541,0.409195511
illness,dataset/illness/national_illness.csv,val,25,40,36,36,7,mean,train_split_standard,-0.114427035,-0.039662668,4.330114746,13.285714286,0.661759658,-0.032678838,0.906122449,16.142857143,0.064523810,0.428571429,0.453781149,4.857142857,0.579081633,0.015873016,0.781746032,0.809453257,11.142857143,1.657864999,0.551020408,0.561224490,0.224399475,0.540085576
illness,dataset/illness/national_illness.csv,val,26,31,36,36,7,mean,train_split_standard,0.099035251,0.109830556,5.620807381,20.285714286,0.729334774,0.062626148,0.832653061,16.428571429,0.120462963,4.571428571,0.515356425,5.571428571,0.285006660,0.515873016,-0.716269841,0.845359917,5.428571429,1.587456120,0.510204082,0.489795918,0.182324574,0.494083060
illness,dataset/illness/national_illness.csv,val,27,1,36,36,7,mean,train_split_standard,-0.418260839,-0.705537085,6.969724391,23.285714286,0.907641536,-0.006507785,0.734693878,14.428571429,0.166666667,1.714285714,1.204498712,6.714285714,0.373626374,-0.742063492,0.567460317,0.869981322,11.428571429,1.487476605,0.469387755,0.551020408,0.126224705,0.231745097
illness,dataset/illness/national_illness.csv,val,28,43,36,36,7,mean,train_split_standard,0.315059418,0.240836190,5.227972393,14.571428571,0.719374716,-0.022433060,0.889795918,16.714285714,0.085079365,1.428571429,0.531141598,6.142857143,0.485762254,-0.107142857,0.783730159,0.832017110,12.857142857,1.602397878,0.500000000,0.540816327,0.196349541,0.476995551
illness,dataset/illness/national_illness.csv,val,29,4,36,36,7,mean,train_split_standard,-0.382816680,-0.689956744,6.750272553,21.000000000,0.776148175,0.084703502,0.775510204,13.571428571,0.153439153,0.000000000,0.811171556,14.428571429,0.643939394,-0.757936508,0.436507937,0.821822769,10.571428571,1.590008132,0.540816327,0.530612245,0.196349541,0.327182464
illness,dataset/illness/national_illness.csv,val,30,59,36,36,7,mean,train_split_standard,-0.726451291,-0.799134520,5.143009289,19.000000000,0.744488042,0.058789264,0.808163265,11.285714286,0.074074074,3.142857143,0.629163235,9.428571429,0.911688312,-0.662698413,0.275793651,0.824707528,15.142857143,1.505834404,0.469387755,0.571428571,0.196349541,0.382082125
illness,dataset/illness/national_illness.csv,val,31,5,36,36,7,mean,train_split_standard,-0.414910087,-0.723459070,6.443807015,19.571428571,0.706308714,0.082189087,0.791836735,13.000000000,0.140211640,1.285714286,0.715176177,12.285714286,0.784848485,-0.724206349,0.392857143,0.819942803,10.285714286,1.526598922,0.489795918,0.571428571,0.196349541,0.344990398
illness,dataset/illness/national_illness.csv,val,32,35,36,36,7,mean,train_split_standard,-0.245282499,-0.134485554,4.031629791,15.142857143,0.617659405,0.127205640,0.877551020,16.571428571,0.057261095,5.000000000,0.387417866,6.142857143,0.461111111,0.293650794,-0.710317460,0.775400769,7.714285714,1.693407590,0.520408163,0.520408163,0.280499344,0.602593333
illness,dataset/illness/national_illness.csv,val,33,46,36,36,7,mean,train_split_standard,0.022011598,-0.163981314,6.200317773,17.857142857,0.798319327,0.016870720,0.840816327,19.571428571,0.126984127,0.428571429,0.648865381,7.857142857,0.419047619,-0.234126984,0.722222222,0.880697527,14.571428571,1.542453609,0.561224490,0.530612245,0.182324574,0.417818134
illness,dataset/illness/national_illness.csv,val,34,53,36,36,7,mean,train_split_standard,-0.859984143,-0.972772867,7.445471755,20.714285714,0.892372049,-0.005433615,0.800000000,16.428571429,0.134920635,5.857142857,0.839778271,12.857142857,0.328088578,-0.569444444,0.559523810,0.937253200,15.142857143,1.473918017,0.479591837,0.469387755,0.140249672,0.334698513
illness,dataset/illness/national_illness.csv,val,35,37,36,36,7,mean,train_split_standard,-0.239665326,0.132116104,3.609666346,10.857142857,0.585153252,0.161787700,0.889795918,16.285714286,0.056869669,4.714285714,0.375164204,5.571428571,0.598866213,0.178571429,-0.515873016,0.750268525,9.000000000,1.693407590,0.448979592,0.561224490,0.322574246,0.605220694
illness,dataset/illness/national_illness.csv,val,36,36,36,36,7,mean,train_split_standard,-0.171715340,-0.024153569,3.788976648,12.142857143,0.571441395,0.157507620,0.885714286,16.428571429,0.056858520,4.714285714,0.380762720,5.428571429,0.514455782,0.234126984,-0.662698413,0.760032548,8.142857143,1.693407590,0.500000000,0.540816327,0.322574246,0.636423556
illness,dataset/illness/national_illness.csv,val,37,9,36,36,7,mean,train_split_standard,-0.544013429,-0.871085271,4.966083871,17.000000000,0.731398536,0.075773470,0.828571429,11.000000000,0.067552910,2.857142857,0.703678386,6.857142857,1.091326531,-0.551587302,0.170634921,0.823286113,9.714285714,1.559653785,0.520408163,0.520408163,0.196349541,0.420888632
illness,dataset/illness/national_illness.csv,val,38,7,36,36,7,mean,train_split_standard,-0.526595253,-0.645062687,5.457049403,18.142857143,0.772582086,0.085461347,0.824489796,12.428571429,0.074074074,0.857142857,0.834083606,9.000000000,0.967532468,-0.726190476,0.285714286,0.834227141,9.714285714,1.552043437,0.479591837,0.571428571,0.196349541,0.389011802
illness,dataset/illness/national_illness.csv,val,39,14,36,36,7,mean,train_split_standard,-0.885489623,-1.089813906,5.538135480,16.142857143,0.738394505,0.074394149,0.844897959,9.714285714,0.089947090,3.000000000,0.568853807,7.428571429,0.825396825,0.781746032,-0.107142857,0.855278674,9.428571429,1.582852236,0.510204082,0.489795918,0.196349541,0.429961790
illness,dataset/illness/national_illness.csv,val,40,17,36,36,7,mean,train_split_standard,-0.806101403,-0.852089084,6.405231921,16.142857143,0.726592683,0.054071228,0.824489796,12.000000000,0.111111111,3.000000000,0.526284389,9.000000000,0.224675325,0.750000000,-0.269841270,0.856450704,7.285714286,1.576785045,0.540816327,0.540816327,0.196349541,0.434674872
illness,dataset/illness/national_illness.csv,val,41,32,36,36,7,mean,train_split_standard,0.401293924,0.011958820,5.175275192,19.571428571,0.751121423,0.073643435,0.840816327,17.142857143,0.117248677,4.571428571,0.494108585,5.571428571,0.287557680,0.460317460,-0.730158730,0.830638327,6.000000000,1.661563880,0.551020408,0.530612245,0.224399475,0.519294095
illness,dataset/illness/national_illness.csv,val,42,3,36,36,7,mean,train_split_standard,-0.363647902,-0.842813227,6.981621025,21.857142857,0.841773612,-0.011210469,0.746938776,13.571428571,0.158730159,0.000000000,1.133121453,16.285714286,0.680569431,-0.785714286,0.488095238,0.841092596,10.857142857,1.486613306,0.510204082,0.520408163,0.168299606,0.258272232
illness,dataset/illness/national_illness.csv,val,43,20,36,36,7,mean,train_split_standard,-0.677646361,-0.709066666,7.314413350,17.714285714,0.717942874,0.054996901,0.795918367,14.142857143,0.158730159,2.571428571,0.587040290,12.857142857,0.132034632,0.658730159,-0.436507937,0.869680942,6.142857143,1.569415792,0.551020408,0.530612245,0.126224705,0.391210912
illness,dataset/illness/national_illness.csv,val,44,18,36,36,7,mean,train_split_standard,-0.811689411,-0.701244345,6.760614354,16.714285714,0.736168369,0.052775496,0.812244898,12.857142857,0.111111111,2.000000000,0.549700790,8.428571429,0.170129870,0.730158730,-0.327380952,0.869571675,6.714285714,1.584987943,0.520408163,0.530612245,0.196349541,0.426349176
illness,dataset/illness/national_illness.csv,val,45,58,36,36,7,mean,train_split_standard,-0.741928905,-0.810586066,5.715775120,19.142857143,0.754443225,0.063121965,0.800000000,12.285714286,0.074074074,4.285714286,0.635268734,10.571428571,0.531168831,-0.726190476,0.333333333,0.850902955,15.142857143,1.492156865,0.448979592,0.571428571,0.196349541,0.382644441
illness,dataset/illness/national_illness.csv,val,46,55,36,36,7,mean,train_split_standard,-0.799053382,-0.912179310,7.215856327,20.571428571,0.871449642,-0.008476471,0.800000000,14.571428571,0.113756614,0.571428571,0.875078264,12.714285714,0.290209790,-0.654761905,0.484126984,0.934628358,15.142857143,1.437446708,0.438775510,0.510204082,0.126224705,0.323466888
illness,dataset/illness/national_illness.csv,val,47,41,36,36,7,mean,train_split_standard,0.009117409,-0.024615769,4.527304231,13.714285714,0.700502686,-0.028797330,0.902040816,16.285714286,0.077896825,0.428571429,0.474569084,5.142857143,0.525793651,-0.015873016,0.793650794,0.813499173,11.714285714,1.653941441,0.561224490,0.530612245,0.210374508,0.518283953
illness,dataset/illness/national_illness.csv,val,48,28,36,36,7,mean,train_split_standard,-0.358167390,-0.500035035,6.182092532,22.285714286,0.778022839,0.047258931,0.775510204,15.571428571,0.145502646,4.285714286,0.688569575,5.285714286,0.142612943,0.678571429,-0.646825397,0.862899668,3.857142857,1.565343933,0.540816327,0.500000000,0.154274639,0.385226296
illness,dataset/illness/national_illness.csv,val,49,34,36,36,7,mean,train_split_standard,0.028070804,0.055386782,4.325207908,15.857142857,0.645622261,0.102732742,0.865306122,16.571428571,0.081686643,7.000000000,0.439380852,6.714285714,0.397330447,0.349206349,-0.757936508,0.794877947,7.142857143,1.688387401,0.520408163,0.469387755,0.266474377,0.573222084
illness,dataset/illness/national_illness.csv,val,50,11,36,36,7,mean,train_split_standard,-0.872683763,-1.083249971,5.023017064,15.857142857,0.677250704,0.040167188,0.840816327,9.142857143,0.065092593,2.428571429,0.575602851,6.428571429,1.076530612,-0.027777778,0.059523810,0.824687137,9.714285714,1.577832047,0.530612245,0.448979592,0.196349541,0.468622610
traffic,dataset/traffic/traffic.csv,val,1,1124,96,96,862,mean,train_split_standard,-0.181861695,-0.301866791,3.279560448,10.687935035,0.365414226,-0.052483510,0.836781048,13.772621810,0.021402669,22.515081206,0.283673384,4.344547564,0.511809594,0.081460267,-0.082904341,0.821021509,11.868909513,1.655388343,0.457341730,0.336725224,0.310583061,0.735540932
