dataset,data_path,split,sample_rank,sample_index,seq_len,pred_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,26,440,96,96,8,median,train_split_standard,-0.408379378,-0.396065493,14.262974007,41.000000000,0.730608495,-0.011556485,0.757894737,35.500000000,0.099537037,23.500000000,0.560905582,17.500000000,0.047727273,0.471354167,-0.489583333,0.927364459,5.000000000,1.553238713,0.785714286,0.585714286,0.073631078,0.356743752
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,27,530,96,96,8,median,train_split_standard,-0.510903059,-0.442307234,8.331136698,19.000000000,0.567643341,-0.026749051,0.836842105,19.000000000,0.037006803,0.000000000,0.362792986,11.000000000,0.061111111,-0.807291667,0.307291667,0.886044233,6.000000000,1.712530229,0.828571429,0.414285714,0.147262156,0.431724289
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,28,371,96,96,8,median,train_split_standard,0.237822238,0.383626712,12.422031004,28.000000000,0.660091733,0.000615854,0.710526316,27.000000000,0.062500000,3.000000000,0.813619142,22.000000000,0.045548654,0.505208333,-0.723958333,0.909230116,5.000000000,1.610042029,0.757142857,0.628571429,0.098174770,0.331589886
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,29,550,96,96,8,median,train_split_standard,-0.089834897,0.087925700,7.759062016,19.000000000,0.453443824,0.009348831,0.852631579,24.000000000,0.068287037,23.500000000,0.411369166,12.000000000,0.074175824,0.744791667,-0.088541667,0.879366706,5.000000000,1.706003997,0.757142857,0.314285714,0.122718463,0.456383826
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,30,91,96,96,8,median,train_split_standard,0.384807194,0.450314395,12.538851372,27.500000000,0.778613700,0.004297779,0.742105263,44.500000000,0.166666667,0.000000000,0.878196100,16.000000000,0.057189542,0.369791667,-0.791666667,0.922970149,5.000000000,1.570336705,0.785714286,0.614285714,0.049087385,0.288165391
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,31,358,96,96,8,median,train_split_standard,0.355013854,0.592903010,14.073382855,41.500000000,0.737211533,-0.001367550,0.731578947,39.500000000,0.074074074,13.000000000,0.850681836,17.000000000,0.068764569,0.375000000,-0.713541667,0.934915621,5.000000000,1.490956262,0.757142857,0.728571429,0.049087385,0.288521316
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,32,483,96,96,8,median,train_split_standard,0.283637412,0.342592453,14.355069793,33.500000000,0.755745676,-0.017454380,0.789473684,39.000000000,0.138888889,19.000000000,0.538544155,19.000000000,0.031280547,-0.289062500,0.546875000,0.938347686,5.000000000,1.549210240,0.757142857,0.600000000,0.049087385,0.339503426
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,33,246,96,96,8,median,train_split_standard,0.453455053,0.087496262,11.201583181,25.500000000,0.669292249,-0.013349511,0.752631579,30.500000000,0.092592593,20.500000000,0.550933187,15.500000000,0.061111111,0.557291667,-0.424479167,0.901922078,5.000000000,1.666351477,0.814285714,0.685714286,0.073631078,0.439256094
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,34,525,96,96,8,median,train_split_standard,-0.567553421,-0.422720243,9.927795871,20.000000000,0.591531277,-0.018159125,0.836842105,23.500000000,0.078703704,0.000000000,0.404846984,15.000000000,0.049571603,-0.731770833,0.380208333,0.906477908,6.000000000,1.684130790,0.771428571,0.657142857,0.122718463,0.425255162
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,35,194,96,96,8,median,train_split_standard,-0.100119040,0.056226450,7.540412619,20.000000000,0.552974240,0.001496642,0.789473684,24.500000000,0.048044218,26.500000000,0.485691195,17.000000000,0.077380952,0.036458333,-0.791666667,0.867538106,5.000000000,1.676357661,0.800000000,0.785714286,0.147262156,0.473852345
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,36,583,96,96,8,median,train_split_standard,0.870704829,0.464014178,17.276725001,32.000000000,0.696408125,0.000110794,0.789473684,46.000000000,0.111111111,17.000000000,0.798567255,17.500000000,0.034647551,0.494791667,-0.598958333,0.942654144,5.500000000,1.665882956,0.828571429,0.671428571,0.049087385,0.342198855
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,37,639,96,96,8,median,train_split_standard,0.006205950,-0.159221429,7.391440045,17.000000000,0.507755955,-0.008051253,0.847368421,22.500000000,0.053883745,20.000000000,0.471337136,13.000000000,0.097619048,0.023437500,0.885416667,0.904152544,7.000000000,1.721736417,0.485714286,0.700000000,0.147262156,0.484784351
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,38,373,96,96,8,median,train_split_standard,0.220665514,0.543257576,12.402941766,28.500000000,0.713078310,-0.000480563,0.726315789,27.500000000,0.062500000,0.000000000,0.825769411,22.000000000,0.082101806,0.494791667,-0.739583333,0.911498213,5.000000000,1.633574922,0.785714286,0.685714286,0.098174770,0.345447911
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,39,612,96,96,8,median,train_split_standard,0.419803777,0.314529876,11.070379701,22.000000000,0.553893161,0.010443687,0.826315789,32.000000000,0.068287037,22.500000000,0.623234786,16.000000000,0.051315789,0.007812500,-0.729166667,0.914463401,5.500000000,1.793578243,0.642857143,0.671428571,0.098174770,0.401460083
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,40,595,96,96,8,median,train_split_standard,0.771768182,0.600757420,16.935953194,40.500000000,0.695470868,0.001190210,0.815789474,54.000000000,0.111111111,18.000000000,0.809460834,20.000000000,0.036375661,0.317708333,-0.658854167,0.936920660,5.000000000,1.601961781,0.800000000,0.600000000,0.049087385,0.336514607
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,41,470,96,96,8,median,train_split_standard,0.508792725,0.680531518,12.923803058,38.000000000,0.729061707,-0.016087929,0.763157895,47.000000000,0.077037037,0.000000000,0.567283676,17.000000000,0.042444822,0.005208333,0.776041667,0.944349532,5.000000000,1.620266103,0.771428571,0.657142857,0.073631078,0.328389500
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,42,212,96,96,8,median,train_split_standard,-0.102385634,-0.037967544,6.746324916,25.500000000,0.504280949,-0.004141364,0.768421053,24.500000000,0.038194444,27.000000000,0.462885340,12.500000000,0.083916084,0.213541667,0.130208333,0.892915201,5.000000000,1.661216226,0.571428571,0.642857143,0.122718463,0.525924127
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,43,273,96,96,8,median,train_split_standard,0.158262114,0.219075811,10.735138866,25.500000000,0.712882266,-0.006323069,0.768421053,27.000000000,0.077037037,21.000000000,0.649076815,11.500000000,0.068693694,0.526041667,-0.729166667,0.915569491,5.000000000,1.589914090,0.757142857,0.485714286,0.073631078,0.375526408
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,44,115,96,96,8,median,train_split_standard,-0.070609977,-0.109027844,12.919991444,27.500000000,0.853691261,0.005792011,0.757894737,29.500000000,0.100000000,21.500000000,0.843186649,14.500000000,0.069711538,0.791666667,-0.770833333,0.915299342,5.000000000,1.569540657,0.828571429,0.600000000,0.073631078,0.303541441
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,45,396,96,96,8,median,train_split_standard,0.182962034,0.051241336,10.777977930,18.000000000,0.513515635,0.005057537,0.789473684,26.500000000,0.080000000,0.000000000,0.566998324,15.500000000,0.055727554,0.697916667,-0.460937500,0.865042264,4.500000000,1.659902339,0.800000000,0.471428571,0.098174770,0.451019437
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,46,45,96,96,8,median,train_split_standard,-0.128544007,-0.298171699,11.270459977,29.500000000,0.737052083,-0.008649278,0.789473684,28.500000000,0.062500000,0.000000000,0.712994745,18.000000000,0.110119048,0.640625000,-0.171875000,0.932107098,5.000000000,1.473136068,0.785714286,0.600000000,0.098174770,0.340171951
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,47,20,96,96,8,median,train_split_standard,0.135970761,0.135659329,13.485993951,29.500000000,0.614808259,-0.005250743,0.726315789,37.500000000,0.092592593,0.000000000,0.621779843,20.500000000,0.094298246,-0.468750000,0.341145833,0.925851319,5.000000000,1.542642641,0.800000000,0.671428571,0.049087385,0.390190627
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,48,448,96,96,8,median,train_split_standard,-0.327706873,0.124421435,12.717974496,35.500000000,0.629141185,-0.024845877,0.768421053,33.000000000,0.077037037,24.500000000,0.526048592,15.500000000,0.054093567,0.406250000,-0.429687500,0.920538726,5.000000000,1.627080618,0.828571429,0.800000000,0.098174770,0.414889504
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,49,104,96,96,8,median,train_split_standard,0.025913238,0.186943189,12.223463151,30.000000000,0.746103536,0.000718356,0.747368421,26.500000000,0.062500000,7.000000000,0.893411381,12.000000000,0.113636364,0.718750000,-0.734375000,0.898416893,5.000000000,1.532929210,0.442857143,0.642857143,0.073631078,0.315839557
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,50,322,96,96,8,median,train_split_standard,-0.422027634,-0.499888717,15.677572343,42.000000000,0.784424388,0.001125944,0.678947368,31.000000000,0.120370370,19.000000000,0.991049824,13.000000000,0.075736325,0.859375000,-0.583333333,0.926244135,4.500000000,1.489806286,0.814285714,0.628571429,0.049087385,0.263404855
illness,dataset/illness/national_illness.csv,val,1,30,36,36,7,median,train_split_standard,-0.229960022,-0.313538328,6.142372991,21.000000000,0.834805350,-0.004725938,0.828571429,16.000000000,0.166666667,3.000000000,0.694536251,6.000000000,0.307692308,0.722222222,-0.722222222,0.881411080,4.000000000,1.645458996,0.571428571,0.571428571,0.098174770,0.400574856
illness,dataset/illness/national_illness.csv,val,2,49,36,36,7,median,train_split_standard,-0.889854771,-1.061543054,6.882801176,20.000000000,0.896244675,-0.011723016,0.828571429,19.000000000,0.111111111,0.000000000,0.768514551,11.000000000,0.454545455,-0.333333333,0.666666667,0.915772273,14.000000000,1.446352512,0.571428571,0.500000000,0.196349541,0.381301954
illness,dataset/illness/national_illness.csv,val,3,13,36,36,7,median,train_split_standard,-0.940625533,-1.107232372,5.341291844,16.000000000,0.666558985,0.014549159,0.828571429,9.000000000,0.074074074,4.000000000,0.645203990,7.000000000,1.111111111,0.805555556,-0.055555556,0.851817994,8.000000000,1.592505801,0.500000000,0.428571429,0.196349541,0.390277409
illness,dataset/illness/national_illness.csv,val,4,52,36,36,7,median,train_split_standard,-0.817684838,-0.979028285,7.186921132,20.000000000,0.909963726,-0.010064249,0.800000000,17.000000000,0.111111111,8.000000000,0.802620363,14.000000000,0.363636364,-0.500000000,0.583333333,0.938335136,14.000000000,1.483098999,0.571428571,0.428571429,0.196349541,0.362308501
illness,dataset/illness/national_illness.csv,val,5,21,36,36,7,median,train_split_standard,-0.832670137,-0.987964784,7.453406456,21.000000000,0.862229526,0.013882837,0.800000000,16.000000000,0.166666667,4.000000000,0.652033906,16.000000000,0.083333333,0.722222222,-0.472222222,0.890391802,5.000000000,1.539233362,0.571428571,0.428571429,0.098174770,0.321582184
illness,dataset/illness/national_illness.csv,val,6,54,36,36,7,median,train_split_standard,-0.759968945,-0.926220128,7.129840044,21.000000000,0.894956455,-0.009738008,0.828571429,15.000000000,0.111111111,0.000000000,0.810267659,14.000000000,0.363636364,-0.611111111,0.527777778,0.944501480,14.000000000,1.446352512,0.500000000,0.571428571,0.098174770,0.352794462
illness,dataset/illness/national_illness.csv,val,7,23,36,36,7,median,train_split_standard,-0.758317118,-0.939174295,7.930427080,22.000000000,0.829266693,0.017731505,0.771428571,15.000000000,0.166666667,3.000000000,0.768950809,6.000000000,0.153846154,0.777777778,-0.527777778,0.821241572,5.000000000,1.539233362,0.500000000,0.500000000,0.098174770,0.326163328
illness,dataset/illness/national_illness.csv,val,8,45,36,36,7,median,train_split_standard,0.347387788,0.160093844,5.569060944,16.000000000,0.814377735,-0.014637120,0.885714286,19.000000000,0.111111111,0.000000000,0.654492653,8.000000000,0.555555556,-0.111111111,0.750000000,0.878115672,14.000000000,1.499624952,0.571428571,0.571428571,0.196349541,0.440459844
illness,dataset/illness/national_illness.csv,val,9,2,36,36,7,median,train_split_standard,-0.535647263,-0.715691121,6.687678569,23.000000000,0.810190937,-0.008523206,0.742857143,13.000000000,0.166666667,0.000000000,1.080182343,18.000000000,0.769230769,-0.833333333,0.527777778,0.825731586,13.000000000,1.446352512,0.428571429,0.571428571,0.196349541,0.237459044
illness,dataset/illness/national_illness.csv,val,10,24,36,36,7,median,train_split_standard,-0.762917517,-0.951093930,7.531136994,24.000000000,0.910816786,0.014082907,0.771428571,14.000000000,0.166666667,3.000000000,0.880218113,6.000000000,0.153846154,0.861111111,-0.555555556,0.815650970,5.000000000,1.446352512,0.500000000,0.500000000,0.098174770,0.307752335
illness,dataset/illness/national_illness.csv,val,11,29,36,36,7,median,train_split_standard,-0.208488741,-1.124362097,6.247539219,23.000000000,0.917262250,-0.001005524,0.800000000,15.000000000,0.166666667,3.000000000,0.858694506,5.000000000,0.142857143,0.777777778,-0.694444444,0.893445537,3.000000000,1.446352512,0.571428571,0.428571429,0.098174770,0.351721055
illness,dataset/illness/national_illness.csv,val,12,0,36,36,7,median,train_split_standard,-0.616244399,-0.765096441,6.722367040,24.000000000,0.966835562,-0.004787128,0.714285714,14.000000000,0.166666667,0.000000000,1.223497779,4.000000000,0.307692308,-0.805555556,0.583333333,0.886474195,14.000000000,1.390218149,0.428571429,0.500000000,0.098174770,0.197836635
illness,dataset/illness/national_illness.csv,val,13,12,36,36,7,median,train_split_standard,-0.961322069,-1.044937407,5.219153173,16.000000000,0.669922770,0.010086519,0.828571429,8.000000000,0.062500000,3.000000000,0.651542134,6.000000000,1.222222222,0.666666667,0.000000000,0.839881828,8.000000000,1.592505801,0.571428571,0.428571429,0.196349541,0.415544286
illness,dataset/illness/national_illness.csv,val,14,51,36,36,7,median,train_split_standard,-0.860542951,-1.021835268,7.267473783,20.000000000,0.909841081,-0.010344336,0.828571429,17.000000000,0.111111111,9.000000000,0.794103199,13.000000000,0.363636364,-0.444444444,0.611111111,0.929737934,14.000000000,1.446352512,0.500000000,0.428571429,0.196349541,0.359407737
illness,dataset/illness/national_illness.csv,val,15,10,36,36,7,median,train_split_standard,-0.868218604,-1.078803169,5.088472598,16.000000000,0.677410226,0.002838719,0.828571429,10.000000000,0.074074074,0.000000000,0.811955504,7.000000000,1.333333333,-0.777777778,0.111111111,0.829528041,8.000000000,1.592505801,0.571428571,0.500000000,0.196349541,0.405589920
illness,dataset/illness/national_illness.csv,val,16,22,36,36,7,median,train_split_standard,-0.801684894,-0.969614289,7.667977101,22.000000000,0.827556886,0.016355058,0.800000000,16.000000000,0.166666667,3.000000000,0.715709035,15.000000000,0.090909091,0.722222222,-0.527777778,0.862123489,5.000000000,1.539233362,0.500000000,0.500000000,0.098174770,0.319899965
illness,dataset/illness/national_illness.csv,val,17,39,36,36,7,median,train_split_standard,-0.289116887,-0.438339720,4.424244972,13.000000000,0.627109361,-0.025093431,0.914285714,14.000000000,0.040000000,0.000000000,0.492190902,6.000000000,0.714285714,0.222222222,0.722222222,0.865223841,10.000000000,1.595367725,0.571428571,0.571428571,0.196349541,0.527179753
illness,dataset/illness/national_illness.csv,val,18,15,36,36,7,median,train_split_standard,-0.824833550,-1.002692077,5.668731303,17.000000000,0.690651316,0.018303733,0.828571429,11.000000000,0.111111111,3.000000000,0.509945263,8.000000000,0.300000000,0.805555556,-0.166666667,0.843824097,8.000000000,1.592505801,0.500000000,0.571428571,0.196349541,0.407585806
illness,dataset/illness/national_illness.csv,val,19,26,36,36,7,median,train_split_standard,-0.773097124,-0.950324149,6.676168742,24.000000000,0.891540850,0.010343605,0.742857143,15.000000000,0.166666667,0.000000000,1.019041216,6.000000000,0.153846154,0.888888889,-0.611111111,0.830064152,3.000000000,1.595367725,0.500000000,0.571428571,0.098174770,0.263351692
illness,dataset/illness/national_illness.csv,val,20,57,36,36,7,median,train_split_standard,-0.675941921,-0.843606398,6.407238085,21.000000000,0.777620581,-0.009004324,0.800000000,13.000000000,0.074074074,0.000000000,0.765216321,12.000000000,0.363636364,-0.750000000,0.388888889,0.913302066,14.000000000,1.390218149,0.571428571,0.571428571,0.196349541,0.328089854
illness,dataset/illness/national_illness.csv,val,21,27,36,36,7,median,train_split_standard,-0.829507723,-0.999654617,6.397203994,23.000000000,0.931338509,0.001819971,0.771428571,14.000000000,0.166666667,9.000000000,0.878109542,6.000000000,0.111111111,0.861111111,-0.638888889,0.862373867,3.000000000,1.446352512,0.571428571,0.428571429,0.098174770,0.268770150
illness,dataset/illness/national_illness.csv,val,22,47,36,36,7,median,train_split_standard,0.362329750,-0.535289543,6.141995958,18.000000000,0.832685664,-0.012868842,0.857142857,20.000000000,0.111111111,0.000000000,0.706556194,9.000000000,0.500000000,-0.222222222,0.722222222,0.905844370,14.000000000,1.499624952,0.571428571,0.571428571,0.196349541,0.413392979
illness,dataset/illness/national_illness.csv,val,23,56,36,36,7,median,train_split_standard,-0.705140954,-0.871795099,6.748949337,21.000000000,0.799308556,-0.006292917,0.828571429,13.000000000,0.074074074,0.000000000,0.778329729,13.000000000,0.363636364,-0.722222222,0.444444444,0.932759640,14.000000000,1.390218149,0.428571429,0.500000000,0.196349541,0.339281590
illness,dataset/illness/national_illness.csv,val,24,61,36,36,7,median,train_split_standard,-0.609368543,-0.819854485,5.044096502,17.000000000,0.638711753,-0.023746803,0.857142857,10.000000000,0.074074074,0.000000000,0.604109259,8.000000000,1.300000000,-0.861111111,0.166666667,0.776910870,14.000000000,1.485960923,0.428571429,0.500000000,0.196349541,0.346358824
illness,dataset/illness/national_illness.csv,val,25,40,36,36,7,median,train_split_standard,-0.319309094,-0.117653769,4.486146152,14.000000000,0.687930498,-0.023586425,0.942857143,14.000000000,0.040000000,0.000000000,0.511164801,6.000000000,0.714285714,0.166666667,0.805555556,0.851012337,10.000000000,1.595367725,0.571428571,0.571428571,0.196349541,0.520255177
illness,dataset/illness/national_illness.csv,val,26,31,36,36,7,median,train_split_standard,-0.267230614,0.217299821,6.005095076,25.000000000,0.796453658,-0.005164877,0.857142857,16.000000000,0.166666667,3.000000000,0.669361538,6.000000000,0.307692308,0.666666667,-0.736111111,0.870259924,5.000000000,1.499624952,0.571428571,0.428571429,0.196349541,0.428886517
illness,dataset/illness/national_illness.csv,val,27,1,36,36,7,median,train_split_standard,-0.574288838,-0.739740164,6.697258736,24.000000000,0.917767668,-0.006465330,0.742857143,13.000000000,0.166666667,0.000000000,1.158349410,4.000000000,0.307692308,-0.805555556,0.555555556,0.852258152,14.000000000,1.446352512,0.428571429,0.571428571,0.098174770,0.217339016
illness,dataset/illness/national_illness.csv,val,28,43,36,36,7,median,train_split_standard,0.389067247,0.191888647,5.022322164,15.000000000,0.783355753,-0.017754432,0.914285714,15.000000000,0.062500000,0.000000000,0.582385786,7.000000000,0.555555556,0.000000000,0.791666667,0.845957008,12.000000000,1.595367725,0.500000000,0.571428571,0.196349541,0.479610549
illness,dataset/illness/national_illness.csv,val,29,4,36,36,7,median,train_split_standard,-0.565070188,-0.753928962,6.765644689,21.000000000,0.778467374,-0.011364323,0.771428571,14.000000000,0.166666667,0.000000000,0.867835588,14.000000000,0.833333333,-0.833333333,0.444444444,0.821985988,11.000000000,1.539233362,0.571428571,0.571428571,0.196349541,0.273830118
illness,dataset/illness/national_illness.csv,val,30,59,36,36,7,median,train_split_standard,-0.619957954,-0.798438770,5.610213246,19.000000000,0.749714043,-0.013582627,0.800000000,11.000000000,0.074074074,0.000000000,0.760465336,10.000000000,1.000000000,-0.805555556,0.291666667,0.846924131,14.000000000,1.485960923,0.428571429,0.571428571,0.196349541,0.319104012
illness,dataset/illness/national_illness.csv,val,31,5,36,36,7,median,train_split_standard,-0.611302859,-0.808710902,6.389479709,20.000000000,0.695744048,-0.012229793,0.771428571,13.000000000,0.166666667,0.000000000,0.766388795,12.000000000,0.833333333,-0.777777778,0.416666667,0.827762084,10.000000000,1.499624952,0.500000000,0.571428571,0.196349541,0.273670988
illness,dataset/illness/national_illness.csv,val,32,35,36,36,7,median,train_split_standard,-0.398243068,-0.228119615,4.763127067,19.000000000,0.672565806,-0.008815882,0.885714286,15.000000000,0.062500000,3.000000000,0.508315056,7.000000000,0.555555556,0.444444444,-0.694444444,0.864986235,9.000000000,1.595367725,0.500000000,0.571428571,0.196349541,0.515894588
illness,dataset/illness/national_illness.csv,val,33,46,36,36,7,median,train_split_standard,0.302794225,0.127004809,5.848024721,17.000000000,0.821153004,-0.012544899,0.857142857,19.000000000,0.111111111,0.000000000,0.680195939,8.000000000,0.416666667,-0.166666667,0.722222222,0.896207526,14.000000000,1.499624952,0.571428571,0.571428571,0.196349541,0.427378067
illness,dataset/illness/national_illness.csv,val,34,53,36,36,7,median,train_split_standard,-0.788258907,-0.955117949,7.209683053,21.000000000,0.906541068,-0.009845064,0.800000000,16.000000000,0.111111111,7.000000000,0.808535560,14.000000000,0.363636364,-0.555555556,0.555555556,0.942232920,14.000000000,1.483098999,0.428571429,0.428571429,0.098174770,0.357647343
illness,dataset/illness/national_illness.csv,val,35,37,36,36,7,median,train_split_standard,-0.277633151,-0.018817098,4.423576395,12.000000000,0.591576034,-0.010085834,0.914285714,14.000000000,0.062500000,3.000000000,0.469154298,6.000000000,0.625000000,0.333333333,-0.500000000,0.875111658,9.000000000,1.595367725,0.428571429,0.571428571,0.196349541,0.538918046
illness,dataset/illness/national_illness.csv,val,36,36,36,36,7,median,train_split_standard,-0.295192359,-0.094053802,4.562795418,11.000000000,0.591576034,-0.009645398,0.914285714,14.000000000,0.062500000,3.000000000,0.484070029,6.000000000,0.625000000,0.388888889,-0.666666667,0.874529953,9.000000000,1.595367725,0.500000000,0.571428571,0.196349541,0.529717848
illness,dataset/illness/national_illness.csv,val,37,9,36,36,7,median,train_split_standard,-0.846360838,-0.997888768,5.143290127,17.000000000,0.706208489,0.001335009,0.800000000,11.000000000,0.074074074,0.000000000,0.853157384,7.000000000,1.333333333,-0.805555556,0.166666667,0.818329601,8.000000000,1.592505801,0.571428571,0.571428571,0.196349541,0.376050873
illness,dataset/illness/national_illness.csv,val,38,7,36,36,7,median,train_split_standard,-0.780007380,-0.951696287,5.730123845,18.000000000,0.759223333,-0.000013971,0.800000000,12.000000000,0.074074074,0.000000000,0.974676319,9.000000000,1.100000000,-0.805555556,0.305555556,0.841687816,8.000000000,1.539233362,0.500000000,0.571428571,0.196349541,0.327475434
illness,dataset/illness/national_illness.csv,val,39,14,36,36,7,median,train_split_standard,-0.908125322,-1.067790595,5.507548944,16.000000000,0.733990590,0.016886061,0.828571429,10.000000000,0.074074074,0.000000000,0.655462924,7.000000000,1.222222222,0.805555556,-0.111111111,0.862136150,8.000000000,1.592505801,0.500000000,0.428571429,0.196349541,0.379105661
illness,dataset/illness/national_illness.csv,val,40,17,36,36,7,median,train_split_standard,-0.783913017,-0.971027184,6.357281957,18.000000000,0.765524308,0.013285741,0.828571429,13.000000000,0.111111111,3.000000000,0.565843815,10.000000000,0.181818182,0.777777778,-0.250000000,0.872750953,6.000000000,1.539233362,0.571428571,0.571428571,0.196349541,0.388439845
illness,dataset/illness/national_illness.csv,val,41,32,36,36,7,median,train_split_standard,0.408306325,0.178771052,5.779474820,25.000000000,0.888974940,-0.005651987,0.857142857,17.000000000,0.166666667,3.000000000,0.640601661,6.000000000,0.307692308,0.611111111,-0.750000000,0.859992868,6.000000000,1.595367725,0.571428571,0.571428571,0.196349541,0.449240890
illness,dataset/illness/national_illness.csv,val,42,3,36,36,7,median,train_split_standard,-0.532317759,-0.727229502,6.787556156,22.000000000,0.851623912,-0.010095419,0.771428571,12.000000000,0.166666667,0.000000000,1.258085606,18.000000000,0.769230769,-0.861111111,0.500000000,0.819328859,12.000000000,1.390218149,0.571428571,0.571428571,0.196349541,0.250714994
illness,dataset/illness/national_illness.csv,val,43,20,36,36,7,median,train_split_standard,-0.816689090,-0.984601145,7.245685290,20.000000000,0.850058666,0.015990784,0.828571429,15.000000000,0.166666667,3.000000000,0.578595557,14.000000000,0.090909091,0.722222222,-0.416666667,0.893626121,5.000000000,1.539233362,0.571428571,0.571428571,0.098174770,0.347136022
illness,dataset/illness/national_illness.csv,val,44,18,36,36,7,median,train_split_standard,-0.794748539,-0.973072891,6.709144208,19.000000000,0.817327198,0.013411387,0.828571429,14.000000000,0.111111111,3.000000000,0.596240580,11.000000000,0.181818182,0.750000000,-0.305555556,0.882440646,5.000000000,1.539233362,0.571428571,0.571428571,0.196349541,0.392461741
illness,dataset/illness/national_illness.csv,val,45,58,36,36,7,median,train_split_standard,-0.645113730,-0.816466569,6.022927987,20.000000000,0.756660466,-0.011823611,0.800000000,12.000000000,0.074074074,6.000000000,0.740278849,11.000000000,0.454545455,-0.777777778,0.361111111,0.884977315,14.000000000,1.485960923,0.428571429,0.571428571,0.196349541,0.323084630
illness,dataset/illness/national_illness.csv,val,46,55,36,36,7,median,train_split_standard,-0.733944901,-0.897370163,6.966382327,21.000000000,0.859248876,-0.010577096,0.800000000,14.000000000,0.074074074,0.000000000,0.925059323,14.000000000,0.363636364,-0.666666667,0.472222222,0.943126157,14.000000000,1.390218149,0.428571429,0.571428571,0.098174770,0.350184989
illness,dataset/illness/national_illness.csv,val,47,41,36,36,7,median,train_split_standard,-0.240725960,-0.172899842,4.630695106,14.000000000,0.721591914,-0.021823098,0.942857143,15.000000000,0.062500000,0.000000000,0.517446982,6.000000000,0.625000000,0.111111111,0.805555556,0.841479218,10.000000000,1.595367725,0.571428571,0.571428571,0.196349541,0.509004955
illness,dataset/illness/national_illness.csv,val,48,28,36,36,7,median,train_split_standard,-0.893701467,-1.061054604,6.189203750,23.000000000,0.922702533,0.000682943,0.771428571,15.000000000,0.166666667,3.000000000,0.877050854,4.000000000,0.142857143,0.833333333,-0.666666667,0.883740181,3.000000000,1.446352512,0.571428571,0.500000000,0.098174770,0.306312859
illness,dataset/illness/national_illness.csv,val,49,34,36,36,7,median,train_split_standard,-0.038040852,-0.165883348,4.989280481,17.000000000,0.708010188,-0.007698775,0.885714286,14.000000000,0.074074074,9.000000000,0.573317916,8.000000000,0.454545455,0.500000000,-0.750000000,0.857521776,8.000000000,1.595367725,0.571428571,0.428571429,0.196349541,0.496030209
illness,dataset/illness/national_illness.csv,val,50,11,36,36,7,median,train_split_standard,-0.924363221,-1.105005859,5.194341614,16.000000000,0.637051601,0.001813598,0.828571429,9.000000000,0.062500000,0.000000000,0.689718052,6.000000000,1.444444444,0.000000000,0.055555556,0.838699476,8.000000000,1.592505801,0.571428571,0.428571429,0.196349541,0.438450146
traffic,dataset/traffic/traffic.csv,val,1,1124,96,96,862,median,train_split_standard,-0.323623686,-0.277952541,3.328458976,11.000000000,0.363998817,-0.011556529,0.852631579,14.000000000,0.020740741,23.000000000,0.221266058,4.000000000,0.500000000,0.135416667,-0.114583333,0.832584131,12.000000000,1.650949627,0.428571429,0.200000000,0.294524311,0.726943129
traffic,dataset/traffic/traffic.csv,val,2,1389,96,96,862,median,train_split_standard,-0.395183400,-0.463371170,3.152769486,12.000000000,0.386431066,-0.016725260,0.842105263,15.000000000,0.020740741,23.000000000,0.257310353,4.000000000,0.500000000,-0.093750000,0.156250000,0.823978297,11.000000000,1.689469693,0.600000000,0.257142857,0.294524311,0.765390717
