group_id,group_rank,dataset,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,seq_len,n_channels,pooling,scale,pc1,pc2,pc1_explained_ratio,pc2_explained_ratio
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,2,347303,4,67911,96,1,mean,train_split_standard,-0.455858545,-2.050683248,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,3,208441,2,68745,96,1,mean,train_split_standard,1.967149109,0.109721507,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,4,442786,6,23698,96,1,mean,train_split_standard,-0.409631347,0.009012455,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,5,2009,0,2009,96,1,mean,train_split_standard,-0.309059510,-2.509492149,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,6,125728,1,55880,96,1,mean,train_split_standard,2.452778285,-1.340810355,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,7,346954,4,67562,96,1,mean,train_split_standard,0.254816245,-1.817131145,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,8,527299,7,38363,96,1,mean,train_split_standard,-1.854266288,-0.106247169,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,9,45915,0,45915,96,1,mean,train_split_standard,-0.148532057,-3.671194131,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,10,33413,0,33413,96,1,mean,train_split_standard,-0.471849162,-2.032429712,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,11,351571,5,2331,96,1,mean,train_split_standard,-1.035335101,-2.080316118,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,12,58367,0,58367,96,1,mean,train_split_standard,-0.020194024,-3.430948604,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,13,49577,0,49577,96,1,mean,train_split_standard,-0.934089624,-2.224790461,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,14,153324,2,13628,96,1,mean,train_split_standard,0.949564566,0.301819870,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,15,520459,7,31523,96,1,mean,train_split_standard,0.364348585,1.174203444,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,16,35396,0,35396,96,1,mean,train_split_standard,1.324827726,-1.122561988,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,17,467995,6,48907,96,1,mean,train_split_standard,0.413256029,-0.001254490,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,18,476830,6,57742,96,1,mean,train_split_standard,0.409131176,-0.072303477,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,19,42321,0,42321,96,1,mean,train_split_standard,1.007727315,-1.472555386,0.361377013,0.098885852
group_001,14,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,train,20,365883,5,16643,96,1,mean,train_split_standard,-0.669483500,-2.758179217,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,1,1385396,25,9474,96,1,mean,train_split_standard,-0.645543598,-3.154573150,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,2,2095723,52,7315,96,1,mean,train_split_standard,-0.417633697,-3.943906962,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,3,1996306,46,1548,96,1,mean,train_split_standard,-0.935885002,-3.789211490,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,4,1533279,28,37487,96,1,mean,train_split_standard,-1.018874481,-2.639768469,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,5,1189323,20,3017,96,1,mean,train_split_standard,-1.085275003,-3.938466431,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,6,1989567,45,11048,96,1,mean,train_split_standard,-1.442158308,-1.611697943,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,7,1677090,33,14899,96,1,mean,train_split_standard,-1.055517167,0.647906387,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,8,1696606,33,34415,96,1,mean,train_split_standard,-1.923516390,-2.129387745,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,9,393851,6,8998,96,1,mean,train_split_standard,-1.584818107,-0.624733746,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,10,371799,5,53950,96,1,mean,train_split_standard,-1.439387761,-2.753276329,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,11,1089516,17,50125,96,1,mean,train_split_standard,-2.195704342,-0.280480393,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,12,1976461,44,12870,96,1,mean,train_split_standard,-0.566461317,-3.039752735,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,13,1534203,29,672,96,1,mean,train_split_standard,-1.202758898,-2.724603784,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,14,225396,3,35493,96,1,mean,train_split_standard,-0.654834500,-3.829585035,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,15,655689,10,16009,96,1,mean,train_split_standard,-1.078935751,0.091956289,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,16,176184,2,50205,96,1,mean,train_split_standard,-0.661771465,-3.532013832,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,17,1252376,21,25676,96,1,mean,train_split_standard,-0.659664557,-3.495710351,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,18,1841203,39,11994,96,1,mean,train_split_standard,-1.307462409,-2.219296656,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,19,241676,3,51773,96,1,mean,train_split_standard,-0.402511281,-3.980497065,0.361377013,0.098885852
group_001,15,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,train,20,1574358,30,3221,96,1,mean,train_split_standard,-1.177051617,-2.126058402,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,1,928,0,928,96,1,mean,train_split_standard,-0.178053697,-1.343536198,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,2,3651,0,3651,96,1,mean,train_split_standard,2.083807302,0.610290814,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,3,6079,0,6079,96,1,mean,train_split_standard,0.918871153,-0.228969765,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,4,3907,0,3907,96,1,mean,train_split_standard,0.600833532,0.891983201,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,5,2171,0,2171,96,1,mean,train_split_standard,-0.738021676,-1.742430647,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,6,15425,0,15425,96,1,mean,train_split_standard,1.727714826,0.094689274,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,7,916,0,916,96,1,mean,train_split_standard,1.930554003,-0.708303913,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,8,6014,0,6014,96,1,mean,train_split_standard,-1.977021109,-1.209294039,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,9,12854,0,12854,96,1,mean,train_split_standard,-0.039606583,1.332298137,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,10,6691,0,6691,96,1,mean,train_split_standard,0.894964919,1.076405698,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,11,8929,0,8929,96,1,mean,train_split_standard,-1.335423438,0.433432193,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,12,1320,0,1320,96,1,mean,train_split_standard,0.491134043,0.587772562,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,13,1135,0,1135,96,1,mean,train_split_standard,1.954271310,0.442570531,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,14,9425,0,9425,96,1,mean,train_split_standard,0.533025575,2.004096722,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,15,10641,0,10641,96,1,mean,train_split_standard,0.320325679,-0.272557501,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,16,9607,0,9607,96,1,mean,train_split_standard,1.923625811,-1.065062828,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,17,7214,0,7214,96,1,mean,train_split_standard,0.656380169,1.174888900,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,18,1243,0,1243,96,1,mean,train_split_standard,1.429226326,-0.159093925,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,19,15901,0,15901,96,1,mean,train_split_standard,-1.261407860,0.264559929,0.361377013,0.098885852
group_001,16,Monash__saugeenday_dataset,Monash,tsf,dataset/Monash_Dataset/saugeenday_dataset/saugeenday_dataset.tsf,train,20,5364,0,5364,96,1,mean,train_split_standard,1.264199372,0.480346779,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,1,661469,18,2651,96,1,mean,train_split_standard,6.616247279,-0.546566714,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,2,2059971,56,10315,96,1,mean,train_split_standard,3.275044774,1.138456997,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,3,2497759,68,8891,96,1,mean,train_split_standard,5.609647315,2.430055494,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,4,628873,17,6656,96,1,mean,train_split_standard,3.070356302,0.609672163,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,5,4265601,116,19885,96,1,mean,train_split_standard,5.849016653,-1.567360935,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,6,2718081,74,9607,96,1,mean,train_split_standard,2.402111751,2.937575684,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,7,2069850,56,20194,96,1,mean,train_split_standard,5.264802882,-4.411261987,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,8,3399794,92,32502,96,1,mean,train_split_standard,3.611789869,1.959809636,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,9,1881218,51,14567,96,1,mean,train_split_standard,4.476258821,-3.595779550,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,10,2799783,76,18107,96,1,mean,train_split_standard,3.428685727,2.693507224,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,11,2750976,75,5901,96,1,mean,train_split_standard,2.720042274,0.289663662,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,12,2773871,75,28796,96,1,mean,train_split_standard,5.723837404,0.374425315,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,13,87405,2,14203,96,1,mean,train_split_standard,3.245263584,-0.546832710,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,14,4771008,130,12878,96,1,mean,train_split_standard,4.111533867,-0.097777616,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,15,133343,3,23540,96,1,mean,train_split_standard,3.608329134,0.000877685,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,16,960448,26,8822,96,1,mean,train_split_standard,6.018403525,-1.975470857,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,17,1325592,36,7956,96,1,mean,train_split_standard,2.099469545,1.096065793,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,18,3726046,101,29345,96,1,mean,train_split_standard,5.389732020,2.094005153,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,19,4839033,132,7701,96,1,mean,train_split_standard,4.725737795,1.110827130,0.361377013,0.098885852
group_001,17,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,train,20,4176677,114,4163,96,1,mean,train_split_standard,2.218373126,0.984363617,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,1,5016922,0,5016922,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,2,358102,0,358102,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,3,1233390,0,1233390,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,4,1933223,0,1933223,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,5,2219138,0,2219138,96,1,mean,train_split_standard,6.416682943,2.512028891,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,6,4842131,0,4842131,96,1,mean,train_split_standard,5.828279418,0.852210374,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,7,4134724,0,4134724,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,8,1989284,0,1989284,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,9,4605405,0,4605405,96,1,mean,train_split_standard,5.786462851,2.569480100,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,10,2895324,0,2895324,96,1,mean,train_split_standard,8.561638864,3.720281061,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,11,3029621,0,3029621,96,1,mean,train_split_standard,6.067900006,4.688350766,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,12,3758776,0,3758776,96,1,mean,train_split_standard,5.895692333,3.909018618,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,13,3318056,0,3318056,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,14,1309954,0,1309954,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,15,2894767,0,2894767,96,1,mean,train_split_standard,7.343080397,4.056198023,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,16,2276347,0,2276347,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,17,4404992,0,4404992,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,18,2166659,0,2166659,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,19,200673,0,200673,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,18,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,train,20,3228123,0,3228123,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,1,45382,0,45382,96,1,mean,train_split_standard,1.778581374,-0.398601506,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,2,24139,0,24139,96,1,mean,train_split_standard,-0.768870302,-0.026452342,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,3,13804,0,13804,96,1,mean,train_split_standard,-0.716831779,1.938689959,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,4,1019,0,1019,96,1,mean,train_split_standard,1.278674474,0.718240805,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,5,2557,0,2557,96,1,mean,train_split_standard,-0.835232728,0.262400197,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,6,42455,0,42455,96,1,mean,train_split_standard,-0.781189113,-2.001311968,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,7,40241,0,40241,96,1,mean,train_split_standard,-0.650768206,-2.673479108,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,8,39274,0,39274,96,1,mean,train_split_standard,-0.589618902,-1.330480676,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,9,17927,0,17927,96,1,mean,train_split_standard,0.435161209,1.414059922,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,10,19654,0,19654,96,1,mean,train_split_standard,-2.353696817,-0.482583056,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,11,25270,0,25270,96,1,mean,train_split_standard,-1.014848875,0.157486082,0.361377013,0.098885852
group_001,19,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,train,12,8925,0,8925,96,1,mean,train_split_standard,-1.262602219,0.280913622,0.361377013,0.098885852
