dataset,source_format,source_path,sample_rank,sample_index,series_name,series_length_original,series_length_used,downsampled,value_source,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
kdd_cup_2018_dataset_without_missing_values,tsf,kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,3,162,T162,10898,10898,False,value,0.993901791,0.131696086,23.598595070,34.000000000,0.058595823,0.044312299,0.468752868,265.000000000,0.040000000,48.000000000,0.104861079,33.000000000,0.000544366,-0.814094329,0.064140209,0.940209395,12.000000000,1.567621752,0.280000000,0.120000000,0.051771852,0.433628508
kdd_cup_2018_dataset_without_missing_values,tsf,kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,4,171,T171,10898,10898,False,value,-0.775370389,-1.069782667,7.348971808,16.000000000,0.327426937,0.016653138,0.824722401,234.000000000,0.000718367,23.000000000,0.285187580,15.000000000,0.032258065,-0.590750596,0.020921270,0.904989499,13.000000000,1.651173449,0.240000000,0.140000000,0.109296131,0.569392116
kdd_cup_2018_dataset_without_missing_values,tsf,kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,5,234,T234,10920,10920,False,value,0.133139734,-0.733814305,55.362634579,44.000000000,0.127131987,-0.048279435,0.778276399,278.000000000,0.002078609,157.000000000,0.105569842,40.000000000,0.003921569,-0.814652015,0.039514652,0.932978822,11.000000000,1.812119126,0.400000000,0.480000000,0.019558255,0.410560825
london_smart_meters_dataset_with_missing_values,tsf,london_smart_meters_dataset_with_missing_values/london_smart_meters_dataset_with_missing_values.tsf,1,2607,T2607,14736,14736,False,value,0.223710388,-0.387845249,3.541790148,13.000000000,0.051098988,0.466896301,0.901594842,38.000000000,0.000244715,13.000000000,0.072554772,12.000000000,0.012048193,0.319828990,-0.192046688,0.667601827,11.000000000,1.959921027,0.160000000,0.840000000,0.297208778,0.832872139
london_smart_meters_dataset_with_missing_values,tsf,london_smart_meters_dataset_with_missing_values/london_smart_meters_dataset_with_missing_values.tsf,2,2863,T2863,30576,30576,False,value,0.693434162,-0.187054379,2.046286216,11.000000000,0.014387624,1.072491724,0.916500409,224.000000000,0.002450434,18.000000000,0.055912451,10.000000000,0.004405286,0.549025379,-0.043661695,0.565824235,10.000000000,1.934712633,0.120000000,0.160000000,0.487805891,0.938627898
london_smart_meters_dataset_with_missing_values,tsf,london_smart_meters_dataset_with_missing_values/london_smart_meters_dataset_with_missing_values.tsf,3,3375,T3375,31056,31056,False,value,-0.113512896,-0.645163346,2.404562903,12.000000000,0.027206335,-0.056267791,0.905361455,41.000000000,0.000414115,23.000000000,0.103671337,7.000000000,0.111111111,-0.172044049,0.043228362,0.613711829,11.000000000,1.913332021,0.740000000,0.600000000,0.392699082,0.908640697
london_smart_meters_dataset_with_missing_values,tsf,london_smart_meters_dataset_with_missing_values/london_smart_meters_dataset_with_missing_values.tsf,4,4219,T4219,25488,25488,False,value,0.522960526,-0.250962107,1.506445364,13.000000000,0.003141351,0.456716159,0.894966061,36.000000000,0.000202590,47.000000000,0.059032430,7.000000000,0.111111111,-0.023108914,0.059204331,0.486073625,13.000000000,1.943932712,0.120000000,0.580000000,0.651750087,0.996147088
london_smart_meters_dataset_with_missing_values,tsf,london_smart_meters_dataset_with_missing_values/london_smart_meters_dataset_with_missing_values.tsf,5,4402,T4402,31488,31488,False,value,0.047178800,-0.690690255,6.441839727,13.000000000,0.026940993,0.401957668,0.809159336,46.000000000,0.024691358,23.000000000,0.067597629,12.000000000,0.000296384,0.322059197,-0.252477134,0.713702562,12.000000000,1.807844889,0.660000000,0.480000000,0.208621387,0.758681759
m1_monthly_dataset,tsf,m1_monthly_dataset/m1_monthly_dataset.tsf,1,29,T29,84,84,False,value,0.905933475,1.111630716,1.170592826,3.000000000,0.184215874,-0.253368700,0.927710843,12.000000000,0.040000000,3.000000000,0.066640359,2.000000000,0.066666667,-0.095238095,0.690476190,0.466286273,4.000000000,2.028002950,0.757575758,0.818181818,0.785398163,0.968816447
m1_monthly_dataset,tsf,m1_monthly_dataset/m1_monthly_dataset.tsf,2,201,T201,104,104,False,value,0.433422531,-1.124352132,15.627460226,6.000000000,0.551017675,0.048757361,0.951456311,12.000000000,0.166666667,11.000000000,0.174213603,1.000000000,0.025000000,0.807692308,-0.663461538,0.816029436,3.000000000,1.942153100,0.833333333,0.527777778,0.049087385,0.609015166
m1_monthly_dataset,tsf,m1_monthly_dataset/m1_monthly_dataset.tsf,3,242,T242,54,54,False,value,-0.370614091,-0.614979837,1.676272193,2.000000000,0.318892242,0.786563387,0.943396226,11.000000000,0.166666667,2.000000000,0.076839568,1.000000000,0.052631579,0.759259259,-0.370370370,0.534533187,3.000000000,1.822801886,0.260869565,0.565217391,0.490873852,0.858105766
m1_monthly_dataset,tsf,m1_monthly_dataset/m1_monthly_dataset.tsf,4,259,T259,82,82,False,value,-0.306557295,-0.506836794,1.216336644,2.000000000,0.112987283,0.453050645,0.962962963,8.000000000,0.052083333,3.000000000,0.095610663,1.000000000,0.100000000,0.573170732,-0.463414634,0.453933435,4.000000000,2.125657038,0.281250000,0.750000000,0.834485549,1.005871363
m1_monthly_dataset,tsf,m1_monthly_dataset/m1_monthly_dataset.tsf,5,501,T501,59,59,False,value,0.198949138,-0.001953765,5.490166234,8.000000000,0.756268790,0.540170111,0.879310345,10.000000000,0.111111111,10.000000000,0.094237201,7.000000000,0.062500000,-0.542372881,0.779661017,0.785761726,9.000000000,1.651819602,0.640000000,0.760000000,0.196349541,0.600416837
m1_quarterly_dataset,tsf,m1_quarterly_dataset/m1_quarterly_dataset.tsf,1,20,T20,42,42,False,value,-1.009923713,-1.178079002,2.679506566,6.000000000,0.387248226,0.022212298,0.902439024,11.000000000,0.027777778,0.000000000,0.252361978,5.000000000,0.333333333,0.547619048,-0.619047619,0.684593127,6.000000000,1.842020167,0.647058824,0.529411765,0.392699082,0.793726955
m1_quarterly_dataset,tsf,m1_quarterly_dataset/m1_quarterly_dataset.tsf,2,72,T72,57,57,False,value,0.014964171,1.134471210,12.714739070,39.000000000,1.216987410,0.001452510,0.589285714,27.000000000,0.166666667,0.000000000,2.005472226,24.000000000,0.047619048,0.701754386,-0.701754386,0.926849408,3.000000000,1.238207496,0.750000000,0.458333333,0.098174770,0.105189430
m1_quarterly_dataset,tsf,m1_quarterly_dataset/m1_quarterly_dataset.tsf,3,90,T90,52,52,False,value,0.019190009,0.019190009,4.137478750,2.000000000,0.201609349,0.157299378,0.921568627,9.000000000,0.074074074,2.000000000,0.099831867,1.000000000,0.058823529,0.519230769,-0.538461538,0.568856613,3.000000000,1.912686644,0.727272727,0.500000000,0.392699082,0.787879854
m1_quarterly_dataset,tsf,m1_quarterly_dataset/m1_quarterly_dataset.tsf,4,105,T105,68,68,False,value,-0.719842372,-0.898868627,12.353136264,47.000000000,0.924001643,0.005289323,0.656716418,27.000000000,0.166666667,0.000000000,1.414534379,4.000000000,0.040000000,0.852941176,-0.617647059,0.922978446,4.000000000,1.320530754,0.793103448,0.482758621,0.098174770,0.165728046
m1_quarterly_dataset,tsf,m1_quarterly_dataset/m1_quarterly_dataset.tsf,5,158,T158,60,60,False,value,-0.387696641,-0.183739122,7.756501486,18.000000000,0.767139726,-0.014167888,0.813559322,16.000000000,0.062500000,0.000000000,0.578727374,15.000000000,0.153846154,0.783333333,-0.766666667,0.894325048,7.000000000,1.524636365,0.653846154,0.769230769,0.196349541,0.357937021
m1_yearly_dataset,tsf,m1_yearly_dataset/m1_yearly_dataset.tsf,1,7,T7,16,16,False,value,-0.781523395,-0.925462752,3.392546841,11.000000000,0.959851498,0.024708872,0.800000000,5.000000000,0.166666667,0.000000000,0.937871688,2.000000000,0.833333333,0.812500000,-0.500000000,0.000000000,1.000000000,1.432213904,0.000000000,0.000000000,0.392699082,0.225351548
m1_yearly_dataset,tsf,m1_yearly_dataset/m1_yearly_dataset.tsf,2,80,T80,26,26,False,value,0.274380965,0.472134293,0.968657320,2.000000000,0.337800585,0.557135920,1.000000000,6.000000000,0.011574074,3.000000000,0.104170128,4.000000000,1.000000000,0.192307692,-0.076923077,0.145744978,4.000000000,2.134255323,0.000000000,0.000000000,0.981747704,1.191385150
m1_yearly_dataset,tsf,m1_yearly_dataset/m1_yearly_dataset.tsf,3,82,T82,26,26,False,value,0.460821795,0.632890241,4.452834425,12.000000000,0.553682461,-0.087101869,0.960000000,14.000000000,0.074074074,3.000000000,0.294173389,6.000000000,0.142857143,0.192307692,-0.730769231,0.793735005,3.000000000,1.797615656,0.000000000,0.000000000,0.196349541,0.559290020
m1_yearly_dataset,tsf,m1_yearly_dataset/m1_yearly_dataset.tsf,4,140,T140,19,19,False,value,-1.133346963,-0.478678145,3.984853744,14.000000000,0.927912557,0.007130670,1.000000000,8.000000000,0.166666667,0.000000000,1.026817192,6.000000000,0.857142857,0.789473684,-0.631578947,0.722494247,1.000000000,1.398986428,0.000000000,0.000000000,0.196349541,0.086047640
m1_yearly_dataset,tsf,m1_yearly_dataset/m1_yearly_dataset.tsf,5,177,T177,19,19,False,value,0.513982633,0.355976394,2.710837729,6.000000000,0.560155165,0.082569650,0.888888889,6.000000000,0.166666667,0.000000000,0.179125246,5.000000000,0.111111111,0.684210526,-0.631578947,0.515335651,4.000000000,1.812142810,0.000000000,0.000000000,0.392699082,0.599453612
m3_other_dataset,tsf,m3_other_dataset/m3_other_dataset.tsf,1,33,T33,73,73,False,value,0.080796447,0.293602372,9.983239592,14.000000000,0.738075463,0.003954642,0.833333333,16.000000000,0.166666667,17.000000000,0.826518762,11.000000000,0.037037037,0.890410959,-0.808219178,0.887385102,4.000000000,1.477114452,0.300000000,0.500000000,0.098174770,0.293854960
m3_other_dataset,tsf,m3_other_dataset/m3_other_dataset.tsf,2,61,T61,71,71,False,value,-0.443424276,-0.603446821,14.798655720,52.000000000,1.200993751,0.000123159,0.685714286,32.000000000,0.166666667,14.000000000,1.193708110,11.000000000,0.076923077,-0.718309859,0.718309859,0.947616726,14.000000000,1.544768149,0.689655172,0.724137931,0.049087385,0.134617147
m3_other_dataset,tsf,m3_other_dataset/m3_other_dataset.tsf,3,130,T130,71,71,False,value,1.149990715,0.995348440,16.393216843,45.000000000,1.256455882,-0.000473735,0.500000000,38.000000000,0.166666667,0.000000000,2.641752382,36.000000000,0.120000000,-0.619718310,0.711267606,0.948507917,34.000000000,1.216557129,0.620689655,0.620689655,0.049087385,0.091360408
m3_other_dataset,tsf,m3_other_dataset/m3_other_dataset.tsf,4,138,T138,71,71,False,value,1.036829492,1.189584844,16.264344690,46.000000000,1.235745522,-0.000298816,0.585714286,38.000000000,0.166666667,0.000000000,4.354419419,33.000000000,0.080000000,-0.605633803,0.732394366,0.953901797,23.000000000,1.216557129,0.793103448,0.448275862,0.049087385,0.064340451
m3_other_dataset,tsf,m3_other_dataset/m3_other_dataset.tsf,5,143,T143,71,71,False,value,0.947978249,1.092913242,16.227351627,40.000000000,1.097003403,-0.000458963,0.585714286,37.000000000,0.166666667,0.000000000,3.264601262,36.000000000,0.541666667,-0.507042254,0.732394366,0.962784019,20.000000000,1.274670883,0.758620690,0.448275862,0.049087385,0.101883493
m3_quarterly_dataset,tsf,m3_quarterly_dataset/m3_quarterly_dataset.tsf,1,225,T225,64,64,False,value,-1.026831390,-0.848269278,0.717287514,2.000000000,0.646025074,-0.636198670,1.000000000,4.000000000,0.030870621,3.000000000,0.049761934,2.000000000,0.500000000,0.281250000,-0.406250000,0.147359770,3.000000000,1.867008642,0.555555556,0.481481481,1.570796327,1.242123750
m3_quarterly_dataset,tsf,m3_quarterly_dataset/m3_quarterly_dataset.tsf,2,248,T248,51,51,False,value,-0.666086052,-0.486651185,7.334316236,26.000000000,0.807883899,-0.072927826,0.780000000,13.000000000,0.074074074,10.000000000,0.477237113,5.000000000,0.125000000,-0.764705882,0.372549020,0.891298602,14.000000000,1.572416548,0.333333333,0.619047619,0.098174770,0.392964651
m3_quarterly_dataset,tsf,m3_quarterly_dataset/m3_quarterly_dataset.tsf,3,285,T285,42,42,False,value,0.864793350,0.670267164,3.148060867,10.000000000,0.626448693,-0.005755774,0.926829268,10.000000000,0.062500000,11.000000000,0.148726042,9.000000000,0.111111111,0.642857143,-0.738095238,0.744566365,4.000000000,1.715934683,0.352941176,0.529411765,0.392699082,0.652432696
m3_quarterly_dataset,tsf,m3_quarterly_dataset/m3_quarterly_dataset.tsf,4,523,T523,24,24,False,value,1.113751171,1.293163316,4.891073773,3.000000000,0.338673262,0.047719011,0.956521739,6.000000000,0.166666667,3.000000000,0.192015215,1.000000000,0.111111111,0.666666667,-0.666666667,0.686768333,3.000000000,1.885299501,0.000000000,0.000000000,0.196349541,0.462957020
m3_quarterly_dataset,tsf,m3_quarterly_dataset/m3_quarterly_dataset.tsf,5,642,T642,43,43,False,value,-0.521606921,-1.332981194,8.607722628,29.000000000,0.740980459,-0.002193912,0.880952381,14.000000000,0.166666667,10.000000000,0.510456595,5.000000000,0.062500000,-0.558139535,0.767441860,0.818417589,8.000000000,1.710436061,0.647058824,0.352941176,0.098174770,0.385293515
m3_yearly_dataset,tsf,m3_yearly_dataset/m3_yearly_dataset.tsf,1,211,T211,47,47,False,value,1.039957711,0.888473878,10.571258007,30.000000000,1.047854725,0.002777019,0.782608696,25.000000000,0.166666667,0.000000000,1.806335895,17.000000000,0.058823529,0.574468085,-0.702127660,0.918682005,3.000000000,1.387376361,0.684210526,0.684210526,0.098174770,0.126572533
m3_yearly_dataset,tsf,m3_yearly_dataset/m3_yearly_dataset.tsf,2,247,T247,32,32,False,value,0.496771582,0.288416349,1.667830947,5.000000000,0.296541297,0.080030575,0.967741935,11.000000000,0.046296296,7.000000000,0.155557453,3.000000000,0.400000000,0.125000000,0.031250000,0.449835651,5.000000000,1.920969957,0.500000000,0.500000000,0.589048623,1.013761614
m3_yearly_dataset,tsf,m3_yearly_dataset/m3_yearly_dataset.tsf,3,332,T332,47,47,False,value,-0.317196085,-0.498203922,6.890071580,35.000000000,0.632153883,0.015745771,0.478260870,11.000000000,0.074074074,0.000000000,0.666427985,4.000000000,0.076923077,0.851063830,-0.297872340,0.855260723,4.000000000,1.259330339,0.631578947,0.684210526,0.098174770,0.325898863
m3_yearly_dataset,tsf,m3_yearly_dataset/m3_yearly_dataset.tsf,4,439,T439,21,21,False,value,-0.300035703,-1.390603549,4.551729615,15.000000000,0.989624975,0.015019678,0.800000000,9.000000000,0.166666667,0.000000000,0.872715421,3.000000000,0.125000000,0.714285714,-0.714285714,0.753968594,2.000000000,1.383148751,0.000000000,0.000000000,0.196349541,0.152623187
m3_yearly_dataset,tsf,m3_yearly_dataset/m3_yearly_dataset.tsf,5,529,T529,21,21,False,value,-0.561525160,-0.728039082,3.972160345,15.000000000,0.754126721,-0.020287747,0.750000000,8.000000000,0.166666667,0.000000000,0.905913972,4.000000000,1.000000000,-0.761904762,0.571428571,0.694402029,19.000000000,1.383148751,0.000000000,0.000000000,0.196349541,0.239943152
m4_daily_dataset,tsf,m4_daily_dataset/m4_daily_dataset.tsf,1,952,T952,3712,3712,False,value,-0.669953224,-0.941212821,228.324815623,670.000000000,0.968546071,0.000019065,0.524656427,656.000000000,0.008230453,1102.000000000,1.323818129,40.000000000,0.002475248,0.689116379,-0.762661638,0.995776711,10.000000000,1.302903793,0.163265306,0.816326531,0.004601942,0.098971488
m4_daily_dataset,tsf,m4_daily_dataset/m4_daily_dataset.tsf,2,1451,T1451,4211,4211,False,value,-1.172683515,-1.362106403,409.959684002,1082.000000000,1.313933504,-0.000073398,0.245605701,1255.000000000,0.040000000,0.000000000,1.808308691,40.000000000,0.003984064,0.660650677,-0.687247685,0.998412066,10.000000000,1.170866489,0.122448980,0.877551020,0.003067962,0.056564140
m4_daily_dataset,tsf,m4_daily_dataset/m4_daily_dataset.tsf,3,2020,T2020,4211,4211,False,value,-0.530452134,-0.703727114,527.603483105,1484.000000000,0.924946085,-0.003654810,0.085510689,1177.000000000,0.062500000,0.000000000,0.386814475,40.000000000,0.001040583,0.619092852,-0.398717644,0.998731332,10.000000000,1.236224118,0.122448980,0.122448980,0.001533981,0.055135098
m4_daily_dataset,tsf,m4_daily_dataset/m4_daily_dataset.tsf,4,3576,T3576,4211,4211,False,value,-0.601013220,-0.765312250,670.576216803,2130.000000000,1.101274620,-0.000003774,0.059144893,1243.000000000,0.111111111,0.000000000,4.516978689,40.000000000,0.001718213,0.811683686,-0.327713132,0.998946326,16.000000000,1.164007640,0.142857143,0.122448980,0.001533981,0.026728689
m4_daily_dataset,tsf,m4_daily_dataset/m4_daily_dataset.tsf,5,3775,T3775,250,250,False,value,-0.048161682,0.167446759,25.484432344,87.000000000,0.720320171,0.001237909,0.883534137,48.000000000,0.040000000,67.000000000,0.785760476,40.000000000,0.045454545,-0.272000000,0.232000000,0.952978359,8.000000000,1.433682914,0.162790698,0.860465116,0.049087385,0.340186747
m4_hourly_dataset,tsf,m4_hourly_dataset/m4_hourly_dataset.tsf,1,47,T47,748,748,False,value,-0.898479732,-0.898479732,5.159348071,12.000000000,0.583569320,0.000699999,0.904953146,16.000000000,0.008217634,23.000000000,0.838308947,6.000000000,0.857142857,0.211229947,-0.520053476,0.991473698,16.000000000,1.572851096,0.170212766,0.723404255,0.263844696,0.471769414
m4_hourly_dataset,tsf,m4_hourly_dataset/m4_hourly_dataset.tsf,2,50,T50,748,748,False,value,-0.716679783,-0.915415743,5.383273883,12.000000000,0.636947986,-0.000852089,0.922356091,17.000000000,0.024704205,23.000000000,1.270596809,6.000000000,0.750000000,0.291443850,-0.449197861,0.996064471,15.000000000,1.558976140,0.170212766,0.851063830,0.257708772,0.448191148
m4_hourly_dataset,tsf,m4_hourly_dataset/m4_hourly_dataset.tsf,3,166,T166,748,748,False,value,-0.647870165,-0.817665250,4.812657346,12.000000000,0.463360663,0.007039231,0.744310576,15.000000000,0.013765278,23.000000000,0.508244222,6.000000000,0.857142857,-0.013368984,0.018716578,0.917891955,13.000000000,1.552740639,0.276595745,0.744680851,0.263844696,0.583675374
m4_hourly_dataset,tsf,m4_hourly_dataset/m4_hourly_dataset.tsf,4,232,T232,1008,1008,False,value,-0.181975359,-0.799342833,5.317576962,12.000000000,0.609731251,0.003484400,0.931479643,18.000000000,0.018005333,23.000000000,1.230990506,6.000000000,0.750000000,0.457341270,-0.611111111,0.988388323,15.000000000,1.572817147,0.145833333,0.708333333,0.263844696,0.460362858
m4_hourly_dataset,tsf,m4_hourly_dataset/m4_hourly_dataset.tsf,5,351,T351,1008,1008,False,value,-0.330223172,-0.722826189,5.621538201,12.000000000,0.231742234,0.028748645,0.933465740,19.000000000,0.007034061,23.000000000,0.225413095,8.000000000,0.111111111,0.500000000,0.009920635,0.920982578,8.000000000,1.827961170,0.312500000,0.166666667,0.257708772,0.542454910
m4_monthly_dataset,tsf,m4_monthly_dataset/m4_monthly_dataset.tsf,1,21140,T21140,204,204,False,value,-0.880313721,-0.671054720,38.151342342,8.000000000,0.588297114,-0.022197803,0.906403941,44.000000000,0.166666667,11.000000000,0.568756116,3.000000000,0.013333333,-0.659313725,0.813725490,0.909007373,6.000000000,1.630822549,0.142857143,0.714285714,0.024543693,0.410596097
m4_monthly_dataset,tsf,m4_monthly_dataset/m4_monthly_dataset.tsf,2,24300,T24300,242,242,False,value,0.446369042,0.172640304,10.925885955,8.000000000,0.387374933,0.001148397,0.979253112,32.000000000,0.166666667,32.000000000,0.288831630,7.000000000,0.012195122,0.838842975,-0.917355372,0.860101315,7.000000000,1.931096666,0.279069767,0.860465116,0.098174770,0.496338414
m4_monthly_dataset,tsf,m4_monthly_dataset/m4_monthly_dataset.tsf,3,27150,T27150,552,552,False,value,-0.930639688,-0.709658887,61.517033742,146.000000000,0.833077181,-0.000547129,0.618874773,141.000000000,0.062500000,175.000000000,1.380418642,40.000000000,0.051724138,0.786231884,-0.275362319,0.989103835,10.000000000,1.444250691,0.130434783,0.260869565,0.018407769,0.173174821
m4_monthly_dataset,tsf,m4_monthly_dataset/m4_monthly_dataset.tsf,4,33328,T33328,97,97,False,value,0.306953758,-0.500720993,1.151947129,3.000000000,0.148128412,0.108132434,0.979166667,16.000000000,0.111111111,6.000000000,0.082737856,2.000000000,0.040000000,0.515463918,-0.329896907,0.420234502,5.000000000,2.134877578,0.228571429,0.600000000,0.883572934,1.026727236
m4_monthly_dataset,tsf,m4_monthly_dataset/m4_monthly_dataset.tsf,5,33678,T33678,101,101,False,value,-0.750833459,-0.524566551,0.997086452,1.000000000,0.179876245,0.302576292,0.880000000,8.000000000,0.030303030,9.000000000,0.078921028,2.000000000,0.111111111,-0.782178218,-0.188118812,0.519367037,5.000000000,2.182235495,0.828571429,0.342857143,0.539961237,0.944686573
m4_quarterly_dataset,tsf,m4_quarterly_dataset/m4_quarterly_dataset.tsf,1,4862,T4862,130,130,False,value,0.426082555,0.176979950,6.533038973,12.000000000,0.347823330,0.043458031,0.914728682,19.000000000,0.022038567,34.000000000,0.323617145,9.000000000,0.181818182,0.476923077,-0.107692308,0.812046465,7.000000000,1.760007606,0.512820513,0.461538462,0.171805848,0.624189831
m4_quarterly_dataset,tsf,m4_quarterly_dataset/m4_quarterly_dataset.tsf,2,13165,T13165,47,47,False,value,-0.951772796,-1.131757406,6.017426244,9.000000000,0.485545030,0.032224726,0.956521739,11.000000000,0.166666667,11.000000000,0.239499260,8.000000000,0.058823529,0.765957447,-0.297872340,0.797188829,5.000000000,1.857141683,0.684210526,0.684210526,0.098174770,0.582658392
m4_quarterly_dataset,tsf,m4_quarterly_dataset/m4_quarterly_dataset.tsf,3,16360,T16360,34,34,False,value,-0.873708469,-1.040375871,6.887926344,25.000000000,1.030221148,0.006526692,0.696969697,13.000000000,0.166666667,0.000000000,1.526686785,1.000000000,0.153846154,0.823529412,-0.617647059,0.863588913,3.000000000,1.459749458,0.461538462,0.538461538,0.098174770,0.162906147
m4_quarterly_dataset,tsf,m4_quarterly_dataset/m4_quarterly_dataset.tsf,4,18465,T18465,110,110,False,value,-1.034122624,-0.855889873,17.578080704,61.000000000,1.078371260,0.000323921,0.541284404,52.000000000,0.074074074,0.000000000,2.067005651,40.000000000,0.314285714,0.318181818,-0.581818182,0.977287526,14.000000000,1.324084556,0.837837838,0.837837838,0.049087385,0.162967882
m4_quarterly_dataset,tsf,m4_quarterly_dataset/m4_quarterly_dataset.tsf,5,23229,T23229,59,59,False,value,0.964476501,0.812438748,12.184751543,38.000000000,0.963803150,0.000674611,0.741379310,34.000000000,0.166666667,15.000000000,0.926302788,10.000000000,0.150000000,0.525423729,-0.669491525,0.935414019,4.000000000,1.524162610,0.760000000,0.760000000,0.098174770,0.225050655
m4_weekly_dataset,tsf,m4_weekly_dataset/m4_weekly_dataset.tsf,1,17,T17,734,734,False,value,-0.593924695,-0.746635710,122.273258823,415.000000000,1.188165247,0.000022842,0.070941337,192.000000000,0.166666667,196.000000000,6.617144770,40.000000000,0.119402985,0.809264305,-0.457765668,0.994963492,16.000000000,1.197580868,0.510638298,0.361702128,0.006135923,0.028629604
m4_weekly_dataset,tsf,m4_weekly_dataset/m4_weekly_dataset.tsf,2,60,T60,2297,2297,False,value,-0.190840549,0.082159552,189.837624552,389.000000000,1.085333066,-0.000059718,0.392421603,366.000000000,0.062500000,0.000000000,2.410390375,40.000000000,0.014925373,-0.478450152,0.701131911,0.997926640,13.000000000,1.242079304,0.836734694,0.755102041,0.006135923,0.076434061
m4_weekly_dataset,tsf,m4_weekly_dataset/m4_weekly_dataset.tsf,3,99,T99,2296,2296,False,value,-0.796636512,-0.626377523,454.951372644,1631.000000000,1.242843086,-0.000001162,0.022657952,894.000000000,0.074074074,429.000000000,7.828643197,40.000000000,0.009668508,0.683362369,-0.516114983,0.998910822,15.000000000,1.172019531,0.122448980,0.877551020,0.001533981,0.018378696
m4_weekly_dataset,tsf,m4_weekly_dataset/m4_weekly_dataset.tsf,4,132,T132,2296,2296,False,value,-0.738918075,-0.933080113,418.138761048,1582.000000000,1.334815854,0.000004084,0.019607843,799.000000000,0.166666667,0.000000000,5.860476853,40.000000000,0.001222494,0.854965157,-0.611062718,0.997608672,11.000000000,1.127434895,0.163265306,0.877551020,0.001533981,0.015383369
m4_weekly_dataset,tsf,m4_weekly_dataset/m4_weekly_dataset.tsf,5,133,T133,2296,2296,False,value,-0.776736591,-0.950643757,452.083605865,1644.000000000,1.330641298,0.000001918,0.006535948,878.000000000,0.166666667,0.000000000,7.984600669,40.000000000,0.001269036,0.792247387,-0.608449477,0.998070060,5.000000000,1.142074448,0.163265306,0.877551020,0.001533981,0.011416278
m4_yearly_dataset,tsf,m4_yearly_dataset/m4_yearly_dataset.tsf,1,3634,T3634,55,55,False,value,0.420832327,0.216180990,3.789041161,10.000000000,0.680929999,-0.066366035,0.981481481,13.000000000,0.020576132,15.000000000,0.243906754,5.000000000,0.333333333,-0.472727273,-0.163636364,0.846795675,6.000000000,1.778723952,0.652173913,0.478260870,0.294524311,0.641295475
m4_yearly_dataset,tsf,m4_yearly_dataset/m4_yearly_dataset.tsf,2,5390,T5390,46,46,False,value,-0.206788529,-0.824238665,8.487230023,31.000000000,0.897547213,0.018414002,0.755555556,21.000000000,0.166666667,5.000000000,0.735983191,3.000000000,0.055555556,0.836956522,-0.717391304,0.861316870,3.000000000,1.392790462,0.684210526,0.684210526,0.098174770,0.219505956
m4_yearly_dataset,tsf,m4_yearly_dataset/m4_yearly_dataset.tsf,3,9781,T9781,21,21,False,value,-0.767881641,-0.617808865,4.206883579,13.000000000,0.755553146,-0.012142694,0.850000000,7.000000000,0.166666667,0.000000000,0.852829783,8.000000000,1.142857143,-0.714285714,0.476190476,0.801900797,14.000000000,1.518317114,0.000000000,0.000000000,0.196349541,0.341491440
m4_yearly_dataset,tsf,m4_yearly_dataset/m4_yearly_dataset.tsf,4,11367,T11367,32,32,False,value,-0.087922127,-0.272074952,3.363115767,13.000000000,0.656040100,-0.485174453,0.806451613,10.000000000,0.040000000,0.000000000,0.111670945,4.000000000,0.333333333,0.000000000,0.687500000,0.697019275,6.000000000,1.778503546,0.500000000,0.500000000,0.196349541,0.752934131
m4_yearly_dataset,tsf,m4_yearly_dataset/m4_yearly_dataset.tsf,5,19052,T19052,188,188,False,value,0.053865475,-0.173622324,10.404745211,39.000000000,0.656545429,-0.045634884,0.834224599,30.000000000,0.032921811,0.000000000,0.466741921,17.000000000,0.105263158,-0.117021277,-0.585106383,0.932719725,9.000000000,1.532643653,0.666666667,0.761904762,0.098174770,0.396854422
nn5_daily_dataset_without_missing_values,tsf,nn5_daily_dataset_without_missing_values/nn5_daily_dataset_without_missing_values.tsf,1,55,T55,791,791,False,value,-0.589004321,-0.935111438,1.113627331,3.000000000,0.034254927,-0.846000459,0.963291139,6.000000000,0.002879880,6.000000000,0.115355340,1.000000000,0.500000000,0.533501896,-0.236409608,0.194712237,6.000000000,2.112190942,0.872340426,0.872340426,0.895844780,1.203161904
nn5_daily_dataset_without_missing_values,tsf,nn5_daily_dataset_without_missing_values/nn5_daily_dataset_without_missing_values.tsf,2,71,T71,791,791,False,value,-0.066851728,-0.384921322,0.991516039,3.000000000,0.028117654,-0.359254193,0.967088608,12.000000000,0.000269870,6.000000000,0.150212844,1.000000000,0.333333333,0.222503161,-0.099873578,0.278257129,6.000000000,2.126616381,0.127659574,0.872340426,0.895844780,1.130596654
