dataset,source_format,source_path,sample_rank,sample_index,series_name,series_length_original,series_length_used,downsampled,value_source,pc1,pc2,pc1_explained_ratio,pc2_explained_ratio
rideshare_dataset_without_missing_values,tsf,rideshare_dataset_without_missing_values/rideshare_dataset_without_missing_values.tsf,2,1248,T1349,541,541,False,value,-0.799096310,1.009433874,0.239885251,0.136868979
rideshare_dataset_without_missing_values,tsf,rideshare_dataset_without_missing_values/rideshare_dataset_without_missing_values.tsf,3,1254,T1356,541,541,False,value,-0.130751584,-3.067681859,0.239885251,0.136868979
rideshare_dataset_without_missing_values,tsf,rideshare_dataset_without_missing_values/rideshare_dataset_without_missing_values.tsf,4,1788,T1935,541,541,False,value,-1.509669750,0.624727529,0.239885251,0.136868979
rideshare_dataset_without_missing_values,tsf,rideshare_dataset_without_missing_values/rideshare_dataset_without_missing_values.tsf,5,2041,T2211,541,541,False,value,-0.105605280,-0.989890342,0.239885251,0.136868979
saugeenday_dataset,tsf,saugeenday_dataset/saugeenday_dataset.tsf,1,1,T1,23741,23741,False,value,-2.165383931,-0.181435034,0.239885251,0.136868979
solar_10_minutes_dataset,tsf,solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,1,14,T14,52560,50000,True,value,-2.723462688,0.049081303,0.239885251,0.136868979
solar_10_minutes_dataset,tsf,solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,2,41,T41,52560,50000,True,value,-2.808899208,0.377933859,0.239885251,0.136868979
solar_10_minutes_dataset,tsf,solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,3,48,T48,52560,50000,True,value,-2.811938527,0.091748131,0.239885251,0.136868979
solar_10_minutes_dataset,tsf,solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,4,91,T91,52560,50000,True,value,-2.729713339,0.084276409,0.239885251,0.136868979
solar_10_minutes_dataset,tsf,solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,5,130,T130,52560,50000,True,value,-2.748438450,0.356755744,0.239885251,0.136868979
solar_4_seconds_dataset,tsf,solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,1,1,T1,7397222,50000,True,value,-2.608159790,0.364368683,0.239885251,0.136868979
sunspot_dataset_without_missing_values,tsf,sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,1,1,T1,73924,50000,True,value,-1.223077311,1.262554571,0.239885251,0.136868979
temperature_rain_dataset_without_missing_values,tsf,temperature_rain_dataset_without_missing_values/temperature_rain_dataset_without_missing_values.tsf,1,6643,T6642,725,725,False,value,0.003392173,0.785638670,0.239885251,0.136868979
temperature_rain_dataset_without_missing_values,tsf,temperature_rain_dataset_without_missing_values/temperature_rain_dataset_without_missing_values.tsf,2,7011,T7010,725,725,False,value,-0.332668787,0.513388246,0.239885251,0.136868979
temperature_rain_dataset_without_missing_values,tsf,temperature_rain_dataset_without_missing_values/temperature_rain_dataset_without_missing_values.tsf,3,19154,T19153,725,725,False,value,2.988691230,-1.913267848,0.239885251,0.136868979
temperature_rain_dataset_without_missing_values,tsf,temperature_rain_dataset_without_missing_values/temperature_rain_dataset_without_missing_values.tsf,4,20823,T20822,725,725,False,value,1.648140010,-1.867865579,0.239885251,0.136868979
temperature_rain_dataset_without_missing_values,tsf,temperature_rain_dataset_without_missing_values/temperature_rain_dataset_without_missing_values.tsf,5,30162,T30161,725,725,False,value,3.181680937,0.383212231,0.239885251,0.136868979
tourism_monthly_dataset,tsf,tourism_monthly_dataset/tourism_monthly_dataset.tsf,1,4,T4,264,264,False,value,0.686683461,1.296536150,0.239885251,0.136868979
tourism_monthly_dataset,tsf,tourism_monthly_dataset/tourism_monthly_dataset.tsf,2,59,T59,330,330,False,value,0.762990896,1.552109925,0.239885251,0.136868979
tourism_monthly_dataset,tsf,tourism_monthly_dataset/tourism_monthly_dataset.tsf,3,152,T152,199,199,False,value,0.771693800,1.694265969,0.239885251,0.136868979
tourism_monthly_dataset,tsf,tourism_monthly_dataset/tourism_monthly_dataset.tsf,4,170,T170,199,199,False,value,2.312836031,1.092985396,0.239885251,0.136868979
tourism_monthly_dataset,tsf,tourism_monthly_dataset/tourism_monthly_dataset.tsf,5,186,T186,331,331,False,value,-0.245021561,1.247435817,0.239885251,0.136868979
tourism_quarterly_dataset,tsf,tourism_quarterly_dataset/tourism_quarterly_dataset.tsf,1,7,T7,88,88,False,value,0.958811828,0.798611863,0.239885251,0.136868979
tourism_quarterly_dataset,tsf,tourism_quarterly_dataset/tourism_quarterly_dataset.tsf,2,26,T26,122,122,False,value,3.352417537,0.716861850,0.239885251,0.136868979
tourism_quarterly_dataset,tsf,tourism_quarterly_dataset/tourism_quarterly_dataset.tsf,3,120,T120,110,110,False,value,-0.551636033,1.668786836,0.239885251,0.136868979
tourism_quarterly_dataset,tsf,tourism_quarterly_dataset/tourism_quarterly_dataset.tsf,4,237,T237,111,111,False,value,0.412132220,1.585393496,0.239885251,0.136868979
tourism_quarterly_dataset,tsf,tourism_quarterly_dataset/tourism_quarterly_dataset.tsf,5,298,T298,111,111,False,value,-0.773731729,1.401836006,0.239885251,0.136868979
tourism_yearly_dataset,tsf,tourism_yearly_dataset/tourism_yearly_dataset.tsf,1,160,T160,32,32,False,value,-1.269425795,0.676293785,0.239885251,0.136868979
tourism_yearly_dataset,tsf,tourism_yearly_dataset/tourism_yearly_dataset.tsf,2,253,T253,17,17,False,value,3.885525325,-0.985110217,0.239885251,0.136868979
tourism_yearly_dataset,tsf,tourism_yearly_dataset/tourism_yearly_dataset.tsf,3,305,T305,17,17,False,value,1.210654427,0.885516268,0.239885251,0.136868979
tourism_yearly_dataset,tsf,tourism_yearly_dataset/tourism_yearly_dataset.tsf,4,338,T338,27,27,False,value,-0.834948693,0.460885921,0.239885251,0.136868979
tourism_yearly_dataset,tsf,tourism_yearly_dataset/tourism_yearly_dataset.tsf,5,432,T432,27,27,False,value,-0.736735800,0.403834652,0.239885251,0.136868979
traffic_hourly_dataset,tsf,traffic_hourly_dataset/traffic_hourly_dataset.tsf,1,91,T91,17544,17544,False,value,0.576833089,0.943311850,0.239885251,0.136868979
traffic_hourly_dataset,tsf,traffic_hourly_dataset/traffic_hourly_dataset.tsf,2,115,T115,17544,17544,False,value,0.975525197,0.357234397,0.239885251,0.136868979
traffic_hourly_dataset,tsf,traffic_hourly_dataset/traffic_hourly_dataset.tsf,3,443,T443,17544,17544,False,value,0.681838082,0.513264645,0.239885251,0.136868979
traffic_hourly_dataset,tsf,traffic_hourly_dataset/traffic_hourly_dataset.tsf,4,556,T556,17544,17544,False,value,0.442821284,0.810623653,0.239885251,0.136868979
traffic_hourly_dataset,tsf,traffic_hourly_dataset/traffic_hourly_dataset.tsf,5,773,T773,17544,17544,False,value,0.993936913,0.621784200,0.239885251,0.136868979
traffic_weekly_dataset,tsf,traffic_weekly_dataset/traffic_weekly_dataset.tsf,1,25,T25,104,104,False,value,1.687553281,0.431258758,0.239885251,0.136868979
traffic_weekly_dataset,tsf,traffic_weekly_dataset/traffic_weekly_dataset.tsf,2,379,T379,104,104,False,value,2.729850428,0.432962343,0.239885251,0.136868979
traffic_weekly_dataset,tsf,traffic_weekly_dataset/traffic_weekly_dataset.tsf,3,677,T677,104,104,False,value,2.362200527,-0.136283887,0.239885251,0.136868979
traffic_weekly_dataset,tsf,traffic_weekly_dataset/traffic_weekly_dataset.tsf,4,813,T813,104,104,False,value,3.855368349,-0.563551852,0.239885251,0.136868979
traffic_weekly_dataset,tsf,traffic_weekly_dataset/traffic_weekly_dataset.tsf,5,822,T822,104,104,False,value,1.793046666,0.806990839,0.239885251,0.136868979
us_births_dataset,tsf,us_births_dataset/us_births_dataset.tsf,1,1,T1,7305,7305,False,value,2.155127015,0.552950502,0.239885251,0.136868979
vehicle_trips_dataset_without_missing_values,tsf,vehicle_trips_dataset_without_missing_values/vehicle_trips_dataset_without_missing_values.tsf,1,6,T6,181,181,False,value,3.626496270,-0.659134317,0.239885251,0.136868979
vehicle_trips_dataset_without_missing_values,tsf,vehicle_trips_dataset_without_missing_values/vehicle_trips_dataset_without_missing_values.tsf,2,142,T142,88,88,False,value,-0.870220631,-1.057757115,0.239885251,0.136868979
vehicle_trips_dataset_without_missing_values,tsf,vehicle_trips_dataset_without_missing_values/vehicle_trips_dataset_without_missing_values.tsf,3,247,T247,122,122,False,value,1.000806040,-2.331097129,0.239885251,0.136868979
vehicle_trips_dataset_without_missing_values,tsf,vehicle_trips_dataset_without_missing_values/vehicle_trips_dataset_without_missing_values.tsf,4,288,T288,91,91,False,value,3.315260118,-0.921328241,0.239885251,0.136868979
vehicle_trips_dataset_without_missing_values,tsf,vehicle_trips_dataset_without_missing_values/vehicle_trips_dataset_without_missing_values.tsf,5,321,T321,92,92,False,value,2.309821457,0.518918862,0.239885251,0.136868979
weather_dataset,tsf,weather_dataset/weather_dataset.tsf,1,1599,T1599,1332,1332,False,value,0.475824015,0.830393412,0.239885251,0.136868979
weather_dataset,tsf,weather_dataset/weather_dataset.tsf,2,1643,T1643,10828,10828,False,value,1.052795594,0.707799348,0.239885251,0.136868979
weather_dataset,tsf,weather_dataset/weather_dataset.tsf,3,2759,T2759,10828,10828,False,value,1.051201957,0.466734319,0.239885251,0.136868979
weather_dataset,tsf,weather_dataset/weather_dataset.tsf,4,2824,T2824,10828,10828,False,value,0.622057616,1.435137760,0.239885251,0.136868979
weather_dataset,tsf,weather_dataset/weather_dataset.tsf,5,2924,T2924,10828,10828,False,value,0.977370551,0.576587534,0.239885251,0.136868979
wind_4_seconds_dataset,tsf,wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,1,1,T1,7397147,50000,True,value,-3.435709659,1.223503344,0.239885251,0.136868979
wind_farms_minutely_dataset_without_missing_values,tsf,wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,1,12,T12,527040,50000,True,value,-2.814884998,-2.837104703,0.239885251,0.136868979
wind_farms_minutely_dataset_without_missing_values,tsf,wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,2,56,T56,527040,50000,True,value,-3.290266050,0.607377688,0.239885251,0.136868979
wind_farms_minutely_dataset_without_missing_values,tsf,wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,3,86,T86,527040,50000,True,value,-5.986901928,0.881602309,0.239885251,0.136868979
wind_farms_minutely_dataset_without_missing_values,tsf,wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,4,262,T262,527040,50000,True,value,0.044442962,-4.895218397,0.239885251,0.136868979
wind_farms_minutely_dataset_without_missing_values,tsf,wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,5,309,T309,527040,50000,True,value,-0.229541652,-20.605545085,0.239885251,0.136868979
anonymous_public_load_power_data_per_unit,rds,anonymous_public_load_power_data_per_unit/load_power_unit_134.rds,1,40,load_power_unit_134:load_power,163413,50000,True,sum/count,-0.375568690,0.290880489,0.239885251,0.136868979
anonymous_public_load_power_data_per_unit,rds,anonymous_public_load_power_data_per_unit/load_power_unit_158.rds,2,66,load_power_unit_158:load_power,372887,50000,True,sum/count,-4.296543597,-0.688419895,0.239885251,0.136868979
anonymous_public_load_power_data_per_unit,rds,anonymous_public_load_power_data_per_unit/load_power_unit_183.rds,3,94,load_power_unit_183:load_power,615111,50000,True,sum/count,-0.503299218,0.283907158,0.239885251,0.136868979
anonymous_public_load_power_data_per_unit,rds,anonymous_public_load_power_data_per_unit/load_power_unit_205.rds,4,119,load_power_unit_205:load_power,616265,50000,True,sum/count,-0.011888218,1.183252146,0.239885251,0.136868979
anonymous_public_load_power_data_per_unit,rds,anonymous_public_load_power_data_per_unit/load_power_unit_57.rds,5,226,load_power_unit_57:load_power,616385,50000,True,sum/count,0.474317665,0.810432461,0.239885251,0.136868979
anonymous_public_pv_power_data_per_unit,rds,anonymous_public_pv_power_data_per_unit/pv_power_unit_116.rds,1,17,pv_power_unit_116:pv_power,901,901,False,sum/count,-1.536895082,0.141479001,0.239885251,0.136868979
anonymous_public_pv_power_data_per_unit,rds,anonymous_public_pv_power_data_per_unit/pv_power_unit_166.rds,2,64,pv_power_unit_166:pv_power,615662,50000,True,sum/count,-2.089601279,0.710908910,0.239885251,0.136868979
anonymous_public_pv_power_data_per_unit,rds,anonymous_public_pv_power_data_per_unit/pv_power_unit_23.rds,3,124,pv_power_unit_23:pv_power,614957,50000,True,sum/count,-2.056719012,0.495687229,0.239885251,0.136868979
anonymous_public_pv_power_data_per_unit,rds,anonymous_public_pv_power_data_per_unit/pv_power_unit_245.rds,4,139,pv_power_unit_245:pv_power,616189,50000,True,sum/count,-2.295701019,0.449477392,0.239885251,0.136868979
anonymous_public_pv_power_data_per_unit,rds,anonymous_public_pv_power_data_per_unit/pv_power_unit_252.rds,5,147,pv_power_unit_252:pv_power,612127,50000,True,sum/count,-1.769500228,0.583479720,0.239885251,0.136868979
